Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,199.586,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.104
1,199.593,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.214
2,199.568,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.096,0.0,0.0,0.0,0.0,0.0,0.314
3,199.58,0.322,0.019,0.014,0.005,0.019,0.014,0.005,0.135,0.187,0.0,0.0,0.0,0.0,0.0,0.412
4,199.531,0.372,0.044,0.033,0.011,0.025,0.019,0.006,0.047,0.325,0.031,0.032,0.0,0.0,0.0,0.509
5,199.469,0.434,0.104,0.077,0.027,0.06,0.044,0.016,0.103,0.331,0.088,0.071,0.0,0.0,0.0,0.606
6,199.407,0.493,0.162,0.114,0.048,0.058,0.037,0.021,0.161,0.332,0.193,0.114,0.0,0.0,0.0,0.706
7,199.328,0.585,0.233,0.157,0.076,0.071,0.043,0.028,0.207,0.378,0.199,0.127,0.0,0.0,0.0,0.793
8,199.266,0.628,0.294,0.201,0.093,0.061,0.044,0.017,0.22,0.408,0.19,0.131,0.0,0.0,0.0,0.899
9,199.141,0.757,0.363,0.233,0.13,0.069,0.032,0.037,0.233,0.524,0.24,0.152,0.0,0.0,0.0,1.001
10,199.039,0.856,0.447,0.274,0.173,0.084,0.041,0.043,0.262,0.594,0.271,0.154,0.0,0.0,0.0,1.106
11,198.929,0.975,0.544,0.327,0.217,0.097,0.053,0.044,0.29,0.685,0.328,0.189,0.0,0.0,0.0,1.202
12,198.789,0.971,0.672,0.399,0.273,0.128,0.072,0.056,0.337,0.634,0.304,0.158,0.132,0.0,0.132,1.31
13,198.653,0.974,0.77,0.443,0.327,0.098,0.044,0.054,0.347,0.627,0.29,0.12,0.268,0.0,0.268,1.415
14,198.509,1.055,0.904,0.5,0.404,0.134,0.057,0.077,0.363,0.692,0.326,0.124,0.42,0.0,0.42,1.53
15,198.44,1.133,1.006,0.528,0.478,0.102,0.028,0.074,0.362,0.771,0.371,0.15,0.431,0.006,0.425,1.634
16,198.282,1.264,1.112,0.572,0.54,0.106,0.044,0.062,0.37,0.894,0.453,0.189,0.441,0.013,0.428,1.73
17,198.095,1.41,1.255,0.631,0.624,0.143,0.059,0.084,0.382,1.028,0.513,0.236,0.478,0.035,0.443,1.847
18,197.972,1.481,1.391,0.686,0.705,0.136,0.055,0.081,0.418,1.063,0.547,0.252,0.53,0.06,0.47,1.959
19,197.793,1.577,1.552,0.759,0.793,0.161,0.073,0.088,0.452,1.125,0.6,0.273,0.6,0.102,0.498,2.062
20,197.571,1.733,1.753,0.848,0.905,0.201,0.089,0.112,0.531,1.202,0.61,0.288,0.682,0.135,0.547,2.17
21,197.411,1.837,1.939,0.948,0.991,0.186,0.1,0.086,0.546,1.291,0.649,0.323,0.758,0.17,0.588,2.263
22,197.219,1.942,2.139,1.043,1.096,0.2,0.095,0.105,0.581,1.361,0.672,0.346,0.849,0.215,0.634,2.366
23,197.001,2.053,2.34,1.135,1.205,0.201,0.092,0.109,0.61,1.443,0.725,0.357,0.944,0.25,0.694,2.461
24,196.724,2.175,2.573,1.247,1.326,0.233,0.112,0.121,0.662,1.513,0.747,0.374,1.07,0.304,0.766,2.569
25,196.497,2.289,2.824,1.361,1.463,0.251,0.114,0.137,0.71,1.579,0.776,0.396,1.182,0.345,0.837,2.69
26,196.254,2.406,3.064,1.478,1.586,0.24,0.117,0.123,0.72,1.686,0.825,0.412,1.309,0.398,0.911,2.801
27,195.919,2.577,3.327,1.59,1.737,0.263,0.112,0.151,0.773,1.804,0.885,0.442,1.45,0.438,1.012,2.928
28,195.746,2.681,3.562,1.696,1.866,0.235,0.106,0.129,0.753,1.928,0.968,0.479,1.555,0.476,1.079,3.034
29,195.491,2.824,3.857,1.827,2.03,0.295,0.131,0.164,0.814,2.01,1.004,0.505,1.693,0.518,1.175,3.125
30,195.144,2.991,4.174,1.964,2.21,0.317,0.137,0.18,0.865,2.126,1.093,0.523,1.833,0.558,1.275,3.243
31,194.849,3.128,4.47,2.098,2.372,0.296,0.134,0.162,0.913,2.215,1.128,0.567,1.984,0.622,1.362,3.36
32,194.581,3.257,4.786,2.235,2.551,0.316,0.137,0.179,0.915,2.342,1.194,0.582,2.152,0.683,1.469,3.462
33,194.249,3.415,5.122,2.387,2.735,0.336,0.152,0.184,0.949,2.466,1.234,0.613,2.323,0.74,1.583,3.567
34,193.845,3.59,5.496,2.554,2.942,0.374,0.167,0.207,1.005,2.585,1.292,0.663,2.527,0.832,1.695,3.673
35,193.509,3.756,5.863,2.708,3.155,0.367,0.154,0.213,1.063,2.693,1.347,0.706,2.725,0.917,1.808,3.77
36,193.162,3.869,6.231,2.863,3.368,0.368,0.155,0.213,1.068,2.801,1.394,0.726,2.953,1.011,1.942,3.892
37,192.737,4.076,6.657,3.042,3.615,0.426,0.179,0.247,1.16,2.916,1.458,0.751,3.157,1.084,2.073,4.012
38,192.301,4.254,7.075,3.238,3.837,0.418,0.196,0.222,1.212,3.042,1.563,0.76,3.4,1.186,2.214,4.131
39,191.96,4.409,7.47,3.409,4.061,0.395,0.171,0.224,1.222,3.187,1.647,0.781,3.626,1.289,2.337,4.238
40,191.543,4.56,7.89,3.601,4.289,0.42,0.192,0.228,1.214,3.346,1.704,0.818,3.875,1.397,2.478,4.36
41,191.058,4.804,8.389,3.831,4.558,0.499,0.23,0.269,1.296,3.508,1.797,0.866,4.111,1.484,2.627,4.47
42,190.58,4.991,8.897,4.048,4.849,0.508,0.217,0.291,1.405,3.586,1.884,0.886,4.411,1.596,2.815,4.57
43,190.113,5.175,9.385,4.257,5.128,0.488,0.209,0.279,1.488,3.687,1.953,0.925,4.704,1.719,2.985,4.679
44,189.638,5.342,9.869,4.466,5.403,0.484,0.209,0.275,1.485,3.857,2.005,0.953,5.007,1.85,3.157,4.786
45,189.085,5.584,10.435,4.691,5.744,0.566,0.225,0.341,1.553,4.031,2.056,0.989,5.306,1.957,3.349,4.896
46,188.635,5.717,10.933,4.93,6.003,0.498,0.239,0.259,1.544,4.173,2.115,1.053,5.65,2.101,3.549,4.997
47,188.022,5.978,11.532,5.201,6.331,0.599,0.271,0.328,1.631,4.347,2.215,1.11,5.977,2.219,3.758,5.117
48,187.459,6.174,12.109,5.463,6.646,0.577,0.262,0.315,1.688,4.486,2.29,1.158,6.332,2.368,3.964,5.236
49,186.894,6.361,12.695,5.738,6.957,0.586,0.275,0.311,1.713,4.648,2.368,1.198,6.703,2.498,4.205,5.363
50,186.395,6.481,13.251,5.995,7.256,0.556,0.257,0.299,1.691,4.79,2.438,1.215,7.107,2.661,4.446,5.488
51,185.791,6.679,13.853,6.255,7.598,0.602,0.26,0.342,1.725,4.954,2.541,1.262,7.493,2.815,4.678,5.616
52,185.221,6.868,14.473,6.517,7.956,0.62,0.262,0.358,1.763,5.105,2.625,1.331,7.876,2.973,4.903,5.739
53,184.602,7.129,15.127,6.844,8.283,0.654,0.327,0.327,1.839,5.29,2.766,1.364,8.255,3.131,5.124,5.859
54,183.946,7.306,15.792,7.137,8.655,0.665,0.293,0.372,1.931,5.375,2.852,1.371,8.723,3.321,5.402,5.98
55,183.381,7.409,16.387,7.395,8.992,0.595,0.258,0.337,1.862,5.547,2.914,1.4,9.188,3.515,5.673,6.096
56,182.755,7.53,17.015,7.648,9.367,0.628,0.253,0.375,1.854,5.676,2.971,1.403,9.666,3.7,5.966,6.233
57,182.119,7.704,17.719,7.977,9.742,0.704,0.329,0.375,1.919,5.785,3.083,1.422,10.159,3.889,6.27,6.359
58,181.517,7.814,18.356,8.241,10.115,0.637,0.264,0.373,1.937,5.877,3.127,1.488,10.653,4.094,6.559,6.473
59,180.856,7.935,19.052,8.558,10.494,0.696,0.317,0.379,2.007,5.928,3.177,1.507,11.191,4.313,6.878,6.593
60,180.23,8.029,19.726,8.872,10.854,0.674,0.314,0.36,2.013,6.016,3.222,1.505,11.742,4.539,7.203,6.718
61,179.557,8.163,20.422,9.202,11.22,0.696,0.33,0.366,2.047,6.116,3.247,1.542,12.279,4.77,7.509,6.847
62,178.859,8.3,21.14,9.494,11.646,0.718,0.292,0.426,2.066,6.234,3.288,1.581,12.827,4.993,7.834,6.98
63,178.222,8.413,21.819,9.775,12.044,0.679,0.281,0.398,2.068,6.345,3.342,1.623,13.367,5.227,8.14,7.1
64,177.656,8.459,22.453,10.063,12.39,0.634,0.288,0.346,2.015,6.444,3.415,1.662,13.915,5.455,8.46,7.211
65,176.894,8.57,23.216,10.417,12.799,0.763,0.354,0.409,2.068,6.502,3.453,1.658,14.541,5.734,8.807,7.332
66,176.204,8.664,23.941,10.759,13.182,0.725,0.342,0.383,2.097,6.567,3.526,1.64,15.147,5.973,9.174,7.461
67,175.51,8.756,24.666,11.097,13.569,0.725,0.338,0.387,2.146,6.61,3.61,1.628,15.758,6.237,9.521,7.595
68,174.828,8.864,25.402,11.416,13.986,0.736,0.319,0.417,2.202,6.662,3.648,1.656,16.354,6.473,9.881,7.708
69,174.138,8.937,26.11,11.759,14.351,0.708,0.343,0.365,2.164,6.773,3.674,1.675,16.952,6.712,10.24,7.838
70,173.442,8.993,26.848,12.101,14.747,0.738,0.342,0.396,2.14,6.853,3.671,1.673,17.591,6.975,10.616,7.976
71,172.788,9.059,27.58,12.418,15.162,0.732,0.317,0.415,2.15,6.909,3.776,1.65,18.22,7.232,10.988,8.093
72,172.075,9.093,28.318,12.758,15.56,0.738,0.34,0.398,2.199,6.894,3.79,1.692,18.889,7.512,11.377,8.216
73,171.368,9.133,29.058,13.095,15.963,0.74,0.337,0.403,2.178,6.955,3.782,1.723,19.545,7.797,11.748,8.361
74,170.717,9.169,29.765,13.449,16.316,0.707,0.354,0.353,2.15,7.019,3.803,1.72,20.184,8.059,12.125,8.495
75,170.094,9.142,30.438,13.766,16.672,0.673,0.317,0.356,2.106,7.036,3.804,1.782,20.85,8.328,12.522,8.612
76,169.403,9.163,31.153,14.091,17.062,0.715,0.325,0.39,2.088,7.075,3.861,1.766,21.511,8.606,12.905,8.74
77,168.789,9.149,31.82,14.396,17.424,0.667,0.305,0.362,2.048,7.101,3.887,1.776,22.159,8.863,13.296,8.854
78,168.139,9.155,32.509,14.73,17.779,0.689,0.334,0.355,2.035,7.12,3.925,1.789,22.809,9.122,13.687,8.987
79,167.477,9.113,33.205,15.047,18.158,0.696,0.317,0.379,2.061,7.052,3.892,1.789,23.51,9.448,14.062,9.119
80,166.856,9.017,33.886,15.369,18.517,0.681,0.322,0.359,2.061,6.956,3.852,1.759,24.238,9.77,14.468,9.253
81,166.267,8.938,34.519,15.632,18.887,0.633,0.263,0.37,2.022,6.916,3.801,1.761,24.921,10.046,14.875,9.394
82,165.664,8.9,35.176,15.935,19.241,0.657,0.303,0.354,1.954,6.946,3.786,1.763,25.58,10.34,15.24,9.52
83,165.029,8.806,35.848,16.229,19.619,0.672,0.294,0.378,1.97,6.836,3.736,1.723,26.307,10.641,15.666,9.656
84,164.484,8.66,36.445,16.486,19.959,0.597,0.257,0.34,1.888,6.772,3.72,1.721,27.008,10.941,16.067,9.79
85,163.877,8.623,37.123,16.783,20.34,0.678,0.297,0.381,1.897,6.726,3.661,1.72,27.682,11.223,16.459,9.913
86,163.31,8.5,37.73,17.037,20.693,0.607,0.254,0.353,1.846,6.654,3.612,1.718,28.37,11.52,16.85,10.042
87,162.744,8.4,38.329,17.325,21.004,0.599,0.288,0.311,1.808,6.592,3.564,1.733,29.036,11.806,17.23,10.185
88,162.155,8.346,38.976,17.621,21.355,0.647,0.296,0.351,1.832,6.514,3.525,1.729,29.693,12.1,17.593,10.334
89,161.586,8.289,39.594,17.919,21.675,0.618,0.298,0.32,1.836,6.453,3.499,1.718,30.33,12.376,17.954,10.481
90,161.037,8.231,40.202,18.22,21.982,0.608,0.301,0.307,1.848,6.383,3.469,1.704,30.966,12.659,18.307,10.605
91,160.5,8.151,40.78,18.499,22.281,0.578,0.279,0.299,1.819,6.332,3.446,1.685,31.602,12.927,18.675,10.717
92,159.975,8.011,41.359,18.778,22.581,0.579,0.279,0.3,1.798,6.213,3.34,1.669,32.284,13.224,19.06,10.837
93,159.47,7.89,41.9,19.042,22.858,0.541,0.264,0.277,1.736,6.154,3.326,1.625,32.911,13.483,19.428,10.954
94,158.906,7.82,42.51,19.366,23.144,0.61,0.324,0.286,1.722,6.098,3.281,1.592,33.554,13.758,19.796,11.082
95,158.371,7.72,43.076,19.634,23.442,0.566,0.268,0.298,1.725,5.995,3.253,1.556,34.189,14.031,20.158,11.221
96,157.87,7.591,43.625,19.885,23.74,0.549,0.251,0.298,1.677,5.914,3.229,1.528,34.825,14.296,20.529,11.363
97,157.387,7.499,44.17,20.133,24.037,0.545,0.248,0.297,1.676,5.823,3.202,1.483,35.434,14.537,20.897,11.484
98,156.904,7.384,44.683,20.363,24.32,0.513,0.23,0.283,1.606,5.778,3.174,1.476,36.028,14.779,21.249,11.615
99,156.471,7.291,45.2,20.591,24.609,0.517,0.228,0.289,1.539,5.752,3.132,1.455,36.599,15.014,21.585,11.723
100,156.011,7.157,45.67,20.811,24.859,0.47,0.22,0.25,1.498,5.659,3.129,1.436,37.167,15.248,21.919,11.86
101,155.557,7.045,46.166,21.047,25.119,0.496,0.236,0.26,1.462,5.583,3.119,1.425,37.741,15.504,22.237,12.009
102,155.157,6.939,46.646,21.271,25.375,0.48,0.224,0.256,1.444,5.495,3.07,1.398,38.309,15.761,22.548,12.113
103,154.744,6.783,47.078,21.475,25.603,0.432,0.204,0.228,1.36,5.423,3.044,1.365,38.868,16.026,22.842,12.236
104,154.351,6.598,47.515,21.679,25.836,0.437,0.204,0.233,1.342,5.256,2.946,1.34,39.453,16.296,23.157,12.362
105,153.954,6.448,47.94,21.881,26.059,0.425,0.202,0.223,1.276,5.172,2.901,1.325,39.989,16.527,23.462,12.508
106,153.594,6.307,48.385,22.099,26.286,0.445,0.218,0.227,1.296,5.011,2.82,1.277,40.552,16.785,23.767,12.627
107,153.178,6.187,48.827,22.305,26.522,0.442,0.206,0.236,1.3,4.887,2.77,1.258,41.075,17.025,24.05,12.77
