Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,197.366,2.524,3.619,0.0,3.619,3.619,0.0,3.619,2.524,0.0,0.0,0.0,0.0,0.0,0.0,0.11
1,197.387,2.514,3.619,0.0,3.619,0.0,0.0,0.0,2.514,0.0,0.0,0.0,0.0,0.0,0.0,0.209
2,197.396,2.497,3.619,0.0,3.619,0.0,0.0,0.0,1.615,0.882,0.0,0.0,0.0,0.0,0.0,0.316
3,197.192,2.679,3.776,0.099,3.677,0.157,0.099,0.058,0.912,1.767,0.0,0.0,0.0,0.0,0.0,0.445
4,196.888,3.016,4.139,0.324,3.815,0.363,0.225,0.138,0.505,2.511,0.447,0.308,0.0,0.0,0.0,0.541
5,196.376,3.53,4.634,0.618,4.016,0.495,0.294,0.201,0.954,2.576,1.065,0.699,0.0,0.0,0.0,0.635
6,195.882,4.014,5.152,0.928,4.224,0.518,0.31,0.208,1.269,2.745,1.534,0.996,0.0,0.0,0.0,0.739
7,195.366,4.533,5.693,1.254,4.439,0.541,0.326,0.215,1.495,3.038,1.579,1.006,0.0,0.0,0.0,0.84
8,194.919,4.995,6.201,1.561,4.64,0.508,0.307,0.201,1.537,3.458,1.672,1.048,0.0,0.0,0.0,0.926
9,194.325,5.566,6.805,1.882,4.923,0.604,0.321,0.283,1.633,3.933,1.876,1.128,0.0,0.0,0.0,1.035
10,193.64,6.26,7.501,2.236,5.265,0.696,0.354,0.342,1.778,4.482,2.199,1.289,0.0,0.0,0.0,1.135
11,193.06,6.844,8.21,2.593,5.617,0.709,0.357,0.352,1.92,4.924,2.515,1.398,0.0,0.0,0.0,1.231
12,192.167,6.862,9.051,2.983,6.068,0.841,0.39,0.451,2.153,4.709,2.414,1.193,0.852,0.0,0.852,1.35
13,191.539,6.618,9.79,3.302,6.488,0.739,0.319,0.42,2.233,4.385,2.212,0.994,1.717,0.0,1.717,1.47
14,190.938,6.42,10.448,3.547,6.901,0.658,0.245,0.413,2.141,4.279,2.107,0.874,2.414,0.0,2.414,1.588
15,190.417,6.898,11.038,3.749,7.289,0.59,0.202,0.388,1.968,4.93,2.491,1.032,2.465,0.024,2.441,1.708
16,189.787,7.397,11.716,3.985,7.731,0.678,0.236,0.442,1.866,5.531,2.862,1.213,2.612,0.119,2.493,1.833
17,189.131,7.726,12.452,4.258,8.194,0.736,0.273,0.463,1.916,5.81,3.152,1.328,2.888,0.281,2.607,1.975
18,188.367,8.123,13.295,4.575,8.72,0.843,0.317,0.526,2.182,5.941,3.308,1.407,3.291,0.507,2.784,2.115
19,187.542,8.425,14.169,4.931,9.238,0.874,0.356,0.518,2.292,6.133,3.416,1.482,3.759,0.789,2.97,2.261
20,186.81,8.719,15.025,5.275,9.75,0.856,0.344,0.512,2.54,6.179,3.384,1.513,4.225,1.076,3.149,2.387
21,185.975,9.076,15.91,5.64,10.27,0.885,0.365,0.52,2.57,6.506,3.472,1.606,4.696,1.36,3.336,2.519
22,185.098,9.424,16.901,6.063,10.838,0.991,0.423,0.568,2.704,6.72,3.482,1.642,5.256,1.668,3.588,2.655
23,184.228,9.703,17.871,6.482,11.389,0.97,0.419,0.551,2.771,6.932,3.667,1.66,5.859,1.957,3.902,2.769
24,183.262,9.991,18.883,6.921,11.962,1.012,0.439,0.573,2.871,7.12,3.679,1.764,6.505,2.264,4.241,2.895
25,182.288,10.355,19.943,7.398,12.545,1.06,0.477,0.583,3.004,7.351,3.775,1.787,7.203,2.585,4.618,3.019
26,181.223,10.593,20.987,7.885,13.102,1.044,0.487,0.557,3.043,7.55,3.841,1.826,7.931,2.877,5.054,3.159
27,180.369,10.969,22.062,8.353,13.709,1.075,0.468,0.607,3.129,7.84,4.041,1.94,8.539,3.115,5.424,3.283
28,179.27,11.444,23.166,8.836,14.33,1.104,0.483,0.621,3.149,8.295,4.322,2.014,9.115,3.305,5.81,3.404
29,178.116,12.009,24.344,9.33,15.014,1.178,0.494,0.684,3.287,8.722,4.527,2.121,9.74,3.523,6.217,3.542
30,177.035,12.432,25.48,9.81,15.67,1.136,0.48,0.656,3.353,9.079,4.763,2.238,10.353,3.727,6.626,3.684
31,175.945,12.805,26.746,10.357,16.389,1.266,0.547,0.719,3.456,9.349,4.921,2.305,11.124,4.033,7.091,3.796
32,174.847,13.093,27.908,10.859,17.049,1.162,0.502,0.66,3.482,9.611,5.061,2.324,11.912,4.331,7.581,3.932
