Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,592.17,7.48,7.48,7.48,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.35
1,590.61,9.07,9.07,1.59,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.67
2,589.03,10.74,10.74,1.67,8.55,2.19,0.0,0.0,0.0,0.0,0.0,0.9
3,587.02,12.57,12.57,1.83,7.19,5.38,0.0,0.0,0.0,0.0,0.0,1.31
4,584.29,15.32,15.32,2.75,6.23,9.09,1.22,0.97,0.0,0.0,0.0,1.7
5,581.33,18.35,18.35,3.03,7.56,10.79,3.08,2.3,0.0,0.0,0.0,2.02
6,577.8,21.91,21.91,3.56,9.26,12.65,5.24,3.85,0.0,0.0,0.0,2.31
7,573.96,25.59,25.61,3.7,10.4,15.19,6.42,4.37,0.0,0.0,0.0,2.76
8,569.87,29.82,29.84,4.23,11.33,18.49,7.6,5.05,0.0,0.0,0.0,3.07
9,565.31,34.41,34.44,4.6,12.55,21.86,9.23,5.96,0.0,0.0,0.0,3.35
10,559.66,39.97,40.06,5.62,14.37,25.6,11.28,7.17,0.0,0.0,0.0,3.72
11,554.03,45.67,45.78,5.72,16.03,29.64,13.65,8.14,0.0,0.0,0.0,4.02
12,547.6,49.79,52.17,6.39,17.51,32.28,14.88,8.43,2.19,0.0,2.19,4.44
13,541.15,52.93,58.62,6.45,18.97,33.96,15.72,8.34,5.38,0.0,5.38,4.98
14,535.21,55.32,64.84,6.22,19.15,36.17,16.77,8.4,9.09,0.0,9.09,5.36
15,528.98,59.82,71.18,6.34,18.89,40.93,18.89,9.42,10.77,0.08,10.69,5.79
16,521.79,65.12,78.42,7.24,20.15,44.97,21.61,10.78,12.61,0.3,12.31,6.27
17,514.77,69.73,85.7,7.28,21.03,48.7,24.29,12.05,15.05,0.83,14.22,6.72
18,507.31,73.91,93.33,7.63,22.22,51.69,26.05,12.82,18.28,1.9,16.38,7.23
19,499.5,78.66,101.48,8.15,23.47,55.19,27.91,13.94,21.46,3.06,18.4,7.62
20,490.72,83.51,110.25,8.77,24.66,58.85,29.58,14.81,25.05,4.51,20.54,8.35
21,482.44,88.05,118.96,8.71,25.7,62.35,31.21,15.91,28.97,5.9,23.07,8.9
22,474.1,91.68,127.65,8.69,26.47,65.21,32.85,16.81,33.63,7.63,26.0,9.5
23,464.95,96.27,137.17,9.52,27.26,69.01,34.81,17.6,38.36,9.24,29.12,9.93
24,455.42,99.7,146.75,9.58,27.8,71.9,36.01,18.13,44.18,11.56,32.62,10.66
25,446.36,102.53,156.26,9.51,28.53,74.0,37.51,18.7,50.46,14.04,36.42,11.35
26,437.25,106.15,165.83,9.57,28.93,77.22,39.68,19.64,56.05,16.23,39.82,11.95
27,427.79,109.52,175.7,9.87,28.99,80.53,41.44,20.14,62.15,18.66,43.49,12.56
28,418.09,112.93,185.72,10.02,29.63,83.3,43.31,20.81,68.33,20.67,47.66,13.29
29,408.79,115.68,195.43,9.71,29.68,86.0,45.28,21.7,74.91,22.99,51.92,14.01
30,398.58,118.8,206.15,10.72,30.5,88.3,46.59,22.17,82.14,25.31,56.83,14.62
31,389.24,120.74,215.88,9.73,30.51,90.23,47.83,22.81,89.44,28.15,61.29,15.35
32,380.08,122.51,225.53,9.65,30.09,92.42,49.36,23.3,96.95,30.89,66.06,15.96
33,371.01,123.14,235.01,9.48,29.45,93.69,49.75,23.79,105.23,33.87,71.36,16.76
34,362.1,123.61,244.5,9.49,29.03,94.58,50.71,23.89,113.88,37.26,76.62,17.37
35,353.47,123.91,253.51,9.01,28.19,95.72,51.78,24.25,122.15,40.62,81.53,18.09
36,345.12,123.51,262.44,8.93,27.78,95.73,52.11,24.46,130.91,44.09,86.82,18.83
37,336.85,122.38,271.31,8.87,27.09,95.29,51.95,24.48,140.29,47.75,92.54,19.64
38,328.79,121.66,279.94,8.63,26.37,95.29,52.21,24.2,149.16,51.58,97.58,20.38
39,320.56,120.83,288.71,8.77,26.86,93.97,52.13,24.22,158.25,55.11,103.14,21.17
40,313.36,118.8,296.54,7.83,25.84,92.96,51.82,24.03,167.68,59.02,108.66,21.81
41,305.09,118.0,305.35,8.81,25.58,92.42,51.28,23.25,176.95,62.67,114.28,22.3
42,297.72,115.55,312.98,7.63,24.76,90.79,50.27,23.03,186.51,66.76,119.75,23.08
43,290.79,112.99,320.52,7.54,23.66,89.33,49.57,22.69,196.08,70.85,125.23,23.8
44,284.44,110.11,327.47,6.95,22.83,87.28,48.49,22.39,205.45,74.68,130.77,24.41
45,278.18,106.96,334.25,6.78,21.47,85.49,47.93,21.67,214.79,78.54,136.25,25.14
46,272.47,103.93,340.56,6.31,20.2,83.73,46.6,21.44,223.71,82.57,141.14,25.77
47,266.41,101.01,347.04,6.48,19.79,81.22,45.97,20.8,232.7,86.64,146.06,26.46
48,260.96,97.59,352.99,5.95,19.17,78.42,44.55,20.42,241.62,90.69,150.93,27.21
49,255.61,95.26,358.99,6.0,18.57,76.69,43.44,20.09,249.51,94.34,155.17,27.82
50,250.61,91.81,364.44,5.45,18.06,73.75,42.05,19.15,257.99,97.77,160.22,28.49
51,246.05,87.86,369.55,5.11,16.69,71.17,40.23,18.52,266.56,101.64,164.92,29.2
52,241.46,84.67,374.66,5.11,16.11,68.56,38.99,17.41,274.51,105.02,169.49,29.85
53,237.5,80.62,379.12,4.46,14.9,65.72,37.63,16.73,282.64,108.68,173.96,30.43
54,233.76,77.07,383.34,4.22,13.84,63.23,36.13,16.15,290.04,111.83,178.21,30.99
55,229.92,73.28,387.66,4.32,13.29,59.99,34.27,15.57,297.72,115.32,182.4,31.58
56,226.46,69.83,391.57,3.91,12.97,56.86,33.14,14.62,304.85,118.5,186.35,32.02
57,223.08,66.61,395.28,3.71,12.06,54.55,31.63,14.08,311.4,121.32,190.08,32.6
58,220.29,63.25,398.49,3.21,11.23,52.02,29.95,13.44,317.71,124.19,193.52,33.11
59,217.35,60.1,401.71,3.22,10.52,49.58,28.84,12.79,323.84,127.01,196.83,33.7
60,215.0,57.07,404.54,2.83,9.67,47.4,27.4,12.4,329.38,129.67,199.71,34.31
61,212.81,53.29,407.22,2.68,9.03,44.26,25.61,11.67,335.54,132.65,202.89,34.85
62,210.5,50.26,409.93,2.71,8.47,41.79,24.33,10.92,340.96,135.02,205.94,35.44
63,208.44,47.22,412.44,2.51,8.07,39.15,22.77,10.24,346.34,137.48,208.86,35.83
64,206.13,44.44,414.99,2.55,7.93,36.51,21.16,9.76,351.39,139.85,211.54,36.36
65,204.5,41.63,417.08,2.09,7.41,34.22,19.78,9.15,356.01,141.96,214.05,36.87
66,203.04,39.3,418.97,1.89,6.58,32.72,18.64,8.76,360.02,143.8,216.22,37.32
67,201.32,36.89,421.05,2.08,6.34,30.55,17.37,8.16,364.39,145.77,218.62,37.59
68,199.57,34.8,422.9,1.85,6.01,28.79,16.41,7.89,368.23,147.58,220.65,38.04
69,197.94,32.81,424.86,1.96,5.85,26.96,15.04,7.63,371.97,149.29,222.68,38.51
70,196.49,30.97,426.61,1.75,5.57,25.4,14.13,7.13,375.34,150.78,224.56,39.01
71,195.31,29.15,428.12,1.51,5.28,23.87,13.4,6.65,378.52,152.32,226.2,39.52
72,194.15,27.51,429.64,1.52,4.91,22.6,12.76,6.16,381.56,153.75,227.81,39.91
73,192.92,26.12,431.13,1.49,4.6,21.52,12.18,5.67,384.33,155.06,229.27,40.29
74,191.82,24.81,432.5,1.37,4.41,20.4,11.62,5.43,386.88,156.15,230.73,40.67
75,191.14,23.13,433.46,0.96,3.86,19.27,11.08,5.12,389.39,157.3,232.09,40.99
76,190.13,21.76,434.71,1.25,3.54,18.22,10.55,4.6,391.87,158.39,233.48,41.37
77,189.23,20.67,435.85,1.14,3.52,17.15,10.1,4.33,394.01,159.47,234.54,41.76
78,188.18,19.7,437.07,1.22,3.54,16.16,9.62,4.18,396.08,160.21,235.87,42.32
79,187.71,18.52,437.99,0.92,3.26,15.26,8.88,3.98,398.07,161.17,236.9,42.67
80,186.97,17.39,438.88,0.89,3.08,14.31,8.21,3.83,399.98,161.92,238.06,43.15
81,186.4,16.55,439.84,0.96,2.89,13.66,7.76,3.68,401.62,162.72,238.9,43.58
82,185.68,15.64,440.83,0.99,2.87,12.77,7.21,3.41,403.42,163.6,239.82,43.96
83,185.14,14.62,441.66,0.83,2.75,11.87,6.67,3.25,405.11,164.33,240.78,44.35
84,184.61,14.0,442.5,0.84,2.68,11.32,6.37,3.09,406.53,165.1,241.43,44.66
85,183.94,13.36,443.31,0.81,2.52,10.84,6.13,2.83,407.95,165.67,242.28,45.01
