Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,596.5,3.22,2.92,2.92,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.28
1,596.52,3.22,2.92,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.54
2,596.51,3.22,2.92,0.0,2.16,1.06,0.0,0.0,0.0,0.0,0.0,0.81
3,596.21,3.45,3.15,0.23,1.31,2.14,0.0,0.0,0.0,0.0,0.0,1.15
4,595.74,3.86,3.56,0.41,0.64,3.22,0.62,0.44,0.0,0.0,0.0,1.55
5,595.2,4.48,4.18,0.62,1.19,3.29,1.24,0.9,0.0,0.0,0.0,1.87
6,594.61,5.06,4.76,0.58,1.53,3.53,1.82,1.4,0.0,0.0,0.0,2.2
7,594.01,5.71,5.41,0.65,1.78,3.93,1.88,1.41,0.0,0.0,0.0,2.48
8,593.17,6.44,6.14,0.73,1.91,4.53,2.02,1.51,0.0,0.0,0.0,2.87
9,592.48,7.19,6.89,0.75,2.07,5.12,2.28,1.65,0.0,0.0,0.0,3.2
10,591.75,7.97,7.67,0.78,2.09,5.88,2.76,1.77,0.0,0.0,0.0,3.48
11,590.81,8.81,8.51,0.84,2.33,6.48,3.18,1.94,0.0,0.0,0.0,3.86
12,589.93,8.74,9.51,1.0,2.45,6.29,3.12,1.69,1.06,0.0,1.06,4.13
13,588.89,8.66,10.54,1.03,2.79,5.87,2.89,1.41,2.14,0.0,2.14,4.44
14,587.81,8.62,11.64,1.1,3.01,5.61,2.92,1.12,3.22,0.0,3.22,4.79
15,587.22,9.21,12.36,0.72,2.8,6.41,3.33,1.27,3.29,0.05,3.24,5.07
16,586.12,9.93,13.39,1.03,2.75,7.18,3.8,1.37,3.53,0.19,3.34,5.5
17,585.3,10.49,14.38,0.99,2.74,7.75,4.23,1.44,3.89,0.45,3.44,5.83
18,584.35,10.91,15.4,1.02,2.95,7.96,4.47,1.68,4.44,0.75,3.69,6.14
19,583.34,11.39,16.45,1.05,3.08,8.31,4.74,1.85,4.95,1.02,3.93,6.47
20,582.04,11.91,17.76,1.31,3.4,8.51,4.65,1.96,5.67,1.42,4.25,6.86
21,581.17,12.39,18.78,1.02,3.41,8.98,4.91,2.07,6.19,1.7,4.49,7.12
22,580.0,12.67,19.95,1.17,3.4,9.27,4.88,2.2,7.01,2.08,4.93,7.45
23,578.86,13.15,21.11,1.16,3.4,9.75,5.08,2.33,7.67,2.47,5.2,7.79
24,577.62,13.61,22.45,1.34,3.58,10.03,5.25,2.46,8.51,2.83,5.68,8.08
25,576.47,13.86,23.61,1.16,3.52,10.34,5.31,2.65,9.37,3.16,6.21,8.42
