Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,199.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,199.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3,199.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
4,199.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0
5,200.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0
6,199.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.4,0.0,0.0,0.0,0.0
7,200.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0
8,199.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.3,0.0,0.0,0.0,0.0
9,200.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0
10,199.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.4,0.0,0.0,0.0,0.0
11,200.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0
12,200.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,0.0,0.1,0.0
13,199.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.3,0.0,0.3,0.0
14,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
15,199.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
16,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
17,199.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
18,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
19,199.8,0.2,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.0
20,199.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.5,0.0
21,199.8,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.5,0.0,0.5,0.0
22,199.8,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.5,0.0
23,199.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.5,0.0
24,199.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.5,0.0
25,199.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.5,0.0
26,199.8,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.5,0.0,0.5,0.0
27,199.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.5,0.0
28,199.8,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.0,0.6,0.0
29,199.8,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.0,0.6,0.0
30,199.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.0,0.6,0.0
31,199.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.0,0.6,0.0
32,199.9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
33,199.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
34,199.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
35,199.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
36,199.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
37,199.9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
38,199.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
39,199.9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
40,199.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
41,199.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
42,199.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
43,199.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.0
