Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,597.34,2.32,2.32,2.32,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34
1,597.33,2.32,2.32,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.69
2,597.4,2.32,2.32,0.0,1.52,0.8,0.0,0.0,0.0,0.0,0.0,0.97
3,597.21,2.46,2.46,0.14,0.97,1.49,0.0,0.0,0.0,0.0,0.0,1.3
4,597.01,2.73,2.73,0.27,0.41,2.32,0.48,0.32,0.0,0.0,0.0,1.56
5,596.57,3.21,3.21,0.48,0.86,2.35,0.82,0.67,0.0,0.0,0.0,1.78
6,595.93,3.71,3.71,0.5,1.2,2.51,1.33,0.99,0.0,0.0,0.0,2.14
7,595.56,4.12,4.12,0.41,1.29,2.83,1.35,1.0,0.0,0.0,0.0,2.46
8,594.97,4.65,4.65,0.53,1.47,3.18,1.46,1.05,0.0,0.0,0.0,2.84
9,594.52,5.26,5.26,0.61,1.57,3.69,1.72,1.11,0.0,0.0,0.0,3.06
10,593.89,5.86,5.86,0.6,1.62,4.24,1.95,1.23,0.0,0.0,0.0,3.31
11,593.09,6.55,6.55,0.69,1.77,4.78,2.26,1.43,0.0,0.0,0.0,3.67
12,592.43,6.52,7.32,0.77,1.99,4.53,2.13,1.31,0.8,0.0,0.8,3.92
13,591.48,6.77,8.26,0.94,2.45,4.32,2.21,1.08,1.49,0.0,1.49,4.18
14,590.76,6.7,9.05,0.79,2.43,4.27,2.11,0.87,2.32,0.0,2.32,4.4
15,590.15,7.21,9.6,0.55,2.09,5.12,2.4,1.02,2.35,0.01,2.34,4.69
16,589.41,7.69,10.25,0.65,1.93,5.76,2.79,1.27,2.51,0.07,2.44,5.08
17,588.84,8.09,11.0,0.75,2.0,6.09,3.05,1.55,2.83,0.22,2.61,5.32
18,588.13,8.41,11.72,0.72,2.06,6.35,3.35,1.66,3.18,0.42,2.76,5.6
19,587.1,8.9,12.73,1.01,2.44,6.46,3.49,1.68,3.68,0.61,3.07,5.92
20,586.14,9.36,13.73,1.0,2.72,6.64,3.65,1.64,4.2,0.89,3.31,6.22
21,585.45,9.53,14.45,0.72,2.61,6.92,3.55,1.82,4.71,1.13,3.58,6.53
22,584.72,9.83,15.27,0.82,2.59,7.24,3.64,1.93,5.22,1.44,3.78,6.76
23,583.7,10.28,16.25,0.98,2.67,7.61,3.87,2.01,5.68,1.67,4.01,7.1
24,582.61,10.66,17.45,1.2,2.93,7.73,3.86,2.03,6.45,2.09,4.36,7.4
25,581.36,11.05,18.68,1.23,3.32,7.73,3.95,2.0,7.27,2.45,4.82,7.74
26,580.3,11.3,19.77,1.09,3.36,7.94,4.02,2.03,8.04,2.72,5.32,8.12
27,579.32,11.66,20.81,1.04,3.42,8.24,4.11,2.1,8.7,3.07,5.63,8.46
28,578.22,12.15,21.95,1.14,3.25,8.9,4.39,2.22,9.32,3.3,6.02,8.8
29,577.16,12.61,23.06,1.11,3.28,9.33,4.68,2.26,9.92,3.5,6.42,9.14
30,575.93,13.3,24.45,1.39,3.64,9.66,5.07,2.48,10.61,3.73,6.88,9.33
31,574.77,13.54,25.51,1.06,3.41,10.13,5.26,2.56,11.38,4.04,7.34,9.68
32,573.33,14.03,26.87,1.36,3.56,10.47,5.42,2.56,12.18,4.32,7.86,10.2
33,572.25,14.39,28.15,1.28,3.62,10.77,5.72,2.63,13.06,4.62,8.44,10.58
34,570.72,15.07,29.77,1.62,4.06,11.01,5.96,2.66,13.98,4.96,9.02,10.89
35,569.33,15.62,31.2,1.43,4.31,11.31,6.21,2.74,14.8,5.35,9.45,11.23
36,567.93,15.99,32.67,1.47,4.36,11.63,6.08,2.95,15.8,5.81,9.99,11.6
37,566.73,16.36,34.01,1.34,4.35,12.01,6.28,2.96,16.75,6.17,10.58,11.85
38,565.2,16.52,35.51,1.5,4.35,12.17,6.38,2.96,18.0,6.65,11.35,12.23
39,563.57,17.16,37.23,1.72,4.62,12.54,6.61,3.0,19.02,7.04,11.98,12.58
40,562.48,17.25,38.35,1.12,4.17,13.08,6.95,3.11,20.02,7.55,12.47,12.95
41,561.03,17.51,39.94,1.59,4.38,13.13,7.04,3.14,21.24,8.02,13.22,13.29
42,559.49,17.97,41.6,1.66,4.54,13.43,7.21,3.34,22.35,8.51,13.84,13.61
43,557.78,18.43,43.24,1.64,4.59,13.84,7.33,3.42,23.49,8.9,14.59,14.04
44,556.3,18.84,44.85,1.61,4.82,14.02,7.75,3.3,24.61,9.32,15.29,14.42
45,554.44,19.66,46.84,1.99,5.19,14.47,8.0,3.47,25.71,9.78,15.93,14.74
46,552.65,19.85,48.53,1.69,5.17,14.68,7.92,3.44,27.09,10.41,16.68,15.29
47,551.19,20.2,50.28,1.75,5.35,14.85,8.02,3.55,28.38,10.89,17.49,15.67
48,549.7,20.44,51.97,1.69,5.26,15.18,8.14,3.7,29.71,11.31,18.4,15.97
49,548.12,20.64,53.58,1.61,5.05,15.59,8.21,3.8,31.08,11.84,19.24,16.3
50,546.24,21.01,55.51,1.93,5.32,15.69,8.44,3.79,32.58,12.42,20.16,16.65
51,544.78,21.17,57.07,1.56,5.21,15.96,8.79,3.85,33.87,12.99,20.88,17.03
52,543.11,21.39,58.85,1.78,5.24,16.15,8.79,3.99,35.3,13.58,21.72,17.44
53,541.53,21.53,60.61,1.76,5.11,16.42,8.93,3.88,36.84,14.2,22.64,17.75
54,540.16,21.57,62.11,1.5,4.88,16.69,9.03,4.04,38.16,14.75,23.41,18.08
55,538.6,21.55,63.74,1.63,4.77,16.78,9.16,4.15,39.71,15.38,24.33,18.44
56,537.02,21.5,65.43,1.69,4.83,16.67,9.13,4.18,41.34,16.17,25.17,18.81
57,535.46,21.62,67.06,1.63,5.05,16.57,9.34,4.2,42.75,16.71,26.04,19.23
58,533.76,21.6,68.76,1.7,5.0,16.6,9.22,4.22,44.39,17.39,27.0,19.76
59,532.36,21.5,70.47,1.71,5.1,16.4,8.87,4.18,46.08,18.07,28.01,20.13
60,530.74,21.5,72.16,1.69,5.23,16.27,8.9,4.21,47.69,18.69,29.0,20.55
61,529.15,21.53,73.85,1.69,4.98,16.55,8.78,4.27,49.23,19.35,29.88,21.0
62,527.8,21.35,75.39,1.54,4.86,16.49,8.75,4.14,50.88,20.07,30.81,21.35
63,526.0,21.37,77.24,1.85,5.0,16.37,8.87,4.13,52.66,20.87,31.79,21.71
64,524.71,21.03,78.62,1.38,4.71,16.32,8.86,4.08,54.29,21.54,32.75,22.08
65,523.01,21.11,80.37,1.75,4.62,16.49,8.83,4.15,55.89,22.26,33.63,22.49
66,521.47,21.11,82.0,1.63,4.8,16.31,8.81,4.21,57.45,23.05,34.4,22.9
67,520.35,20.99,83.32,1.32,4.53,16.46,9.1,4.32,58.81,23.57,35.24,23.21
68,518.62,20.93,85.01,1.69,4.78,16.15,8.93,4.19,60.48,24.25,36.23,23.66
69,517.21,20.99,86.67,1.66,4.75,16.24,8.89,4.22,62.02,24.89,37.13,23.95
70,515.65,20.95,88.21,1.54,4.9,16.05,8.79,4.18,63.5,25.58,37.92,24.4
71,514.34,20.51,89.73,1.52,4.76,15.75,8.58,4.12,65.37,26.4,38.97,24.77
72,512.96,20.31,91.23,1.5,4.71,15.6,8.39,4.0,66.97,26.95,40.02,25.17
73,511.66,20.06,92.66,1.43,4.44,15.62,8.43,3.94,68.58,27.7,40.88,25.53
74,510.34,19.83,94.12,1.46,4.33,15.5,8.47,3.76,70.17,28.39,41.78,25.88
75,508.65,19.68,95.86,1.74,4.58,15.1,8.35,3.69,71.9,29.18,42.72,26.38
76,507.16,19.85,97.45,1.59,4.75,15.1,8.43,3.76,73.25,29.79,43.46,26.87
77,506.06,19.62,98.79,1.34,4.46,15.16,8.43,3.68,74.73,30.47,44.26,27.23
78,504.78,19.5,100.15,1.36,4.38,15.12,8.3,3.75,76.1,31.09,45.01,27.65
79,503.52,19.31,101.61,1.46,4.26,15.05,8.22,3.81,77.7,31.76,45.94,27.96
80,502.13,19.38,103.04,1.43,4.22,15.16,8.38,3.73,79.02,32.23,46.79,28.29
81,500.57,19.29,104.65,1.61,4.47,14.82,8.32,3.67,80.62,32.79,47.83,28.7
82,499.44,19.11,105.98,1.33,4.32,14.79,8.17,3.78,82.04,33.45,48.59,29.02
83,497.86,19.0,107.59,1.61,4.48,14.52,7.95,3.65,83.66,34.07,49.59,29.45
84,496.65,18.92,109.03,1.44,4.54,14.38,8.01,3.55,85.12,34.73,50.39,29.74
85,495.45,18.74,110.33,1.3,4.32,14.42,7.99,3.53,86.53,35.33,51.2,30.03
86,494.24,18.6,111.63,1.3,4.12,14.48,7.97,3.49,87.88,35.94,51.94,30.37
87,493.02,18.31,112.95,1.32,4.07,14.24,8.07,3.3,89.42,36.6,52.82,30.72
88,491.84,18.19,114.28,1.33,4.03,14.16,8.05,3.37,90.78,37.27,53.51,31.02
89,490.52,17.96,115.62,1.34,4.03,13.93,7.89,3.33,92.28,37.99,54.29,31.4
90,489.43,17.77,116.88,1.26,3.93,13.84,7.84,3.3,93.7,38.65,55.05,31.7
91,488.18,17.68,118.15,1.27,3.89,13.79,7.81,3.31,95.01,39.2,55.81,32.04
92,486.9,17.55,119.48,1.33,3.9,13.65,7.7,3.32,96.41,39.92,56.49,32.41
93,485.64,17.34,120.71,1.23,3.97,13.37,7.57,3.32,97.79,40.56,57.23,32.89
94,484.68,17.19,121.91,1.2,3.78,13.41,7.48,3.38,99.08,41.06,58.02,33.23
95,483.46,16.98,123.24,1.33,3.76,13.22,7.12,3.37,100.53,41.74,58.79,33.59
96,482.15,16.89,124.67,1.43,3.85,13.04,6.97,3.39,101.99,42.39,59.6,33.93
97,480.81,16.89,126.06,1.39,3.97,12.92,6.9,3.41,103.29,42.96,60.33,34.36
98,479.56,16.88,127.46,1.4,4.21,12.67,6.86,3.38,104.63,43.52,61.11,34.77
99,478.43,16.76,128.71,1.25,4.22,12.54,6.82,3.32,105.91,44.01,61.9,35.19
100,477.39,16.7,130.01,1.3,3.95,12.75,6.58,3.36,107.17,44.54,62.63,35.49
101,476.13,16.74,131.35,1.34,3.86,12.88,6.51,3.38,108.39,45.04,63.35,35.82
102,475.08,16.59,132.51,1.16,3.81,12.78,6.82,3.33,109.63,45.55,64.08,36.17
103,474.01,16.61,133.71,1.2,3.68,12.93,7.04,3.35,110.75,46.08,64.67,36.47
104,472.94,16.47,134.91,1.2,3.6,12.87,6.98,3.28,112.01,46.63,65.38,36.78
105,471.84,16.27,136.01,1.1,3.54,12.73,6.97,3.32,113.27,47.19,66.08,37.17
106,470.89,16.1,137.17,1.16,3.52,12.58,6.96,3.28,114.52,47.76,66.76,37.45
107,469.55,16.16,138.53,1.36,3.67,12.49,6.73,3.37,115.75,48.33,67.42,37.81
108,468.42,16.22,139.76,1.23,3.73,12.49,6.74,3.37,116.87,48.79,68.08,38.16
109,467.34,16.26,141.01,1.25,3.86,12.4,6.71,3.4,118.02,49.37,68.65,38.44
110,466.28,15.88,142.17,1.16,3.72,12.16,6.38,3.36,119.51,49.99,69.52,38.7
111,465.18,15.62,143.31,1.14,3.61,12.01,6.13,3.33,120.87,50.63,70.24,39.01
112,464.03,15.54,144.48,1.17,3.64,11.9,6.2,3.31,122.04,51.05,70.99,39.45
113,463.08,15.29,145.59,1.11,3.45,11.84,6.07,3.33,123.32,51.54,71.78,39.83
114,462.03,15.17,146.75,1.16,3.47,11.7,6.02,3.25,124.53,52.09,72.44,40.18
115,461.13,14.99,147.74,0.99,3.24,11.75,6.23,3.19,125.61,52.51,73.1,40.6
116,459.98,15.03,148.95,1.21,3.38,11.65,6.2,3.17,126.74,52.96,73.78,41.05
117,458.99,15.1,150.19,1.24,3.52,11.58,6.2,3.21,127.86,53.42,74.44,41.33
118,457.74,15.22,151.47,1.28,3.65,11.57,6.15,3.18,128.98,53.95,75.03,41.66
119,456.79,15.09,152.48,1.01,3.46,11.63,6.12,3.17,130.07,54.46,75.61,42.06
120,455.83,14.99,153.67,1.19,3.45,11.54,5.99,3.15,131.32,55.0,76.32,42.32
121,454.85,14.7,154.66,0.99,3.23,11.47,5.96,3.1,132.55,55.45,77.1,42.68
122,453.76,14.75,155.86,1.2,3.25,11.5,5.96,3.15,133.64,55.95,77.69,43.07
123,452.83,14.57,156.96,1.1,3.4,11.17,5.86,3.18,134.88,56.6,78.28,43.34
124,451.74,14.59,158.11,1.15,3.62,10.97,5.92,3.17,135.94,57.09,78.85,43.7
125,450.85,14.27,159.05,0.94,3.23,11.04,5.72,3.07,137.1,57.58,79.52,44.13
126,450.09,14.13,160.0,0.95,2.98,11.15,5.62,3.0,138.12,58.14,79.98,44.52
127,448.94,14.33,161.3,1.3,3.29,11.04,5.89,2.97,139.16,58.56,80.6,44.82
128,448.14,14.14,162.19,0.89,3.16,10.98,5.95,3.02,140.21,58.99,81.22,45.11
129,447.03,14.08,163.35,1.16,3.27,10.81,5.9,2.85,141.35,59.48,81.87,45.45
130,446.17,13.88,164.33,0.98,3.26,10.62,5.87,2.72,142.49,59.91,82.58,45.79
131,445.3,13.68,165.34,1.01,3.11,10.57,5.88,2.54,143.66,60.38,83.28,46.06
132,444.34,13.41,166.28,0.94,2.98,10.43,5.78,2.42,144.77,60.88,83.89,46.48
133,443.71,13.2,167.06,0.78,2.62,10.58,5.94,2.43,145.69,61.24,84.45,46.89
134,443.01,13.11,167.91,0.85,2.47,10.64,6.05,2.45,146.58,61.59,84.99,47.28
135,442.13,12.88,168.97,1.06,2.79,10.09,5.87,2.49,147.81,62.16,85.65,47.65
136,441.32,12.54,169.8,0.83,2.79,9.75,5.72,2.48,148.92,62.57,86.35,48.1
137,440.64,12.45,170.72,0.92,2.8,9.65,5.54,2.39,149.87,63.02,86.85,48.44
138,440.04,12.08,171.4,0.68,2.6,9.48,5.27,2.42,150.86,63.52,87.34,48.83
139,439.4,11.85,172.18,0.78,2.34,9.51,5.12,2.48,151.83,64.11,87.72,49.15
140,438.7,11.64,172.95,0.77,2.38,9.26,4.93,2.57,152.76,64.54,88.22,49.49
141,437.9,11.47,173.9,0.95,2.51,8.96,4.93,2.48,153.85,64.99,88.86,49.85
