Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,196.829,3.08,2.971,0.0,2.971,2.971,0.0,2.971,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.091
1,196.844,3.063,2.971,0.0,2.971,0.0,0.0,0.0,3.063,0.0,0.0,0.0,0.0,0.0,0.0,0.184
2,196.854,3.065,2.971,0.0,2.971,0.0,0.0,0.0,2.028,1.037,0.0,0.0,0.0,0.0,0.0,0.265
3,196.615,3.298,3.186,0.125,3.061,0.215,0.125,0.09,1.297,2.001,0.0,0.0,0.0,0.0,0.0,0.352
4,196.163,3.725,3.616,0.374,3.242,0.43,0.249,0.181,0.639,3.086,0.621,0.394,0.0,0.0,0.0,0.464
5,195.648,4.249,4.176,0.711,3.465,0.56,0.337,0.223,1.114,3.135,1.186,0.766,0.0,0.0,0.0,0.567
6,194.986,4.895,4.83,1.092,3.738,0.654,0.381,0.273,1.522,3.373,1.864,1.199,0.0,0.0,0.0,0.686
7,194.369,5.526,5.449,1.44,4.009,0.619,0.348,0.271,1.719,3.807,1.939,1.222,0.0,0.0,0.0,0.791
8,193.749,6.149,6.109,1.833,4.276,0.66,0.393,0.267,1.8,4.349,2.087,1.286,0.0,0.0,0.0,0.893
9,193.057,6.854,6.817,2.22,4.597,0.708,0.387,0.321,1.927,4.927,2.386,1.4,0.0,0.0,0.0,0.982
10,192.212,7.701,7.666,2.679,4.987,0.849,0.459,0.39,2.148,5.553,2.791,1.576,0.0,0.0,0.0,1.069
11,191.275,8.615,8.62,3.147,5.473,0.954,0.468,0.486,2.422,6.193,3.178,1.748,0.0,0.0,0.0,1.179
12,190.352,8.519,9.601,3.624,5.977,0.981,0.477,0.504,2.661,5.858,2.969,1.515,1.008,0.0,1.008,1.3
13,189.529,8.332,10.492,4.016,6.476,0.891,0.392,0.499,2.66,5.672,2.783,1.332,1.986,0.0,1.986,1.424
14,188.685,8.097,11.339,4.361,6.978,0.847,0.345,0.502,2.606,5.491,2.636,1.129,2.979,0.0,2.979,1.562
15,187.98,8.738,12.111,4.637,7.474,0.772,0.276,0.496,2.505,6.233,3.135,1.342,3.052,0.052,3.0,1.709
16,187.105,9.401,13.041,4.952,8.089,0.93,0.315,0.615,2.455,6.946,3.59,1.529,3.263,0.164,3.099,1.853
17,186.113,9.994,14.039,5.312,8.727,0.998,0.36,0.638,2.644,7.35,3.884,1.701,3.637,0.376,3.261,2.003
18,185.22,10.377,15.056,5.71,9.346,1.017,0.398,0.619,2.817,7.56,4.145,1.807,4.163,0.676,3.487,2.138
19,184.274,10.827,16.133,6.128,10.005,1.077,0.418,0.659,3.021,7.806,4.243,1.92,4.692,0.992,3.7,2.265
20,183.304,11.223,17.225,6.569,10.656,1.092,0.441,0.651,3.065,8.158,4.356,2.005,5.267,1.306,3.961,2.387
21,182.07,11.79,18.417,7.092,11.325,1.192,0.523,0.669,3.185,8.605,4.503,2.056,5.887,1.643,4.244,2.539
22,180.98,12.25,19.6,7.569,12.031,1.183,0.477,0.706,3.376,8.874,4.658,2.175,6.561,2.01,4.551,2.68
23,179.813,12.613,20.824,8.099,12.725,1.224,0.53,0.694,3.471,9.142,4.77,2.274,7.371,2.418,4.953,2.801
24,178.547,13.003,22.071,8.658,13.413,1.247,0.559,0.688,3.582,9.421,4.835,2.368,8.203,2.825,5.378,2.956
25,177.353,13.404,23.406,9.257,14.149,1.335,0.599,0.736,3.713,9.691,5.007,2.402,9.041,3.192,5.849,3.091
26,176.113,13.751,24.768,9.859,14.909,1.362,0.602,0.76,3.848,9.903,5.078,2.455,9.948,3.564,6.384,3.243
27,174.984,14.15,26.06,10.448,15.612,1.292,0.589,0.703,3.86,10.29,5.305,2.569,10.73,3.864,6.866,3.371
28,173.551,14.783,27.471,11.093,16.378,1.411,0.645,0.766,3.937,10.846,5.598,2.711,11.5,4.113,7.387,3.518
29,172.21,15.342,28.888,11.704,17.184,1.417,0.611,0.806,4.054,11.288,5.834,2.843,12.3,4.396,7.904,3.666
30,170.784,15.827,30.409,12.397,18.012,1.521,0.693,0.828,4.157,11.67,6.081,2.901,13.251,4.726,8.525,3.799
31,169.252,16.316,31.981,13.031,18.95,1.572,0.634,0.938,4.396,11.92,6.213,3.014,14.25,5.075,9.175,3.945
32,167.921,16.745,33.454,13.706,19.748,1.473,0.675,0.798,4.341,12.404,6.508,3.082,15.198,5.422,9.776,4.096
33,166.462,17.205,35.033,14.385,20.648,1.579,0.679,0.9,4.477,12.728,6.651,3.162,16.239,5.861,10.378,4.244
34,165.074,17.567,36.586,15.068,21.518,1.553,0.683,0.87,4.483,13.084,6.9,3.288,17.326,6.262,11.064,4.38
35,163.484,17.979,38.173,15.769,22.404,1.587,0.701,0.886,4.543,13.436,7.102,3.336,18.442,6.71,11.732,4.529
36,161.917,18.379,39.803,16.492,23.311,1.63,0.723,0.907,4.713,13.666,7.271,3.429,19.612,7.181,12.431,4.698
37,160.361,18.788,41.472,17.235,24.237,1.669,0.743,0.926,4.756,14.032,7.462,3.521,20.771,7.671,13.1,4.857
38,158.721,19.167,43.166,17.998,25.168,1.694,0.763,0.931,4.872,14.295,7.543,3.599,22.023,8.207,13.816,5.002
39,157.238,19.447,44.803,18.726,26.077,1.637,0.728,0.909,4.82,14.627,7.77,3.633,23.27,8.743,14.527,5.159
40,155.687,19.717,46.488,19.454,27.034,1.685,0.728,0.957,4.866,14.851,7.866,3.717,24.57,9.324,15.246,5.315
41,154.238,19.891,48.077,20.137,27.94,1.589,0.683,0.906,4.797,15.094,8.058,3.825,25.837,9.867,15.97,5.511
42,152.566,20.123,49.799,20.904,28.895,1.722,0.767,0.955,4.832,15.291,8.132,3.858,27.269,10.472,16.797,5.696
43,150.987,20.334,51.47,21.664,29.806,1.671,0.76,0.911,4.889,15.445,8.237,3.937,28.634,11.014,17.62,5.894
44,149.446,20.508,53.124,22.429,30.695,1.654,0.765,0.889,4.87,15.638,8.38,3.994,30.044,11.607,18.437,6.072
45,147.834,20.665,54.793,23.213,31.58,1.669,0.784,0.885,4.892,15.773,8.423,4.047,31.479,12.187,19.292,6.26
46,146.37,20.802,56.436,23.977,32.459,1.643,0.764,0.879,4.854,15.948,8.567,4.092,32.863,12.765,20.098,6.453
47,144.919,20.8,58.059,24.775,33.284,1.623,0.798,0.825,4.769,16.031,8.571,4.123,34.359,13.364,20.995,6.646
