Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,595.4,4.28,4.2,4.2,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.32
1,595.39,4.28,4.2,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.65
2,595.43,4.28,4.2,0.0,2.48,1.8,0.0,0.0,0.0,0.0,0.0,0.94
3,595.1,4.61,4.54,0.34,1.46,3.15,0.0,0.0,0.0,0.0,0.0,1.23
4,594.26,5.37,5.3,0.76,1.09,4.28,1.06,0.74,0.0,0.0,0.0,1.6
5,593.51,6.19,6.12,0.82,1.81,4.38,1.92,1.23,0.0,0.0,0.0,1.9
6,592.79,6.92,6.85,0.73,2.13,4.79,2.64,1.64,0.0,0.0,0.0,2.19
7,592.02,7.72,7.65,0.8,2.26,5.46,2.69,1.69,0.0,0.0,0.0,2.45
8,590.91,8.81,8.74,1.09,2.64,6.17,3.02,1.77,0.0,0.0,0.0,2.73
9,589.65,10.11,10.05,1.31,3.17,6.94,3.48,1.97,0.0,0.0,0.0,2.97
10,588.31,11.27,11.24,1.19,3.47,7.8,3.96,2.17,0.0,0.0,0.0,3.39
11,587.17,12.52,12.49,1.25,3.6,8.92,4.51,2.4,0.0,0.0,0.0,3.7
12,585.94,11.96,13.76,1.27,3.61,8.35,4.08,1.89,1.8,0.0,1.8,4.0
13,584.57,11.93,15.11,1.35,3.79,8.14,3.97,1.74,3.15,0.0,3.15,4.35
14,583.4,12.01,16.39,1.28,3.81,8.2,3.99,1.79,4.28,0.0,4.28,4.66
15,582.16,13.05,17.56,1.17,3.68,9.37,4.72,2.1,4.37,0.05,4.32,5.08
16,580.91,14.02,18.97,1.41,3.79,10.23,5.21,2.42,4.75,0.3,4.45,5.4
17,579.39,14.87,20.5,1.53,4.17,10.7,5.6,2.65,5.38,0.62,4.76,5.76
18,577.92,15.58,21.92,1.42,4.09,11.49,6.08,2.76,6.01,1.03,4.98,6.25
19,576.48,16.45,23.61,1.69,4.47,11.98,6.26,2.92,6.72,1.45,5.27,6.6
20,574.87,17.37,25.36,1.75,4.85,12.52,6.63,3.22,7.51,1.95,5.56,6.85
21,572.98,18.05,27.17,1.81,5.03,13.02,6.71,3.31,8.59,2.6,5.99,7.23
22,571.2,18.63,29.01,1.84,5.25,13.38,6.94,3.19,9.8,3.13,6.67,7.6
23,569.22,19.53,31.1,2.09,5.59,13.94,7.15,3.42,10.91,3.73,7.18,7.94
24,566.91,20.68,33.54,2.44,6.27,14.41,7.39,3.52,12.14,4.32,7.82,8.22
25,564.54,21.76,35.88,2.34,6.55,15.21,7.81,3.6,13.35,4.82,8.53,8.58
26,562.32,22.89,38.32,2.44,7.1,15.79,7.95,3.9,14.58,5.31,9.27,8.81
27,560.02,24.01,40.65,2.33,6.98,17.03,8.56,4.13,15.7,5.68,10.02,9.11
28,557.46,25.17,43.27,2.62,7.15,18.02,9.03,4.09,17.1,6.14,10.96,9.42
29,554.87,26.53,45.96,2.69,7.45,19.08,9.85,4.39,18.3,6.52,11.78,9.78
30,552.33,27.78,48.59,2.63,7.68,20.1,10.32,4.99,19.61,6.98,12.63,10.13
31,549.73,28.86,51.33,2.74,7.94,20.92,10.97,5.07,21.18,7.56,13.62,10.43
