
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,593,6,6,6,6,0,0,0,0,0,0,1
1,594,6,6,0,6,0,0,0,0,0,0,1
2,594,6,6,0,3,3,0,0,0,0,0,1
3,590,9,9,3,5,4,0,0,0,0,0,2
4,590,9,9,0,3,6,1,2,0,0,0,3
5,590,10,10,1,3,7,2,2,0,0,0,3
6,589,11,11,1,3,8,4,2,0,0,0,3
7,589,11,11,0,1,10,5,2,0,0,0,3
8,586,14,14,3,4,10,6,2,0,0,0,3
9,584,16,16,2,5,11,6,4,0,0,0,3
10,584,16,16,0,5,11,6,4,0,0,0,3
11,583,16,16,0,5,11,6,5,0,0,0,4
12,582,15,18,2,3,12,5,3,3,0,3,4
13,581,15,19,1,3,12,4,3,4,0,4,4
14,581,13,19,0,2,11,5,4,6,0,6,4
15,578,15,22,3,3,12,5,4,7,1,6,4
16,577,15,23,1,4,11,5,4,8,1,7,4
17,576,14,24,1,3,11,7,2,10,3,7,4
18,575,14,25,1,3,11,6,2,10,3,7,5
19,572,16,29,4,5,11,6,2,11,4,7,6
20,572,17,30,1,6,11,6,3,11,4,7,6
21,569,20,33,3,9,11,7,4,11,4,7,6
22,568,18,34,1,7,11,5,3,14,6,8,6
23,568,18,34,0,4,14,5,3,14,6,8,7
24,567,18,35,1,4,14,5,5,15,7,8,8
25,565,19,38,3,4,15,6,5,17,8,9,8
26,562,22,41,3,7,15,7,5,17,8,9,8
27,561,20,42,1,5,15,7,5,19,8,11,9
28,560,21,44,2,5,16,7,4,20,9,11,9
29,558,21,46,2,5,16,8,4,22,9,13,9
30,556,23,48,2,7,16,10,4,22,9,13,9
31,553,26,51,3,7,19,12,4,22,9,13,9
32,551,23,52,1,5,18,11,2,25,9,16,11
33,550,23,55,3,6,17,11,2,28,9,19,11
34,547,26,58,3,6,20,11,4,28,9,19,11
35,547,23,58,0,6,17,10,4,31,9,22,11
36,546,22,58,0,3,19,11,5,31,9,22,13
37,544,22,61,3,4,18,9,4,34,11,23,14
38,541,24,65,4,7,17,10,4,36,12,24,14
39,540,24,66,1,8,16,10,5,37,13,24,14
40,539,25,67,1,5,20,10,6,37,13,24,14
41,538,23,68,1,4,19,7,6,40,15,25,14
42,534,24,71,3,6,18,11,4,42,16,26,15
