Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,593.57,6.17,6.17,6.17,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.26
1,593.56,6.17,6.17,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.53
2,593.49,6.17,6.17,0.0,4.17,2.0,0.0,0.0,0.0,0.0,0.0,0.87
3,593.09,6.59,6.59,0.42,2.45,4.14,0.0,0.0,0.0,0.0,0.0,1.19
4,592.11,7.44,7.44,0.85,1.27,6.17,1.03,0.97,0.0,0.0,0.0,1.64
5,590.81,8.8,8.8,1.36,2.52,6.28,2.31,1.83,0.0,0.0,0.0,2.03
6,589.62,10.16,10.16,1.36,3.44,6.72,3.64,2.53,0.0,0.0,0.0,2.25
7,588.2,11.43,11.44,1.28,3.78,7.65,3.73,2.55,0.0,0.0,0.0,2.62
8,587.02,12.77,12.78,1.34,3.93,8.84,4.06,2.66,0.0,0.0,0.0,2.83
9,585.39,14.28,14.3,1.52,4.11,10.17,4.73,2.91,0.0,0.0,0.0,3.16
10,583.46,16.17,16.24,1.94,4.85,11.32,5.53,3.25,0.0,0.0,0.0,3.53
11,581.6,18.08,18.17,1.93,5.29,12.79,6.39,3.71,0.0,0.0,0.0,3.85
12,579.57,18.06,20.23,2.06,5.97,12.09,6.19,3.04,2.0,0.0,2.0,4.22
13,577.58,17.85,22.21,1.98,5.92,11.93,5.87,2.66,4.14,0.0,4.14,4.65
14,575.96,17.47,23.93,1.72,5.62,11.85,5.42,2.38,6.17,0.0,6.17,5.05
15,574.19,19.22,25.85,1.92,5.73,13.49,6.61,3.05,6.27,0.08,6.19,5.37
16,572.25,20.78,27.87,2.02,5.82,14.96,7.75,3.47,6.66,0.32,6.34,5.68
17,570.09,22.06,30.1,2.23,6.16,15.9,8.36,3.74,7.52,0.84,6.68,6.01
18,568.14,22.82,32.07,1.97,6.19,16.63,8.75,4.08,8.63,1.48,7.15,6.42
19,565.94,23.74,34.34,2.27,6.47,17.27,9.17,4.18,9.9,2.25,7.65,6.84
20,563.78,24.86,36.7,2.36,6.58,18.28,9.52,4.53,10.99,2.77,8.22,7.21
