Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,196.525,3.365,2.938,0.0,2.938,2.938,0.0,2.938,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.11
1,196.527,3.365,2.938,0.0,2.938,0.0,0.0,0.0,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.218
2,196.535,3.365,2.938,0.0,2.938,0.0,0.0,0.0,2.205,1.16,0.0,0.0,0.0,0.0,0.0,0.318
3,196.296,3.612,3.186,0.152,3.034,0.248,0.152,0.096,1.317,2.295,0.0,0.0,0.0,0.0,0.0,0.41
4,195.807,4.086,3.661,0.454,3.207,0.475,0.302,0.173,0.721,3.365,0.699,0.461,0.0,0.0,0.0,0.517
5,195.193,4.71,4.286,0.822,3.464,0.625,0.368,0.257,1.244,3.466,1.388,0.907,0.0,0.0,0.0,0.614
6,194.496,5.422,4.998,1.255,3.743,0.712,0.433,0.279,1.719,3.703,2.044,1.321,0.0,0.0,0.0,0.696
7,193.737,6.169,5.747,1.715,4.032,0.749,0.46,0.289,2.01,4.159,2.117,1.349,0.0,0.0,0.0,0.79
8,192.947,6.954,6.534,2.164,4.37,0.787,0.449,0.338,2.199,4.755,2.287,1.415,0.0,0.0,0.0,0.889
9,192.141,7.762,7.345,2.604,4.741,0.811,0.44,0.371,2.313,5.449,2.618,1.537,0.0,0.0,0.0,0.986
10,191.127,8.749,8.339,3.111,5.228,0.994,0.507,0.487,2.555,6.194,3.06,1.687,0.0,0.0,0.0,1.11
11,190.147,9.727,9.34,3.611,5.729,1.001,0.5,0.501,2.782,6.945,3.525,1.898,0.0,0.0,0.0,1.236
12,189.078,9.652,10.447,4.136,6.311,1.107,0.525,0.582,3.051,6.601,3.337,1.657,1.16,0.0,1.16,1.346
13,188.045,9.541,11.494,4.614,6.88,1.047,0.478,0.569,3.118,6.423,3.207,1.399,2.295,0.0,2.295,1.465
