Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,198.675,1.229,0.0,0.0,0.0,0.0,0.0,0.0,1.229,0.0,0.0,0.0,0.0,0.0,0.0,0.096
1,198.675,1.239,0.0,0.0,0.0,0.0,0.0,0.0,1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.182
2,198.605,1.293,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.333,0.0,0.0,0.0,0.0,0.0,0.284
3,198.619,1.274,0.064,0.032,0.032,0.064,0.032,0.032,0.65,0.624,0.0,0.0,0.0,0.0,0.0,0.391
4,198.464,1.436,0.173,0.103,0.07,0.109,0.071,0.038,0.189,1.247,0.156,0.106,0.0,0.0,0.0,0.491
5,198.213,1.689,0.408,0.247,0.161,0.235,0.144,0.091,0.422,1.267,0.416,0.274,0.0,0.0,0.0,0.589
6,197.979,1.912,0.646,0.389,0.257,0.238,0.142,0.096,0.621,1.291,0.738,0.458,0.0,0.0,0.0,0.698
7,197.694,2.211,0.886,0.539,0.347,0.24,0.15,0.09,0.748,1.463,0.751,0.493,0.0,0.0,0.0,0.793
8,197.384,2.506,1.179,0.703,0.476,0.293,0.164,0.129,0.801,1.705,0.801,0.511,0.0,0.0,0.0,0.903
9,196.987,2.918,1.504,0.879,0.625,0.325,0.176,0.149,0.903,2.015,0.924,0.597,0.0,0.0,0.0,0.998
10,196.693,3.232,1.853,1.066,0.787,0.349,0.187,0.162,1.015,2.217,1.037,0.627,0.0,0.0,0.0,1.073
11,196.235,3.677,2.244,1.264,0.98,0.391,0.198,0.193,1.156,2.521,1.256,0.697,0.0,0.0,0.0,1.161
12,195.782,3.847,2.673,1.465,1.208,0.429,0.201,0.228,1.277,2.57,1.234,0.681,0.276,0.0,0.276,1.256
13,195.362,3.774,3.064,1.643,1.421,0.391,0.178,0.213,1.315,2.459,1.126,0.591,0.623,0.0,0.623,1.377
14,194.916,3.77,3.502,1.835,1.667,0.438,0.192,0.246,1.392,2.378,1.08,0.491,1.203,0.0,1.203,1.472
15,194.532,4.109,3.859,1.97,1.889,0.357,0.135,0.222,1.303,2.806,1.292,0.654,1.215,0.006,1.209,1.584
16,194.056,4.475,4.23,2.124,2.106,0.371,0.154,0.217,1.246,3.229,1.551,0.762,1.273,0.034,1.239,1.704
17,193.518,4.945,4.79,2.347,2.443,0.56,0.223,0.337,1.411,3.534,1.757,0.87,1.422,0.105,1.317,1.807
