Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,199.836,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.105
1,199.844,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.202
2,199.832,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.315
3,199.832,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.421
4,199.849,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.523
5,199.849,0.07,0.013,0.006,0.007,0.013,0.006,0.007,0.018,0.052,0.02,0.009,0.0,0.0,0.0,0.604
6,199.822,0.075,0.018,0.009,0.009,0.005,0.003,0.002,0.023,0.052,0.03,0.022,0.0,0.0,0.0,0.707
7,199.806,0.093,0.026,0.015,0.011,0.008,0.006,0.002,0.027,0.066,0.028,0.032,0.0,0.0,0.0,0.808
8,199.798,0.109,0.042,0.025,0.017,0.016,0.01,0.006,0.037,0.072,0.028,0.032,0.0,0.0,0.0,0.901
9,199.786,0.12,0.055,0.033,0.022,0.013,0.008,0.005,0.036,0.084,0.042,0.023,0.0,0.0,0.0,0.995
10,199.75,0.16,0.077,0.046,0.031,0.022,0.013,0.009,0.057,0.103,0.041,0.038,0.0,0.0,0.0,1.085
11,199.759,0.161,0.086,0.05,0.036,0.009,0.004,0.005,0.064,0.097,0.043,0.03,0.0,0.0,0.0,1.165
12,199.695,0.184,0.099,0.056,0.043,0.013,0.006,0.007,0.064,0.12,0.054,0.033,0.0,0.0,0.0,1.286
13,199.711,0.169,0.116,0.065,0.051,0.017,0.009,0.008,0.052,0.117,0.046,0.027,0.027,0.0,0.027,1.379
14,199.65,0.177,0.135,0.077,0.058,0.019,0.012,0.007,0.064,0.113,0.047,0.018,0.056,0.0,0.056,1.49
15,199.641,0.189,0.147,0.084,0.063,0.012,0.007,0.005,0.056,0.133,0.06,0.031,0.056,0.0,0.056,1.598
16,199.617,0.209,0.169,0.095,0.074,0.022,0.011,0.011,0.062,0.147,0.069,0.04,0.056,0.0,0.056,1.714
17,199.598,0.23,0.19,0.101,0.089,0.021,0.006,0.015,0.067,0.163,0.081,0.042,0.066,0.001,0.065,1.813
18,199.557,0.26,0.214,0.11,0.104,0.024,0.009,0.015,0.075,0.185,0.092,0.049,0.071,0.003,0.068,1.935
19,199.531,0.275,0.241,0.124,0.117,0.027,0.014,0.013,0.089,0.186,0.091,0.051,0.083,0.012,0.071,2.051
20,199.515,0.297,0.273,0.136,0.137,0.032,0.012,0.02,0.093,0.204,0.106,0.056,0.091,0.017,0.074,2.154
21,199.473,0.328,0.308,0.154,0.154,0.035,0.018,0.017,0.109,0.219,0.107,0.056,0.104,0.024,0.08,2.242
22,199.421,0.341,0.338,0.168,0.17,0.03,0.014,0.016,0.101,0.24,0.111,0.06,0.119,0.031,0.088,2.353
23,199.41,0.359,0.384,0.191,0.193,0.046,0.023,0.023,0.112,0.247,0.12,0.063,0.143,0.04,0.103,2.438
24,199.35,0.371,0.415,0.207,0.208,0.031,0.016,0.015,0.104,0.267,0.127,0.063,0.167,0.045,0.122,2.541
25,199.325,0.393,0.451,0.222,0.229,0.036,0.015,0.021,0.115,0.278,0.139,0.067,0.18,0.052,0.128,2.644
26,199.275,0.419,0.496,0.243,0.253,0.045,0.021,0.024,0.123,0.296,0.157,0.071,0.198,0.061,0.137,2.748
27,199.23,0.453,0.547,0.272,0.275,0.051,0.029,0.022,0.137,0.316,0.163,0.08,0.216,0.069,0.147,2.844
