Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,0.19080901657961769,0.17739985081929205,0.1759792228323755,0.1759792228323755,0.17739985081929205,0.0,0.0,0.0,0.0,0.0,0.0,0.051404515778521266
1,0.1917779650501795,0.17739985081929205,0.1759792228323755,0.0,0.17739985081929205,0.0,0.0,0.0,0.0,0.0,0.0,0.07142842712828137
2,0.1853497921621318,0.17739985081929205,0.1759792228323755,0.0,0.17494299215758974,0.0941683427043121,0.0,0.0,0.0,0.0,0.0,0.08290191356493089
3,0.1921147594748535,0.18580700316253534,0.18503616900050607,0.0468287229478799,0.13151794439151523,0.13973640408376992,0.0,0.0,0.0,0.0,0.0,0.0919156398470078
4,0.23141855036825693,0.21743221398120305,0.21759706994462227,0.07843803447642765,0.09756634624291267,0.17739985081929205,0.07903457880234857,0.05551412596644373,0.0,0.0,0.0,0.10736043324364256
5,0.2949062511539845,0.28214725004343155,0.2805766068709798,0.11673591018736577,0.16135787441697302,0.18173962949586128,0.1062634424057455,0.0942594742444943,0.0,0.0,0.0,0.11566234381931648
6,0.3232958428749155,0.31634752658390985,0.31395811340001545,0.09241977137720123,0.17510747060769927,0.19697459201376682,0.14886438815447453,0.11393334929162786,0.0,0.0,0.0,0.1309792180292567
7,0.36217078397860414,0.3513020513932866,0.35018032872544774,0.09069874655287484,0.18395212376698414,0.22638797483858358,0.15301350042767897,0.11634153830577251,0.0,0.0,0.0,0.14048616884363968
8,0.3871405142551962,0.387694558521358,0.3879120487633215,0.1039181884897437,0.1938733315514764,0.26341003869414026,0.16048852188416982,0.11739598878078494,0.0,0.0,0.0,0.14164973160809896
9,0.4280847645695484,0.42875907387989287,0.429680407425394,0.11035296904831231,0.20424534662058186,0.3157466699681243,0.18114116377047274,0.12214827882619558,0.0,0.0,0.0,0.1494096125529824
10,0.47410095672938385,0.468593425028348,0.46988500634933983,0.10274514906585934,0.18645821694595993,0.35742485259495493,0.2100384765136179,0.13215769582455866,0.0,0.0,0.0,0.16060491709141222
11,0.571879764151928,0.5689073347703961,0.570525187786648,0.15685031145018552,0.25886114213819517,0.37607220454362617,0.24186982056678769,0.14612503294276874,0.0,0.0,0.0,0.17156145643277027
12,0.6350057662984827,0.610494087033634,0.6315565187405133,0.12608719125263995,0.2837892944357902,0.4056108997798284,0.2720962396586245,0.14802061008555872,0.0941683427043121,0.0,0.0941683427043121,0.17608537874014585
13,0.7117172290604004,0.6337470737883952,0.710136563904394,0.14004328335240218,0.2781904006070285,0.41987371838915977,0.23775889663542124,0.1341791355019118,0.13973640408376992,0.0,0.13973640408376992,0.17724034928351223
14,0.754231162485777,0.629561335175116,0.7596723110670944,0.1273823481737663,0.2822617883662561,0.4290216730651215,0.22979129749414012,0.12973944362576567,0.17739985081929205,0.0,0.17739985081929205,0.18851894848898862
15,0.8260139162865177,0.7071432069613023,0.830659954250811,0.1328590047814417,0.2774687169554234,0.498478493097554,0.27024119417717024,0.1567858991804371,0.1817312923694283,0.0238683256575942,0.17762746170430727,0.19968409394275094
16,0.9040514868684696,0.7686082134993002,0.9033741464558572,0.12519076352801461,0.2840472289652344,0.5413964360892127,0.3195245837114252,0.1535571489048881,0.19705918712996667,0.0348735088019777,0.1914748710996466,0.21406125810669763
17,0.9748576689688985,0.8138169203192938,0.9757028029046344,0.1273823481737663,0.27912380946472665,0.5998282582489253,0.338855769204587,0.17434147382349816,0.2206601665251549,0.06562827673397122,0.19974731512335756,0.22215428254374311
18,1.0871257628455067,0.883441388473897,1.0931979775785439,0.1641476300299351,0.33703400302034686,0.6066766565944051,0.35245746215148094,0.1877995923017057,0.2573446378424517,0.0960376609629385,0.21379448264181375,0.22385736800945644
19,1.174164220269727,0.9354364832212896,1.1871381426341965,0.15406610151608185,0.3364040379776627,0.6473528068724631,0.35964488658181204,0.2218744753870594,0.30966094198316163,0.12922066320051062,0.23462844041271946,0.23354103309999755
20,1.2637010738463446,0.9940814754324615,1.2833053912739272,0.15114378731672845,0.3408901004811677,0.6956255813977441,0.3390107414644598,0.24620554769779607,0.3520847005531998,0.15795409127178361,0.24729649321321875,0.23175003949963155
21,1.3427530892110648,1.050288560637533,1.3551830917338117,0.14221906562153552,0.31920988314109183,0.7887152319891617,0.3940094343330301,0.25230052626888344,0.3685680727388419,0.17354299673905518,0.2575643491234646,0.235496466764548
22,1.4415378292404655,1.1135818993072069,1.4657145670010896,0.19223302357694777,0.33942762278740835,0.8334975595754207,0.4311319374330177,0.2488336428584001,0.4186015679942835,0.19152761754595155,0.28914887291336744,0.24573945305522024
23,1.5797148444890268,1.1470489144414078,1.5803413516955087,0.18887225119833587,0.3778340718603681,0.8372942231746354,0.4640304326488106,0.2555327174687611,0.4769632474247249,0.21201057720897992,0.32814138366985607,0.24988077965382618
24,1.66940714087972,1.1963458673575273,1.6828700232494231,0.1861328948505732,0.4244675809443252,0.8528052343160001,0.4762002379951807,0.26476595344003373,0.5441061616555314,0.23022825739915267,0.3700887144532464,0.24760672630017727
25,1.8013157368541433,1.2451518101432573,1.802551502507465,0.17247749084586325,0.4138157009387565,0.8832652918334196,0.4899587696527086,0.25698131048656814,0.6148006164438988,0.2639176486188926,0.4065573623597153,0.25634572614563195
26,1.8689431464997763,1.265442390804277,1.884123996005367,0.16503443166916304,0.37747031457299846,0.9397205688260459,0.5131247116413025,0.26013982254304563,0.6723124574214288,0.2908434269326006,0.43169854802122787,0.26650752827314766
27,1.9496124971103588,1.271227435166183,1.9620685847628085,0.16012621284600484,0.3531946554613541,0.971833630854894,0.5307475193469389,0.27370263300365105,0.7486088107383934,0.31847331524831485,0.4852823816078531,0.274908616588763
28,2.071231517720798,1.345497166947083,2.088125155891444,0.18481768248080527,0.40311288741492746,1.0158660533671937,0.6011193262942428,0.2612402431603229,0.7974606161707513,0.3381410858493743,0.5181513370443119,0.27759974092498024
29,2.199517853503078,1.4052570849305386,2.2261283598991937,0.21530105771812974,0.4384822307308093,1.0355030983375504,0.6097681294698598,0.2899251035294558,0.8796257238970527,0.36777243732580844,0.5728856603179904,0.27984663909745533
30,2.3526771769603028,1.4755228486091554,2.3795159086662894,0.2115264388756979,0.5033383503663267,1.0351030788469253,0.6256923438007764,0.30273333933921903,0.9673847907287634,0.3951728940117428,0.6331538820727852,0.2815451593753243
31,2.449057538785651,1.47058842067735,2.481790450135514,0.18935296526472845,0.48871197441785064,1.0376989890711044,0.6022214767597607,0.31221593149419496,1.0745217399834075,0.4328377119065353,0.6966122930789315,0.2841450049506129
32,2.5681097871368115,1.4972702434157241,2.601650408583915,0.19561867668161612,0.4391175724384557,1.111108282824683,0.5849941724651467,0.3207692773520078,1.1679642135101589,0.45798857557098016,0.7602039864471252,0.29211005259710393
33,2.722535026348967,1.5862171504825082,2.7688883011494747,0.24171942997674564,0.47934614556990784,1.1740541002453975,0.5960094569109392,0.3389287938088579,1.2466537027360303,0.49492270593344656,0.7961593414447241,0.29775422038583393
34,2.86102969384991,1.6577446038872126,2.915603962242894,0.20171987777834163,0.5164212515872184,1.2091720182409822,0.6547294915235659,0.36528665926138537,1.3189435625575954,0.5342142346333056,0.820703689192723,0.30764665550996106
