
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,596,4,4,4,4,0,0,0,0,0,0,0
1,596,4,4,0,4,0,0,0,0,0,0,0
2,596,4,4,0,2,2,0,0,0,0,0,0
3,596,4,4,0,1,3,0,0,0,0,0,0
4,595,5,5,1,1,4,2,0,0,0,0,0
5,590,8,8,3,4,4,3,0,0,0,0,2
6,590,10,10,2,6,4,4,0,0,0,0,2
7,589,11,11,1,6,5,4,0,0,0,0,2
8,586,14,14,3,6,8,4,0,0,0,0,2
9,584,16,16,2,6,10,5,0,0,0,0,2
10,582,18,18,2,5,13,7,1,0,0,0,2
11,580,20,20,2,6,14,8,2,0,0,0,2
12,579,19,21,1,5,14,7,4,2,0,2,2
13,577,19,22,1,3,16,7,4,3,0,3,3
14,577,19,23,1,2,17,8,4,4,0,4,3
15,574,22,26,3,5,17,9,6,4,0,4,3
16,571,25,29,3,8,17,11,6,4,0,4,3
17,566,27,32,3,9,18,10,6,5,1,4,5
18,565,27,35,3,9,18,8,5,8,2,6,5
19,564,26,36,1,7,19,9,4,10,4,6,5
20,560,26,39,3,7,19,10,3,13,6,7,6
21,558,27,41,2,5,22,11,4,14,6,8,7
22,553,31,47,6,10,21,11,5,16,8,8,7
23,550,31,50,3,10,21,14,3,19,9,10,7
24,548,31,52,2,7,24,13,3,21,9,12,7
25,543,35,57,5,11,24,14,4,21,9,12,8
26,540,39,61,4,13,26,16,7,21,9,12,8
27,538,39,63,2,8,31,15,7,23,11,12,8
28,535,38,66,3,7,31,12,8,26,12,14,9
29,534,36,67,1,7,29,16,8,29,12,17,10
30,529,40,73,6,10,30,19,7,31,13,18,10
31,522,43,80,7,15,28,15,8,35,16,19,10
32,519,45,83,3,14,31,17,8,36,17,19,10
33,515,46,87,4,13,33,16,8,39,19,20,10
34,512,45,90,3,12,33,18,6,43,19,24,10
35,510,46,92,2,8,38,21,7,44,19,25,10
36,505,49,97,5,11,38,24,6,46,20,26,10
37,498,49,104,7,12,37,21,8,53,24,29,10
38,491,52,111,7,17,35,18,9,57,25,32,10
39,489,53,113,2,16,37,22,10,58,26,32,10
40,485,54,117,4,14,40,21,10,61,28,33,10
41,479,58,123,6,12,46,21,11,63,28,35,10
42,477,56,125,2,11,45,21,13,67,31,36,11
43,469,59,134,9,16,43,22,14,72,32,40,12
44,465,59,138,4,16,43,21,14,76,34,42,13
45,459,59,144,6,18,41,22,11,81,36,45,15
46,458,60,147,3,13,47,23,12,83,37,46,15
47,452,61,153,6,13,48,23,11,88,41,47,15
48,448,63,157,4,13,50,23,17,90,43,47,15
49,443,63,162,5,14,49,24,17,93,44,49,17
50,441,60,166,4,15,45,21,17,99,47,52,18
51,437,58,171,5,12,46,19,16,106,48,58,18
52,434,57,174,3,14,43,18,16,109,49,60,19
53,430,57,178,4,11,46,21,17,113,51,62,20
54,426,59,183,5,13,46,21,15,116,53,63,20
55,422,59,187,4,14,45,25,14,120,55,65,20
