
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,593,6,6,6,6,0,0,0,0,0,0,1
1,594,6,6,0,6,0,0,0,0,0,0,1
2,593,6,6,0,6,0,0,0,0,0,0,2
3,594,6,6,0,2,4,0,0,0,0,0,2
4,594,6,6,0,0,6,0,0,0,0,0,2
5,592,7,7,1,1,6,3,1,0,0,0,3
6,591,9,9,2,3,6,4,2,0,0,0,3
7,589,11,11,2,5,6,4,2,0,0,0,3
8,585,15,15,4,8,7,4,2,0,0,0,3
9,584,15,15,0,7,8,4,2,0,0,0,4
10,583,17,17,2,6,11,5,2,0,0,0,4
11,581,19,19,2,5,14,6,2,0,0,0,4
12,579,21,21,2,4,17,7,4,0,0,0,4
13,576,20,24,3,7,13,6,4,4,0,4,4
14,573,21,27,3,7,14,7,4,6,0,6,4
15,571,22,28,1,6,16,7,4,6,0,6,5
16,571,22,28,0,3,19,8,6,6,0,6,6
17,569,25,31,3,4,21,10,6,6,0,6,6
18,566,26,34,3,6,20,11,6,7,1,6,7
19,567,25,34,0,6,19,11,7,8,1,7,7
20,566,23,35,1,6,17,11,5,11,4,7,7
21,564,23,37,2,4,19,10,4,13,6,7,7
22,560,24,41,4,7,17,8,4,16,8,8,7
23,558,26,43,2,9,17,9,7,16,8,8,7
24,556,25,45,2,7,18,8,6,19,8,11,7
25,554,24,47,2,5,19,5,6,21,9,12,8
26,552,24,49,2,7,17,7,6,23,9,14,9
27,553,22,49,0,5,17,10,5,25,9,16,9
28,553,21,49,0,3,18,9,5,26,10,16,9
29,553,20,49,0,0,20,9,6,26,10,16,10
30,551,22,52,3,3,19,10,6,27,11,16,10
31,549,20,54,2,5,15,10,5,31,13,18,10
32,547,20,55,1,3,17,10,4,32,13,19,11
33,545,23,58,3,5,18,10,4,32,13,19,11
34,542,23,61,3,7,16,9,5,35,13,22,11
35,539,22,64,3,8,14,6,5,39,16,23,11
36,535,26,68,4,10,16,6,6,39,16,23,11
37,531,28,72,4,9,19,7,5,41,17,24,11
38,528,28,74,2,8,20,7,5,43,17,26,12
39,525,29,78,4,9,20,8,6,46,19,27,12
40,520,33,82,4,11,22,11,6,46,19,27,13
41,517,36,85,3,10,26,14,6,46,19,27,14
42,512,37,90,5,12,25,12,6,49,19,30,16
