Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,198.638,1.275,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.087
1,198.719,1.205,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.163
2,198.706,1.202,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.327,0.0,0.0,0.0,0.0,0.0,0.255
3,198.559,1.345,0.093,0.063,0.03,0.093,0.063,0.03,0.461,0.884,0.0,0.0,0.0,0.0,0.0,0.351
4,198.403,1.512,0.267,0.182,0.085,0.174,0.119,0.055,0.273,1.239,0.22,0.154,0.0,0.0,0.0,0.436
5,198.104,1.819,0.549,0.342,0.207,0.282,0.16,0.122,0.533,1.286,0.464,0.306,0.0,0.0,0.0,0.513
6,197.777,2.117,0.803,0.491,0.312,0.254,0.149,0.105,0.73,1.387,0.76,0.502,0.0,0.0,0.0,0.619
7,197.569,2.348,1.052,0.644,0.408,0.249,0.153,0.096,0.787,1.561,0.768,0.519,0.0,0.0,0.0,0.702
8,197.278,2.625,1.337,0.798,0.539,0.285,0.154,0.131,0.868,1.757,0.814,0.52,0.0,0.0,0.0,0.799
9,196.918,2.991,1.66,0.963,0.697,0.323,0.165,0.158,0.95,2.041,0.943,0.582,0.0,0.0,0.0,0.89
10,196.572,3.327,2.007,1.147,0.86,0.347,0.184,0.163,0.991,2.336,1.112,0.655,0.0,0.0,0.0,0.991
11,196.161,3.721,2.384,1.356,1.028,0.377,0.209,0.168,1.072,2.649,1.306,0.731,0.0,0.0,0.0,1.109
12,195.653,3.86,2.845,1.593,1.252,0.461,0.237,0.224,1.211,2.649,1.296,0.701,0.368,0.0,0.368,1.228
13,195.247,3.837,3.3,1.814,1.486,0.455,0.221,0.234,1.352,2.485,1.214,0.597,0.855,0.0,0.855,1.326
14,194.892,3.752,3.651,1.957,1.694,0.351,0.143,0.208,1.279,2.473,1.213,0.512,1.249,0.0,1.249,1.425
15,194.523,4.1,4.024,2.099,1.925,0.373,0.142,0.231,1.248,2.852,1.418,0.61,1.27,0.012,1.258,1.539
16,194.133,4.441,4.457,2.27,2.187,0.433,0.171,0.262,1.228,3.213,1.629,0.714,1.357,0.067,1.29,1.634
17,193.659,4.7,4.931,2.457,2.474,0.474,0.187,0.287,1.289,3.411,1.773,0.782,1.535,0.17,1.365,1.765
18,193.159,4.972,5.446,2.671,2.775,0.515,0.214,0.301,1.452,3.52,1.906,0.835,1.767,0.285,1.482,1.888
19,192.629,5.247,5.977,2.89,3.087,0.531,0.219,0.312,1.55,3.697,1.985,0.903,2.016,0.411,1.605,2.006
20,192.177,5.434,6.476,3.088,3.388,0.499,0.198,0.301,1.562,3.872,2.001,0.944,2.302,0.554,1.748,2.123
21,191.626,5.678,7.046,3.33,3.716,0.57,0.242,0.328,1.631,4.047,2.061,1.006,2.603,0.695,1.908,2.232
22,191.028,5.968,7.659,3.599,4.06,0.613,0.269,0.344,1.729,4.239,2.147,1.071,2.912,0.84,2.072,2.354
23,190.38,6.274,8.287,3.863,4.424,0.628,0.264,0.364,1.84,4.434,2.257,1.116,3.238,0.997,2.241,2.484
24,189.776,6.538,8.956,4.15,4.806,0.669,0.287,0.382,1.911,4.627,2.345,1.162,3.606,1.185,2.421,2.59
25,189.085,6.81,9.647,4.452,5.195,0.691,0.302,0.389,2.018,4.792,2.422,1.197,4.011,1.352,2.659,2.71
26,188.45,7.024,10.303,4.713,5.59,0.656,0.261,0.395,2.032,4.992,2.524,1.24,4.422,1.544,2.878,2.831
27,187.65,7.409,11.102,5.073,6.029,0.799,0.36,0.439,2.192,5.217,2.658,1.281,4.824,1.72,3.104,2.968
28,186.924,7.806,11.884,5.413,6.471,0.782,0.34,0.442,2.276,5.53,2.858,1.341,5.17,1.833,3.337,3.088
29,186.239,8.094,12.627,5.724,6.903,0.743,0.311,0.432,2.327,5.767,3.005,1.375,5.594,1.974,3.62,3.195
30,185.368,8.485,13.469,6.109,7.36,0.842,0.385,0.457,2.431,6.054,3.18,1.439,6.056,2.157,3.899,3.314
31,184.539,8.834,14.33,6.502,7.828,0.861,0.393,0.468,2.512,6.322,3.273,1.525,6.535,2.33,4.205,3.444
32,183.687,9.202,15.229,6.905,8.324,0.899,0.403,0.496,2.607,6.595,3.394,1.618,7.035,2.521,4.514,3.563
33,182.771,9.577,16.149,7.306,8.843,0.92,0.401,0.519,2.721,6.856,3.537,1.712,7.55,2.704,4.846,3.694
34,181.901,9.89,17.065,7.675,9.39,0.916,0.369,0.547,2.798,7.092,3.668,1.781,8.11,2.936,5.174,3.815
35,180.997,10.261,18.022,8.09,9.932,0.957,0.415,0.542,2.864,7.397,3.786,1.89,8.657,3.158,5.499,3.932
36,180.055,10.617,19.017,8.504,10.513,0.995,0.414,0.581,2.923,7.694,3.915,1.963,9.268,3.393,5.875,4.045
37,179.012,11.003,20.046,8.964,11.082,1.029,0.46,0.569,3.006,7.997,4.07,2.049,9.88,3.641,6.239,4.182
38,178.008,11.34,21.094,9.401,11.693,1.048,0.437,0.611,3.134,8.206,4.175,2.162,10.542,3.89,6.652,4.336
39,176.952,11.751,22.208,9.89,12.318,1.114,0.489,0.625,3.271,8.48,4.358,2.224,11.208,4.153,7.055,4.468
40,175.879,12.096,23.307,10.38,12.927,1.099,0.49,0.609,3.36,8.736,4.499,2.251,11.919,4.442,7.477,4.614
41,174.812,12.417,24.408,10.887,13.521,1.101,0.507,0.594,3.362,9.055,4.638,2.306,12.663,4.748,7.915,4.764
42,173.812,12.675,25.485,11.366,14.119,1.077,0.479,0.598,3.339,9.336,4.771,2.375,13.43,5.069,8.361,4.895
43,172.718,12.984,26.627,11.89,14.737,1.142,0.524,0.618,3.382,9.602,4.954,2.455,14.207,5.395,8.812,5.057
44,171.623,13.317,27.812,12.415,15.397,1.185,0.525,0.66,3.502,9.815,5.124,2.535,15.003,5.733,9.27,5.188
45,170.416,13.682,29.054,12.975,16.079,1.242,0.56,0.682,3.614,10.068,5.309,2.572,15.845,6.104,9.741,5.328
46,169.288,13.899,30.224,13.497,16.727,1.17,0.522,0.648,3.648,10.251,5.419,2.578,16.742,6.428,10.314,5.485
47,168.139,14.164,31.431,14.052,17.379,1.207,0.555,0.652,3.687,10.477,5.554,2.629,17.634,6.778,10.856,5.639
48,167.003,14.436,32.624,14.59,18.034,1.193,0.538,0.655,3.694,10.742,5.684,2.709,18.514,7.132,11.382,5.782
49,165.841,14.657,33.834,15.147,18.687,1.21,0.557,0.653,3.7,10.957,5.808,2.763,19.44,7.495,11.945,5.953
50,164.627,14.961,35.146,15.742,19.404,1.312,0.595,0.717,3.801,11.16,5.933,2.816,20.401,7.871,12.53,6.089
51,163.422,15.116,36.397,16.308,20.089,1.251,0.566,0.685,3.845,11.271,6.013,2.843,21.442,8.281,13.161,6.233
52,162.247,15.237,37.637,16.869,20.768,1.24,0.561,0.679,3.868,11.369,6.075,2.876,22.493,8.728,13.765,6.395
53,161.023,15.404,38.914,17.431,21.483,1.277,0.562,0.715,3.888,11.516,6.087,2.957,23.544,9.165,14.379,6.567
54,159.891,15.554,40.131,17.977,22.154,1.217,0.546,0.671,3.839,11.715,6.163,3.028,24.552,9.573,14.979,6.719
55,158.767,15.619,41.334,18.493,22.841,1.203,0.516,0.687,3.782,11.837,6.286,3.032,25.616,10.034,15.582,6.878
56,157.58,15.755,42.596,19.082,23.514,1.262,0.589,0.673,3.773,11.982,6.373,3.085,26.688,10.507,16.181,7.025
57,156.362,15.88,43.895,19.682,24.213,1.299,0.6,0.699,3.816,12.064,6.434,3.108,27.798,10.945,16.853,7.176
58,155.119,15.996,45.185,20.27,24.915,1.29,0.588,0.702,3.914,12.082,6.519,3.118,28.917,11.414,17.503,7.337
59,153.915,16.087,46.48,20.869,25.611,1.295,0.599,0.696,3.96,12.127,6.573,3.115,30.058,11.897,18.161,7.482
60,152.686,16.153,47.772,21.453,26.319,1.292,0.584,0.708,3.975,12.178,6.569,3.088,31.211,12.409,18.802,7.637
61,151.501,16.18,49.016,22.039,26.977,1.244,0.586,0.658,3.91,12.27,6.635,3.055,32.37,12.896,19.474,7.799
62,150.353,16.191,50.25,22.61,27.64,1.234,0.571,0.663,3.888,12.303,6.674,3.067,33.522,13.383,20.139,7.966
63,149.22,16.145,51.463,23.172,28.291,1.213,0.562,0.651,3.791,12.354,6.671,3.125,34.712,13.903,20.809,8.13
64,148.054,16.154,52.726,23.733,28.993,1.263,0.561,0.702,3.829,12.325,6.683,3.11,35.914,14.406,21.508,8.277
65,146.858,16.148,53.978,24.331,29.647,1.252,0.598,0.654,3.835,12.313,6.726,3.116,37.117,14.91,22.207,8.422
66,145.663,16.155,55.244,24.93,30.314,1.266,0.599,0.667,3.845,12.31,6.732,3.08,38.311,15.389,22.922,8.579
67,144.574,16.069,56.416,25.502,30.914,1.172,0.572,0.6,3.738,12.331,6.704,3.095,39.492,15.865,23.627,8.74
68,143.56,15.952,57.511,26.028,31.483,1.095,0.526,0.569,3.586,12.366,6.684,3.16,40.63,16.366,24.264,8.905
69,142.534,15.812,58.624,26.539,32.085,1.113,0.511,0.602,3.535,12.277,6.706,3.165,41.822,16.866,24.956,9.069
70,141.49,15.662,59.749,27.031,32.718,1.125,0.492,0.633,3.431,12.231,6.72,3.121,43.035,17.387,25.648,9.23
71,140.448,15.493,60.883,27.555,33.328,1.134,0.524,0.61,3.418,12.075,6.642,3.06,44.275,17.919,26.356,9.399
72,139.41,15.331,61.993,28.085,33.908,1.11,0.53,0.58,3.413,11.918,6.628,3.031,45.466,18.418,27.048,9.579
73,138.438,15.125,63.083,28.601,34.482,1.09,0.516,0.574,3.395,11.73,6.518,2.993,46.693,18.951,27.742,9.729
74,137.447,14.943,64.14,29.101,35.039,1.057,0.5,0.557,3.341,11.602,6.412,2.978,47.855,19.46,28.395,9.898
75,136.53,14.703,65.156,29.568,35.588,1.016,0.467,0.549,3.239,11.464,6.327,2.913,49.036,19.961,29.075,10.065
76,135.564,14.505,66.199,30.067,36.132,1.043,0.499,0.544,3.196,11.309,6.266,2.84,50.219,20.47,29.749,10.227
77,134.718,14.178,67.13,30.512,36.618,0.931,0.445,0.486,3.063,11.115,6.173,2.793,51.433,20.97,30.463,10.362
78,133.812,13.946,68.123,30.979,37.144,0.993,0.467,0.526,3.021,10.925,6.081,2.746,52.598,21.503,31.095,10.507
79,132.913,13.735,69.087,31.435,37.652,0.964,0.456,0.508,2.982,10.753,5.998,2.721,53.71,21.991,31.719,10.662
80,132.064,13.45,70.028,31.869,38.159,0.941,0.434,0.507,2.971,10.479,5.87,2.657,54.863,22.518,32.345,10.824
