Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,0.16508032939001288,0.15978204852330263,0.148541733074064,0.148541733074064,0.15978204852330263,0.0,0.0,0.0,0.0,0.0,0.0,0.04739688435398098
1,0.16666363633608763,0.15978204852330263,0.148541733074064,0.0,0.15978204852330263,0.0,0.0,0.0,0.0,0.0,0.0,0.07913675671030662
2,0.1669210180373528,0.15978204852330263,0.148541733074064,0.0,0.1525407711685203,0.09975221827360557,0.0,0.0,0.0,0.0,0.0,0.0989796428411908
3,0.18240536497514862,0.17343528470238684,0.16216963309753743,0.05340903718028676,0.11687859539114107,0.13154482279451518,0.0,0.0,0.0,0.0,0.0,0.11659738202442409
4,0.20601068914113183,0.19949431018948838,0.19021253397399468,0.07848952835000386,0.09987365756167878,0.15978204852330263,0.08299324543526895,0.07314024165597863,0.0,0.0,0.0,0.13476129288711228
5,0.23994948963429277,0.23529693254406542,0.2238415745679308,0.0897302354366417,0.13437096247164249,0.16022711154086025,0.12508986668581412,0.10588730430094637,0.0,0.0,0.0,0.14122122483335975
6,0.29759303782450314,0.28948578583761275,0.2787616917872339,0.10527021507443682,0.17837368560741157,0.17254775360093005,0.14332276211898146,0.11214618886421275,0.0,0.0,0.0,0.15020524678457858
7,0.33468061059928633,0.3327510064946947,0.32507807919907117,0.1097103624839679,0.19765033914885288,0.19356047263234444,0.14426406764028668,0.11207861598724425,0.0,0.0,0.0,0.15957962453163174
8,0.3720323652695836,0.36913220647700984,0.3642010766629119,0.08609954304833048,0.19662557351884868,0.22964839176093496,0.14344604447933612,0.1246246890921423,0.0,0.0,0.0,0.16712361601611853
9,0.41664727227590187,0.40898988651643614,0.4021407362070793,0.09977753031397177,0.2030972300364652,0.2775724493649624,0.15256725624054357,0.13234100428114265,0.0,0.0,0.0,0.17481880951893067
10,0.4600603825103347,0.4606221089708214,0.45055633399277617,0.11638928063384808,0.21586331253126292,0.31542820022146006,0.17639487383467672,0.15005386238335092,0.0,0.0,0.0,0.18217540664941242
11,0.5102940328869229,0.5038999419677993,0.4913175442551683,0.10471703092456626,0.20079639418872025,0.36498789242406604,0.2076783643769929,0.1649579070887816,0.0,0.0,0.0,0.19497733616028712
12,0.5686027531669988,0.5399438803610928,0.550724041328295,0.12148492029295595,0.2199265258391465,0.3993681878855019,0.2230980216692368,0.15787413475374118,0.09975221827360557,0.0,0.09975221827360557,0.2063903333418736
13,0.6115884270000571,0.5455976243320417,0.6032395708157579,0.11135075167680683,0.22761610423933304,0.39179849490019814,0.22400171355765938,0.14305116694258863,0.13154482279451518,0.0,0.13154482279451518,0.21273590589405839
14,0.6709077222071392,0.55931054238972,0.659908166246477,0.11759801413838981,0.23383279876394109,0.4013248262462916,0.23348696241152656,0.13046536751648738,0.15978204852330263,0.0,0.15978204852330263,0.22085920374480184
15,0.7304481812247502,0.6165159520984994,0.727282891343117,0.118964386488248,0.23098165566236042,0.4480755708267492,0.2645579503453054,0.13095993681468027,0.16022711154086025,0.027779797906341424,0.16031534580635162,0.2272785857830771
16,0.7961802750024837,0.6612896796442844,0.7929047734740785,0.12018504251546631,0.24495722157968808,0.4694408881581871,0.2907235835294447,0.14097782618109655,0.17254775360093005,0.0442559132612339,0.16399063782097228,0.2371442045198949
17,0.8617922363225714,0.7056052634999175,0.8482924024179399,0.10981619170047721,0.24766383211396398,0.5089343193518604,0.322043663518041,0.151394194142979,0.19033198004082924,0.0744271048704297,0.16666666666666669,0.249848438906955
18,0.8828437751454847,0.7275772720946462,0.8906807066576222,0.12007993970348219,0.23930876889217173,0.5474375569760251,0.3361261788091015,0.152368505985199,0.2255834186900242,0.10910100963341403,0.180557498047049,0.257893565078873
19,0.9440916750554953,0.757504542107261,0.9588945655695355,0.135030860670194,0.26234952396997546,0.580650975677778,0.34593600155479215,0.1668604933542516,0.26941575396559214,0.13638922318871166,0.19707712688030016,0.2663236430140644
