
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,594,6,6,6,6,0,0,0,0,0,0,0
1,592,6,6,0,6,0,0,0,0,0,0,2
2,591,9,9,3,7,2,0,0,0,0,0,2
3,587,11,11,2,6,5,0,0,0,0,0,4
4,583,16,16,5,8,8,1,1,0,0,0,5
5,583,17,17,1,9,8,3,2,0,0,0,5
6,579,21,21,4,10,11,5,3,0,0,0,5
7,577,23,23,2,11,12,5,3,0,0,0,5
8,575,25,25,2,7,18,8,3,0,0,0,5
9,571,28,28,3,7,21,9,3,0,0,0,6
10,568,31,32,4,10,21,11,6,0,0,0,7
11,562,37,38,6,13,24,13,7,0,0,0,8
12,553,45,48,10,19,26,12,7,2,0,2,8
13,549,46,52,4,22,24,12,7,5,0,5,8
14,547,45,54,2,13,32,13,7,8,0,8,8
15,540,52,61,7,16,36,14,7,8,0,8,8
16,533,55,67,6,18,37,18,11,11,0,11,9
17,525,63,75,8,23,40,21,12,11,0,11,10
18,518,64,82,7,20,44,19,12,17,2,15,11
19,512,67,88,6,20,47,18,13,20,3,17,12
20,503,76,98,10,26,50,24,16,21,3,18,12
21,492,84,109,11,27,57,26,17,24,4,20,12
22,487,85,114,5,21,64,27,16,28,6,22,12
23,477,93,124,10,20,73,31,20,29,7,22,13
24,463,95,138,14,32,63,29,21,40,11,29,15
25,457,99,146,8,33,66,33,24,44,13,31,15
26,452,98,150,4,25,73,33,21,48,14,34,17
27,448,101,156,6,21,80,36,22,51,15,36,17
28,430,111,174,18,28,83,40,22,59,16,43,17
29,411,124,193,19,45,79,44,22,65,17,48,17
30,403,128,201,8,41,87,48,25,69,19,50,17
31,396,125,208,7,33,92,43,22,79,23,56,17
32,394,117,210,2,20,97,46,21,89,26,63,17
33,378,121,226,16,25,96,49,21,100,29,71,18
34,366,131,238,12,31,100,56,27,102,29,73,19
35,361,131,244,6,33,98,59,29,108,31,77,19
36,348,132,257,13,33,99,54,28,120,32,88,19
37,338,132,267,10,30,102,50,26,130,39,91,19
38,326,132,278,11,32,100,50,28,141,43,98,20
39,318,138,286,8,27,111,57,32,143,43,100,22
40,311,134,295,9,22,112,58,28,155,47,108,23
41,308,121,298,3,20,101,55,28,170,53,117,25
42,300,115,307,9,19,96,54,27,185,60,125,26
43,292,112,316,9,23,89,49,25,196,63,133,27
44,287,111,322,6,21,90,55,22,202,66,136,28
45,279,116,331,9,26,90,55,23,205,68,137,29
46,276,107,335,4,20,87,51,22,218,74,144,29
47,269,100,342,7,19,81,45,18,231,77,154,30
48,261,101,350,8,21,80,46,20,238,79,159,32
49,256,95,357,7,20,75,45,16,250,84,166,33
50,254,86,360,3,17,69,42,13,262,90,172,33
51,249,85,364,4,11,74,48,10,267,93,174,34
52,247,78,367,3,10,68,42,12,277,98,179,34
53,242,79,372,5,12,67,47,13,281,100,181,34
54,237,75,377,5,14,61,45,10,289,104,185,35
55,236,73,379,2,14,59,45,9,293,106,187,35
56,231,68,384,5,12,56,38,9,302,111,191,36
57,228,62,388,4,13,49,30,9,310,114,196,38
58,228,58,390,2,13,45,31,9,315,116,199,39
59,225,53,394,4,12,41,25,9,323,120,203,40
60,222,51,398,4,10,41,22,8,329,122,207,40
61,221,42,399,1,9,33,16,9,338,125,213,41
62,220,42,401,2,7,35,20,9,340,126,214,41
63,215,45,406,5,8,37,20,9,342,126,216,41
64,210,47,411,5,11,36,22,8,345,126,219,41
65,206,49,415,4,14,35,22,10,347,127,220,41
66,206,43,415,0,9,34,20,8,353,131,222,41
67,203,43,418,3,7,36,18,8,356,131,225,41
68,202,42,419,1,4,38,19,10,358,132,226,41
69,199,39,421,2,6,33,18,11,363,136,227,42
70,200,33,421,0,3,30,16,11,369,138,231,42
71,197,34,424,3,5,29,14,11,371,139,232,42
72,197,30,424,0,4,26,13,11,375,141,234,42
73,195,27,426,2,4,23,10,10,379,143,236,43
74,193,29,429,3,5,24,10,10,380,143,237,43
75,191,30,431,2,5,25,11,10,381,144,237,44
76,190,27,433,2,7,20,11,7,386,144,242,44
77,190,22,433,0,6,16,12,3,391,147,244,44
78,188,20,435,2,5,15,9,2,395,149,246,44
79,188,20,435,0,3,17,10,2,395,149,246,44
80,188,17,435,0,1,16,10,2,398,152,246,44
81,187,17,436,1,2,15,12,1,399,152,247,44
82,186,15,436,0,1,14,12,1,400,153,247,47
83,188,14,437,1,2,12,10,1,402,154,248,47
84,187,12,437,0,2,10,9,1,404,155,249,48
85,187,12,438,1,1,11,8,1,405,155,250,49
86,188,11,438,0,1,10,7,1,405,155,250,50
87,189,10,438,0,0,10,8,1,406,156,250,50
88,185,11,441,3,3,8,7,0,408,157,251,51
89,186,9,441,0,3,6,6,0,410,158,252,51
90,186,7,441,0,2,5,4,0,412,160,252,51
91,185,8,442,1,3,5,4,0,412,160,252,51
92,185,7,442,0,1,6,4,0,413,160,253,51
93,184,7,443,1,1,6,4,0,413,160,253,52
94,185,7,443,0,1,6,4,2,413,160,253,53
95,186,5,443,0,0,5,2,2,415,161,254,53
96,186,5,443,0,0,5,2,2,415,161,254,53
97,186,4,443,0,0,4,2,2,416,161,255,54
98,187,4,443,0,0,4,2,2,416,161,255,54
99,186,5,444,1,1,4,2,2,416,161,255,54
100,185,5,445,1,2,3,1,2,417,161,256,54
101,185,5,445,0,1,4,1,2,417,161,256,54
102,185,3,445,0,0,3,1,0,419,161,258,54
103,185,3,445,0,0,3,2,0,419,161,258,54
104,185,3,445,0,0,3,3,0,419,161,258,55
