Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,592.41,7.32,7.32,7.32,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.27
1,590.87,8.79,8.79,1.47,8.79,0.0,0.0,0.0,0.0,0.0,0.0,0.61
2,589.4,10.25,10.25,1.46,7.67,2.58,0.0,0.0,0.0,0.0,0.0,0.96
3,587.52,12.18,12.18,1.93,6.85,5.33,0.0,0.0,0.0,0.0,0.0,1.26
4,585.17,14.56,14.56,2.38,5.88,8.68,1.62,0.96,0.0,0.0,0.0,1.53
5,582.23,17.4,17.4,2.84,6.89,10.51,3.3,2.03,0.0,0.0,0.0,1.9
6,579.17,20.58,20.58,3.18,8.18,12.4,5.27,3.41,0.0,0.0,0.0,2.15
7,575.28,24.43,24.43,3.85,9.69,14.74,6.37,4.14,0.0,0.0,0.0,2.44
8,570.94,28.79,28.8,4.37,11.04,17.75,7.58,4.82,0.0,0.0,0.0,2.71
9,566.34,33.4,33.41,4.61,12.49,20.91,9.04,5.69,0.0,0.0,0.0,2.97
10,561.55,38.09,38.13,4.72,13.72,24.37,10.97,6.76,0.0,0.0,0.0,3.33
11,555.74,43.84,43.93,5.8,14.99,28.85,13.15,7.71,0.0,0.0,0.0,3.75
12,549.7,47.3,50.07,6.14,16.69,30.61,13.76,7.9,2.58,0.0,2.58,4.17
13,543.76,50.57,56.1,6.03,17.73,32.84,15.15,8.26,5.33,0.0,5.33,4.51
14,537.77,53.15,62.22,6.12,18.06,35.09,16.0,8.32,8.68,0.0,8.68,4.91
15,531.32,57.8,68.8,6.58,18.79,39.01,18.32,9.06,10.5,0.11,10.39,5.29
16,524.49,62.67,75.71,6.91,19.68,42.99,20.95,10.2,12.39,0.38,12.01,5.74
17,517.18,67.81,83.19,7.48,20.87,46.94,23.62,11.03,14.57,0.92,13.65,6.18
18,509.57,72.4,90.96,7.77,22.37,50.03,25.53,11.95,17.48,1.89,15.59,6.73
19,501.69,77.26,99.07,8.11,23.16,54.1,27.21,13.33,20.52,2.91,17.61,7.27
20,493.52,82.11,107.6,8.53,24.55,57.56,29.02,14.1,23.91,4.15,19.76,7.74
21,485.45,85.72,115.83,8.23,24.58,61.14,30.81,15.0,28.19,5.68,22.51,8.41
22,476.58,90.47,125.1,9.27,25.83,64.64,32.68,15.79,32.47,7.15,25.32,8.92
23,466.9,95.23,135.04,9.94,27.48,67.75,34.72,16.79,37.25,8.89,28.36,9.57
24,458.54,98.09,143.74,8.7,27.48,70.61,36.03,17.65,42.77,11.1,31.67,10.2
25,448.64,102.58,153.99,10.25,29.26,73.32,37.62,18.55,48.23,13.27,34.96,10.82
26,439.77,105.66,163.27,9.28,28.59,77.07,39.51,19.19,53.97,15.38,38.59,11.5
