Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,593.79,5.91,5.91,5.91,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1,593.81,5.91,5.91,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.58
2,593.8,5.91,5.91,0.0,3.94,1.97,0.0,0.0,0.0,0.0,0.0,0.87
3,593.41,6.31,6.31,0.4,2.23,4.08,0.0,0.0,0.0,0.0,0.0,1.15
4,592.65,7.01,7.01,0.7,1.1,5.91,1.25,0.72,0.0,0.0,0.0,1.49
5,591.43,8.22,8.22,1.21,2.21,6.01,2.54,1.54,0.0,0.0,0.0,1.84
6,590.16,9.55,9.55,1.33,3.16,6.39,3.58,2.33,0.0,0.0,0.0,2.13
7,589.07,10.66,10.66,1.11,3.44,7.22,3.67,2.34,0.0,0.0,0.0,2.4
8,587.82,11.91,11.92,1.26,3.64,8.27,3.96,2.43,0.0,0.0,0.0,2.67
9,586.38,13.28,13.31,1.39,3.88,9.4,4.61,2.58,0.0,0.0,0.0,3.01
10,584.96,14.77,14.8,1.49,4.09,10.68,5.34,2.91,0.0,0.0,0.0,3.28
11,583.11,16.64,16.68,1.88,4.78,11.86,6.26,3.13,0.0,0.0,0.0,3.53
12,581.35,16.31,18.39,1.71,4.96,11.35,5.83,2.8,1.97,0.0,1.97,3.9
13,579.55,15.99,20.23,1.84,5.17,10.82,5.35,2.31,4.08,0.0,4.08,4.28
14,578.02,15.7,21.88,1.65,5.43,10.27,5.29,1.96,5.91,0.0,5.91,4.65
15,576.83,16.83,23.19,1.31,4.84,11.99,6.2,2.51,6.01,0.04,5.97,4.98
16,575.23,18.13,24.92,1.73,4.71,13.42,6.82,2.85,6.35,0.22,6.13,5.27
17,573.14,19.3,26.96,2.04,5.2,14.1,7.48,3.21,7.12,0.69,6.43,5.71
18,571.38,20.1,28.84,1.88,5.28,14.82,8.01,3.46,8.11,1.21,6.9,6.12
19,569.64,20.92,30.76,1.92,5.7,15.22,8.32,3.6,9.12,1.76,7.36,6.44
20,567.21,22.12,33.21,2.45,6.27,15.85,8.72,3.75,10.29,2.41,7.88,6.83
