
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,593,7,7,7,7,0,0,0,0,0,0,0
1,593,7,7,0,7,0,0,0,0,0,0,0
2,593,7,7,0,7,0,0,0,0,0,0,0
3,593,7,7,0,2,5,0,0,0,0,0,0
4,592,8,8,1,1,7,0,0,0,0,0,0
5,591,8,8,0,1,7,4,1,0,0,0,1
6,590,10,10,2,3,7,4,3,0,0,0,1
7,588,12,12,2,5,7,4,3,0,0,0,1
8,584,14,14,2,4,10,4,3,0,0,0,3
9,583,17,17,3,7,10,4,3,0,0,0,3
10,583,17,17,0,4,13,7,3,0,0,0,3
11,582,18,18,1,4,14,7,3,0,0,0,3
12,581,19,19,1,3,16,10,3,0,0,0,3
13,579,15,20,1,3,12,7,2,5,0,5,4
14,577,16,23,3,5,11,9,0,7,0,7,4
15,575,18,25,2,7,11,9,1,7,0,7,4
16,571,22,29,4,9,13,10,1,7,0,7,4
17,569,24,31,2,7,17,10,1,7,0,7,4
18,566,24,34,3,6,18,8,2,10,0,10,4
19,564,25,36,2,6,19,11,2,10,0,10,5
20,559,26,40,4,8,18,12,2,13,3,10,7
21,557,30,44,4,12,18,13,3,13,3,10,7
22,551,32,49,5,12,20,11,4,15,3,12,9
23,550,34,52,3,12,22,11,3,16,4,12,9
24,545,38,57,5,12,26,11,7,17,4,13,9
25,543,40,59,2,11,29,12,9,17,4,13,9
26,538,43,64,5,12,31,15,9,19,5,14,9
27,534,44,68,4,12,32,12,12,22,7,15,9
28,534,40,68,0,8,32,12,12,26,9,17,9
29,525,46,76,8,15,31,13,13,28,9,19,10
30,522,47,79,3,12,35,15,13,30,10,20,11
31,521,49,81,2,9,40,16,13,30,10,20,11
32,517,48,85,4,9,39,16,14,35,10,25,11
33,514,48,88,3,7,41,20,12,38,12,26,11
34,511,45,90,2,8,37,19,12,43,15,28,12
35,507,46,94,4,10,36,21,12,46,15,31,13
