Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,196.639,3.236,2.881,0.0,2.881,2.881,0.0,2.881,3.236,0.0,0.0,0.0,0.0,0.0,0.0,0.125
1,196.659,3.243,2.881,0.0,2.881,0.0,0.0,0.0,3.243,0.0,0.0,0.0,0.0,0.0,0.0,0.223
2,196.662,3.236,2.881,0.0,2.881,0.0,0.0,0.0,2.062,1.174,0.0,0.0,0.0,0.0,0.0,0.325
3,196.439,3.473,3.118,0.147,2.971,0.237,0.147,0.09,1.11,2.363,0.0,0.0,0.0,0.0,0.0,0.413
4,195.988,3.91,3.553,0.414,3.139,0.435,0.267,0.168,0.67,3.24,0.695,0.48,0.0,0.0,0.0,0.515
5,195.32,4.572,4.222,0.815,3.407,0.669,0.401,0.268,1.255,3.317,1.412,0.957,0.0,0.0,0.0,0.623
6,194.68,5.219,4.867,1.201,3.666,0.645,0.386,0.259,1.633,3.586,1.952,1.291,0.0,0.0,0.0,0.724
7,194.025,5.873,5.536,1.576,3.96,0.669,0.375,0.294,1.853,4.02,2.009,1.304,0.0,0.0,0.0,0.826
8,193.266,6.627,6.286,2.018,4.268,0.75,0.442,0.308,2.032,4.595,2.198,1.379,0.0,0.0,0.0,0.933
9,192.502,7.41,7.08,2.43,4.65,0.794,0.412,0.382,2.136,5.274,2.521,1.495,0.0,0.0,0.0,1.021
10,191.649,8.255,7.934,2.868,5.066,0.854,0.438,0.416,2.284,5.971,2.943,1.641,0.0,0.0,0.0,1.117
11,190.594,9.279,8.973,3.37,5.603,1.039,0.502,0.537,2.595,6.684,3.396,1.862,0.0,0.0,0.0,1.244
12,189.49,9.191,10.102,3.936,6.166,1.129,0.566,0.563,2.924,6.267,3.173,1.571,1.184,0.0,1.184,1.379
13,188.558,8.922,11.079,4.388,6.691,0.977,0.452,0.525,2.994,5.928,2.933,1.296,2.386,0.0,2.386,1.5
14,187.765,8.864,11.902,4.713,7.189,0.823,0.325,0.498,2.765,6.099,2.924,1.222,3.226,0.0,3.226,1.64
15,186.9,9.651,12.796,5.008,7.788,0.894,0.295,0.599,2.65,7.001,3.454,1.487,3.301,0.039,3.262,1.776
16,185.95,10.368,13.788,5.374,8.414,0.992,0.366,0.626,2.651,7.717,4.007,1.711,3.541,0.183,3.358,1.907
17,184.908,10.975,14.861,5.764,9.097,1.073,0.39,0.683,2.815,8.16,4.403,1.86,3.959,0.436,3.523,2.056
18,183.799,11.543,16.023,6.226,9.797,1.162,0.462,0.7,3.089,8.454,4.653,2.008,4.489,0.738,3.751,2.215
19,182.707,12.003,17.174,6.699,10.475,1.151,0.473,0.678,3.242,8.761,4.817,2.062,5.125,1.082,4.043,2.371
20,181.539,12.537,18.392,7.222,11.17,1.218,0.523,0.695,3.387,9.15,4.932,2.15,5.766,1.409,4.357,2.521
21,180.294,13.12,19.716,7.783,11.933,1.324,0.561,0.763,3.572,9.548,5.063,2.279,6.455,1.775,4.68,2.646
22,178.937,13.693,21.091,8.4,12.691,1.375,0.617,0.758,3.813,9.88,5.223,2.389,7.207,2.165,5.042,2.805
23,177.649,14.137,22.437,9.002,13.435,1.346,0.602,0.744,3.902,10.235,5.375,2.471,8.068,2.565,5.503,2.945
24,176.29,14.508,23.841,9.618,14.223,1.404,0.616,0.788,3.985,10.523,5.403,2.543,9.059,3.042,6.017,3.085
25,174.902,14.945,25.287,10.265,15.022,1.446,0.647,0.799,4.089,10.856,5.519,2.676,10.014,3.47,6.544,3.224
26,173.508,15.405,26.728,10.955,15.773,1.441,0.69,0.751,4.097,11.308,5.71,2.826,10.948,3.874,7.074,3.371
27,172.068,15.998,28.244,11.639,16.605,1.516,0.684,0.832,4.217,11.781,5.999,2.957,11.815,4.183,7.632,3.502
28,170.539,16.677,29.823,12.354,17.469,1.579,0.715,0.864,4.398,12.279,6.384,3.105,12.661,4.458,8.203,3.642
29,168.999,17.252,31.402,13.081,18.321,1.579,0.727,0.852,4.511,12.741,6.671,3.208,13.613,4.761,8.852,3.796
30,167.424,17.802,33.047,13.843,19.204,1.645,0.762,0.883,4.689,13.113,6.902,3.284,14.646,5.122,9.524,3.94
31,165.819,18.276,34.697,14.568,20.129,1.65,0.725,0.925,4.675,13.601,7.098,3.381,15.745,5.537,10.208,4.124
32,164.236,18.82,36.388,15.293,21.095,1.691,0.725,0.966,4.773,14.047,7.347,3.45,16.827,5.966,10.861,4.275
33,162.599,19.275,38.105,16.065,22.04,1.717,0.772,0.945,4.904,14.371,7.662,3.533,18.024,6.439,11.585,4.413
34,160.926,19.683,39.852,16.848,23.004,1.747,0.783,0.964,5.042,14.641,7.884,3.569,19.288,6.953,12.335,4.557
35,159.229,20.091,41.608,17.628,23.98,1.756,0.78,0.976,5.103,14.988,8.029,3.662,20.559,7.464,13.095,4.728
36,157.567,20.392,43.36,18.38,24.98,1.752,0.752,1.0,5.07,15.322,8.134,3.712,21.921,8.009,13.912,4.905
37,155.867,20.776,45.144,19.165,25.979,1.784,0.785,0.999,5.12,15.656,8.344,3.797,23.244,8.568,14.676,5.081
38,154.116,21.2,46.995,20.0,26.995,1.851,0.835,1.016,5.18,16.02,8.591,3.911,24.573,9.164,15.409,5.265
39,152.378,21.577,48.834,20.84,27.994,1.839,0.84,0.999,5.291,16.286,8.788,3.991,25.963,9.741,16.222,5.43
40,150.577,22.006,50.716,21.683,29.033,1.882,0.843,1.039,5.338,16.668,9.0,4.112,27.339,10.333,17.006,5.596
41,148.915,22.096,52.469,22.485,29.984,1.753,0.802,0.951,5.283,16.813,9.026,4.148,28.919,11.022,17.897,5.762
42,147.078,22.42,54.409,23.373,31.036,1.94,0.888,1.052,5.335,17.085,9.139,4.256,30.437,11.66,18.777,5.933
43,145.416,22.585,56.169,24.174,31.995,1.76,0.801,0.959,5.308,17.277,9.268,4.344,31.939,12.293,19.646,6.114
44,143.683,22.811,57.994,25.032,32.962,1.825,0.858,0.967,5.269,17.542,9.439,4.457,33.457,12.921,20.536,6.297
45,141.971,22.923,59.815,25.864,33.951,1.821,0.832,0.989,5.261,17.662,9.504,4.468,35.075,13.585,21.49,6.474
46,140.237,22.952,61.65,26.708,34.942,1.835,0.844,0.991,5.265,17.687,9.499,4.536,36.779,14.287,22.492,6.663
47,138.576,22.999,63.421,27.563,35.858,1.771,0.855,0.916,5.238,17.761,9.594,4.545,38.419,14.975,23.444,6.841
48,136.874,23.017,65.222,28.396,36.826,1.801,0.833,0.968,5.234,17.783,9.617,4.567,40.119,15.671,24.448,7.02
49,135.265,23.001,66.931,29.24,37.691,1.709,0.844,0.865,5.164,17.837,9.667,4.592,41.755,16.331,25.424,7.205
50,133.652,22.92,68.67,30.048,38.622,1.739,0.808,0.931,5.126,17.794,9.695,4.548,43.496,17.035,26.461,7.356
51,132.005,22.829,70.394,30.864,39.53,1.724,0.816,0.908,5.012,17.817,9.724,4.487,45.219,17.777,27.442,7.536
52,130.451,22.599,72.065,31.627,40.438,1.671,0.763,0.908,4.969,17.63,9.638,4.447,47.011,18.538,28.473,7.723
53,128.953,22.444,73.695,32.393,41.302,1.63,0.766,0.864,4.835,17.609,9.65,4.486,48.702,19.269,29.433,7.886
54,127.41,22.189,75.322,33.129,42.193,1.627,0.736,0.891,4.762,17.427,9.596,4.373,50.48,20.005,30.475,8.09
55,125.937,21.968,76.928,33.864,43.064,1.606,0.735,0.871,4.693,17.275,9.562,4.342,52.211,20.756,31.455,8.276
56,124.455,21.741,78.541,34.635,43.906,1.613,0.771,0.842,4.728,17.013,9.47,4.297,53.949,21.497,32.452,8.458
57,123.062,21.427,80.037,35.326,44.711,1.496,0.691,0.805,4.6,16.827,9.362,4.273,55.664,22.245,33.419,8.65
58,121.645,21.158,81.577,36.021,45.556,1.54,0.695,0.845,4.49,16.668,9.197,4.206,57.371,23.009,34.362,8.837
59,120.251,20.884,83.083,36.682,46.401,1.506,0.661,0.845,4.43,16.454,9.054,4.192,59.05,23.729,35.321,9.032
60,118.919,20.562,84.542,37.411,47.131,1.459,0.729,0.73,4.384,16.178,8.955,4.156,60.729,24.449,36.28,9.232
61,117.653,20.145,85.931,38.09,47.841,1.389,0.679,0.71,4.224,15.921,8.828,4.043,62.447,25.212,37.235,9.421
62,116.367,19.86,87.339,38.775,48.564,1.408,0.685,0.723,4.119,15.741,8.693,3.989,64.066,25.939,38.127,9.592
