Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,593.62,6.06,6.06,6.06,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.32
1,593.67,6.06,6.06,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.59
2,593.6,6.06,6.06,0.0,3.99,2.07,0.0,0.0,0.0,0.0,0.0,0.93
3,593.29,6.4,6.4,0.34,2.21,4.19,0.0,0.0,0.0,0.0,0.0,1.24
4,592.31,7.25,7.25,0.85,1.19,6.06,1.25,0.82,0.0,0.0,0.0,1.68
5,591.16,8.57,8.57,1.32,2.4,6.17,2.59,1.6,0.0,0.0,0.0,1.95
6,590.09,9.71,9.71,1.14,3.16,6.55,3.68,2.38,0.0,0.0,0.0,2.15
7,588.72,11.02,11.03,1.32,3.69,7.33,3.77,2.4,0.0,0.0,0.0,2.41
8,587.17,12.61,12.62,1.59,4.08,8.53,4.02,2.53,0.0,0.0,0.0,2.63
9,585.69,14.09,14.11,1.49,4.28,9.81,4.53,2.79,0.0,0.0,0.0,2.85
10,584.0,15.58,15.64,1.53,4.52,11.06,5.43,3.06,0.0,0.0,0.0,3.27
11,582.55,17.18,17.27,1.63,4.92,12.26,6.37,3.38,0.0,0.0,0.0,3.54
12,580.67,16.95,19.17,1.9,5.2,11.75,5.97,2.93,2.07,0.0,2.07,3.85
13,578.81,16.71,21.14,1.97,5.47,11.24,5.39,2.53,4.19,0.0,4.19,4.14
14,577.12,16.42,22.78,1.64,5.45,10.97,5.28,2.33,6.06,0.0,6.06,4.54
15,575.59,17.94,24.45,1.67,5.42,12.52,6.44,2.73,6.17,0.08,6.09,4.84
16,573.85,19.27,26.24,1.79,5.16,14.11,7.19,3.17,6.53,0.3,6.23,5.19
17,571.97,20.33,28.11,1.87,5.29,15.04,7.87,3.39,7.2,0.64,6.56,5.69
18,569.91,21.36,30.3,2.19,5.89,15.47,8.42,3.73,8.28,1.35,6.93,6.14
19,567.99,22.13,32.34,2.04,5.98,16.15,8.74,3.87,9.48,1.97,7.51,6.54
20,565.56,23.32,34.76,2.42,6.55,16.77,8.98,3.99,10.66,2.71,7.95,7.0
21,563.43,24.32,37.05,2.29,6.97,17.35,9.34,4.29,11.84,3.32,8.52,7.41
22,560.94,25.4,39.73,2.68,7.32,18.08,9.6,4.29,13.35,4.02,9.33,7.72
23,558.13,26.47,42.49,2.76,7.67,18.8,9.58,4.49,14.96,4.7,10.26,8.17
24,555.7,27.41,45.09,2.6,8.04,19.37,10.06,4.67,16.53,5.5,11.03,8.55
25,553.1,28.38,47.81,2.72,8.11,20.27,10.45,4.94,18.19,6.28,11.91,8.9
26,550.18,29.34,50.77,2.96,8.28,21.06,10.73,4.9,20.12,7.05,13.07,9.28
