Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,592.41,7.33,7.33,7.33,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.26
1,590.65,9.0,9.0,1.67,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
2,589.4,10.26,10.26,1.26,8.18,2.08,0.0,0.0,0.0,0.0,0.0,0.95
3,587.58,12.13,12.13,1.87,7.34,4.79,0.0,0.0,0.0,0.0,0.0,1.24
4,585.26,14.43,14.43,2.3,5.77,8.66,1.31,0.77,0.0,0.0,0.0,1.55
5,582.23,17.45,17.46,3.03,7.2,10.25,2.89,1.9,0.0,0.0,0.0,1.87
6,578.73,20.92,20.93,3.47,8.81,12.11,5.18,3.48,0.0,0.0,0.0,2.22
7,574.89,24.84,24.85,3.92,10.52,14.32,6.05,4.2,0.0,0.0,0.0,2.49
8,570.82,28.96,28.97,4.12,11.64,17.32,7.17,4.94,0.0,0.0,0.0,2.71
9,566.31,33.44,33.45,4.48,12.57,20.87,8.56,5.76,0.0,0.0,0.0,2.96
10,561.23,38.38,38.4,4.95,13.86,24.52,10.59,6.72,0.0,0.0,0.0,3.35
11,555.62,44.09,44.14,5.74,15.41,28.68,13.03,7.82,0.0,0.0,0.0,3.64
12,549.36,48.19,50.36,6.22,16.86,31.33,14.18,8.22,2.08,0.0,2.08,4.01
13,543.28,51.58,56.53,6.17,18.25,33.33,15.48,8.31,4.79,0.0,4.79,4.36
14,536.94,54.05,62.97,6.44,19.26,34.79,16.43,8.17,8.66,0.0,8.66,4.71
15,530.42,58.73,69.46,6.49,19.65,39.08,18.52,9.08,10.25,0.07,10.18,5.31
16,523.84,63.56,76.31,6.85,20.09,43.47,21.05,9.94,12.07,0.35,11.72,5.84
17,516.71,68.59,83.7,7.39,21.29,47.3,23.57,11.14,14.25,0.83,13.42,6.29
18,509.13,73.22,91.4,7.7,22.42,50.8,25.78,12.28,17.11,1.69,15.42,6.83
19,501.31,77.63,99.49,8.09,23.42,54.21,27.63,12.97,20.53,2.8,17.73,7.36
20,493.16,82.26,107.9,8.41,24.69,57.57,29.58,13.79,24.02,3.88,20.14,7.93
21,484.99,86.44,116.39,8.49,25.14,61.3,31.14,14.99,27.97,5.33,22.64,8.54
22,476.5,90.4,125.29,8.9,26.18,64.22,32.24,16.1,32.54,6.99,25.55,9.12
23,467.64,94.72,134.47,9.18,27.27,67.45,34.7,16.8,37.1,8.47,28.63,9.68
24,458.0,99.1,144.39,9.92,28.49,70.61,36.19,17.65,42.26,10.68,31.58,10.34
25,449.08,102.3,153.78,9.39,29.21,73.09,37.48,18.27,48.08,12.78,35.3,10.91
26,439.74,105.57,163.44,9.66,29.31,76.26,39.29,18.77,54.04,15.13,38.91,11.62
27,430.51,109.16,173.16,9.72,29.64,79.52,40.9,19.7,59.87,17.45,42.42,12.16
28,420.23,113.25,183.77,10.61,30.47,82.78,42.78,20.85,65.96,19.65,46.31,12.84
29,410.71,115.96,193.77,10.0,30.93,85.03,44.29,21.45,72.74,22.14,50.6,13.58
30,401.51,118.36,203.44,9.67,30.86,87.5,46.07,22.19,79.59,24.68,54.91,14.32
31,391.81,120.49,213.68,10.24,30.87,89.62,46.88,22.83,87.27,27.92,59.35,14.98
32,382.31,122.67,223.73,10.05,30.93,91.74,48.05,23.51,94.77,30.75,64.02,15.5
33,372.49,124.53,233.79,10.06,31.04,93.49,49.56,24.03,102.55,33.54,69.01,16.24
34,363.37,125.53,243.35,9.56,30.44,95.09,50.39,24.64,110.75,36.54,74.21,16.95
35,354.52,126.1,252.73,9.38,29.46,96.64,50.94,25.19,119.05,39.65,79.4,17.66
36,345.01,126.59,262.76,10.03,30.08,96.51,51.58,25.18,128.07,43.14,84.93,18.43
37,336.52,126.02,271.83,9.07,29.01,97.01,52.31,25.16,137.16,46.94,90.22,19.22
