Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,196.865,3.044,3.019,0.0,3.019,3.019,0.0,3.019,3.044,0.0,0.0,0.0,0.0,0.0,0.0,0.091
1,196.858,3.047,3.019,0.0,3.019,0.0,0.0,0.0,3.047,0.0,0.0,0.0,0.0,0.0,0.0,0.186
2,196.902,3.022,3.019,0.0,3.019,0.0,0.0,0.0,1.874,1.148,0.0,0.0,0.0,0.0,0.0,0.262
3,196.594,3.3,3.285,0.156,3.129,0.266,0.156,0.11,0.947,2.353,0.0,0.0,0.0,0.0,0.0,0.368
4,196.106,3.805,3.769,0.468,3.301,0.484,0.312,0.172,0.739,3.066,0.71,0.449,0.0,0.0,0.0,0.457
5,195.516,4.374,4.377,0.834,3.543,0.608,0.366,0.242,1.253,3.121,1.43,0.921,0.0,0.0,0.0,0.567
6,194.914,4.997,4.982,1.201,3.781,0.605,0.367,0.238,1.662,3.335,1.863,1.202,0.0,0.0,0.0,0.656
7,194.28,5.621,5.627,1.582,4.045,0.645,0.381,0.264,1.855,3.766,1.913,1.216,0.0,0.0,0.0,0.755
8,193.565,6.316,6.331,1.991,4.34,0.704,0.409,0.295,2.004,4.312,2.048,1.268,0.0,0.0,0.0,0.874
9,192.869,7.034,7.077,2.382,4.695,0.746,0.391,0.355,2.146,4.888,2.366,1.378,0.0,0.0,0.0,0.971
10,192.058,7.833,7.884,2.813,5.071,0.807,0.431,0.376,2.312,5.521,2.73,1.561,0.0,0.0,0.0,1.08
11,191.146,8.76,8.816,3.291,5.525,0.932,0.478,0.454,2.525,6.235,3.158,1.724,0.0,0.0,0.0,1.174
12,190.131,8.624,9.831,3.791,6.04,1.015,0.5,0.515,2.778,5.846,2.914,1.453,1.123,0.0,1.123,1.296
13,189.258,8.25,10.734,4.212,6.522,0.903,0.421,0.482,2.868,5.382,2.652,1.165,2.366,0.0,2.366,1.411
14,188.496,8.321,11.516,4.512,7.004,0.782,0.3,0.482,2.7,5.621,2.736,1.139,3.032,0.0,3.032,1.549
15,187.749,8.993,12.308,4.79,7.518,0.792,0.278,0.514,2.528,6.465,3.208,1.352,3.106,0.022,3.084,1.69
16,186.933,9.633,13.181,5.099,8.082,0.873,0.309,0.564,2.473,7.16,3.685,1.594,3.29,0.116,3.174,1.833
17,185.976,10.173,14.201,5.477,8.724,1.02,0.378,0.642,2.669,7.504,4.023,1.74,3.714,0.364,3.35,1.963
18,184.953,10.688,15.27,5.871,9.399,1.069,0.394,0.675,2.966,7.722,4.279,1.851,4.221,0.659,3.562,2.089
