
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,195,5,5,5,5,0,0,0,0,0
1,195,5,5,0,5,0,0,0,0,0
2,195,5,5,0,2,3,0,0,0,0
3,195,5,5,0,1,4,0,0,0,0
4,194,6,6,1,1,5,2,1,0,0
5,193,7,7,1,2,5,2,2,0,0
6,193,7,7,0,1,6,3,2,0,0
7,191,8,8,1,2,6,3,2,0,1
8,191,9,9,1,2,7,4,2,0,1
9,191,9,9,0,2,7,4,2,0,1
10,190,9,9,0,1,8,4,3,0,2
11,187,13,13,4,4,9,4,3,0,2
12,185,12,15,2,6,6,3,2,3,2
13,182,14,18,3,7,7,4,1,4,2
14,182,13,18,0,6,7,3,1,5,2
15,182,13,18,0,3,10,4,2,5,2
16,182,12,18,0,2,10,3,3,6,2
17,181,13,19,1,1,12,4,5,6,2
18,178,15,22,3,4,11,4,5,7,2
19,176,17,24,2,5,12,4,7,7,2
20,171,21,29,5,10,11,3,7,8,2
21,171,20,29,0,9,11,3,7,9,2
22,171,20,29,0,4,16,3,7,9,2
23,170,19,30,1,3,16,2,7,11,2
24,167,21,33,3,4,17,7,6,12,2
25,164,21,36,3,6,15,6,6,15,2
26,161,23,39,3,8,15,8,5,16,2
27,158,24,42,3,10,14,9,3,18,2
28,156,26,44,2,9,17,9,4,18,2
29,155,26,45,1,7,19,9,4,19,2
30,152,29,48,3,6,23,12,4,19,2
31,145,34,54,6,10,24,14,4,20,3
32,144,31,56,2,11,20,12,5,25,3
33,139,33,60,4,10,23,14,3,27,4
34,140,31,60,0,5,26,13,3,29,4
35,135,35,65,5,8,27,15,5,30,4
36,132,36,68,3,9,27,18,5,31,5
37,131,37,70,2,10,27,19,5,32,5
38,129,36,72,2,8,28,18,5,35,5
39,126,37,75,3,7,30,18,4,37,5
40,123,35,78,3,8,27,16,5,41,6
41,123,34,79,1,6,28,17,6,43,6
42,122,34,80,1,3,31,18,6,44,6
43,117,34,85,5,7,27,17,5,49,6
44,115,32,87,2,7,25,18,4,53,6
45,112,33,90,3,9,24,16,5,55,6
46,110,33,92,2,8,25,16,5,57,6
47,108,33,94,2,7,26,15,5,58,7
48,107,31,96,2,5,26,15,4,62,7
49,104,29,99,3,6,23,13,4,66,8
50,102,31,102,3,7,24,13,7,67,8
51,100,29,103,1,5,24,12,7,70,9
52,97,29,107,4,9,20,10,7,74,9
