
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,196,4,4,2,4,0,0,0,0,0
2,196,4,4,0,3,1,0,0,0,0
3,196,4,4,0,0,4,0,0,0,0
4,196,4,4,0,0,4,1,0,0,0
5,192,8,8,4,4,4,4,0,0,0
6,192,8,8,0,4,4,4,0,0,0
7,190,10,10,2,5,5,4,0,0,0
8,189,11,11,1,5,6,4,0,0,0
9,188,12,12,1,4,8,5,0,0,0
10,184,16,16,4,6,10,6,0,0,0
11,182,18,18,2,7,11,8,0,0,0
12,181,18,19,1,7,11,9,0,1,0
13,178,18,22,3,7,11,7,0,4,0
14,176,20,24,2,7,13,7,1,4,0
15,175,21,25,1,7,14,10,1,4,0
16,173,23,27,2,5,18,11,2,4,0
17,168,27,32,5,9,18,10,3,5,0
18,166,28,34,2,7,21,12,4,6,0
19,161,31,39,5,11,20,11,4,8,0
20,159,31,41,2,9,22,10,7,10,0
21,152,37,48,7,14,23,10,7,11,0
22,149,39,51,3,14,25,12,8,12,0
23,146,39,54,3,13,26,9,10,15,0
24,140,43,60,6,15,28,11,9,17,0
25,137,45,63,3,13,32,14,9,18,0
26,131,47,69,6,14,33,15,8,22,0
27,126,50,74,5,14,36,17,9,23,1
28,125,48,76,2,12,36,18,9,27,1
29,122,50,79,3,10,40,22,9,28,1
30,114,54,87,8,14,40,24,7,32,1
31,110,56,91,4,13,43,25,9,34,1
32,109,53,92,1,11,42,24,10,37,2
33,107,53,95,3,10,43,25,11,40,2
34,103,52,98,3,8,44,23,12,44,3
35,102,50,100,2,7,43,24,11,48,3
36,98,49,104,4,10,39,26,9,53,3
37,95,47,107,3,9,38,22,11,58,3
38,94,44,108,1,7,37,19,11,62,3
39,88,45,114,6,12,33,20,9,67,3
40,84,45,118,4,11,34,19,9,71,3
41,82,42,120,2,12,30,17,7,76,3
42,81,39,120,0,6,33,18,8,79,4
43,81,36,121,1,4,32,15,8,83,4
44,77,35,125,4,6,29,13,11,88,4
45,75,34,127,2,6,28,13,11,91,4
46,71,37,131,4,9,28,13,12,92,4
47,67,37,135,4,12,25,13,10,96,4
48,64,37,138,3,11,26,12,9,99,4
49,63,37,139,1,10,27,12,9,100,4
50,63,32,139,0,7,25,9,11,105,4
51,63,30,139,0,1,29,10,11,106,5
52,63,25,140,1,1,24,10,7,112,5
53,60,25,143,3,4,21,15,5,115,5
54,58,25,145,2,6,19,15,4,117,5
55,54,26,148,3,8,18,13,4,119,6
56,54,26,149,1,5,21,12,4,120,7
57,53,26,150,1,2,24,12,4,121,8
58,52,24,152,2,3,21,16,0,125,8
59,52,22,152,0,3,19,17,1,127,8
60,52,20,152,0,2,18,16,1,129,8
61,51,15,153,1,2,13,10,1,135,9
62,52,14,153,0,1,13,10,1,136,9
63,52,14,153,0,1,13,11,1,136,9
64,51,15,154,1,1,14,12,1,136,9
65,51,14,154,0,1,13,11,1,137,9
66,51,10,154,0,0,10,8,1,141,9
67,49,8,156,2,2,6,5,0,145,9
68,48,8,157,1,3,5,4,1,146,9
69,48,8,157,0,1,7,4,1,146,9
70,48,7,157,0,0,7,3,1,147,9
71,48,6,157,0,0,6,4,1,148,9
72,47,6,158,1,1,5,4,1,149,9
73,47,6,158,0,1,5,4,1,149,9
74,47,5,158,0,1,4,3,1,150,9
75,47,5,158,0,1,4,3,1,150,9
76,46,5,159,1,1,4,3,0,151,9
77,46,5,159,0,1,4,3,0,151,9
78,46,5,159,0,1,4,4,0,151,9
79,46,3,159,0,1,2,2,0,153,9
80,46,2,159,0,0,2,1,0,154,9
81,46,2,159,0,0,2,1,0,154,9
82,46,2,159,0,0,2,1,1,154,9
83,45,3,160,1,1,2,1,1,154,9
