
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,200,0,0,0,0,0,0,0,0,0
1,200,0,0,0,0,0,0,0,0,0
2,200,0,0,0,0,0,0,0,0,0
3,199,1,1,1,1,0,0,0,0,0
4,199,1,1,0,1,0,0,0,0,0
5,199,1,1,0,1,0,0,0,0,0
6,198,2,2,1,1,1,0,0,0,0
7,198,2,2,0,1,1,0,0,0,0
8,195,5,5,3,4,1,1,0,0,0
9,194,5,5,0,3,2,1,0,0,1
10,193,7,7,2,5,2,1,0,0,1
11,193,7,7,0,3,4,1,1,0,1
12,192,8,8,1,2,6,1,1,0,1
13,190,10,10,2,4,6,2,2,0,1
14,188,12,12,2,4,8,3,3,0,1
15,183,16,16,4,6,10,3,3,0,2
16,182,17,18,2,7,10,3,4,1,2
17,181,18,19,1,6,12,5,4,1,2
18,178,21,22,3,8,13,5,5,1,2
19,177,21,23,1,6,15,6,5,2,2
20,174,24,26,3,6,18,7,5,2,2
21,171,25,29,3,7,18,7,6,4,2
22,169,25,31,2,8,17,9,5,6,2
23,168,26,32,1,9,17,10,6,6,2
24,164,28,36,4,10,18,10,5,8,2
25,163,27,37,1,7,20,8,5,10,2
26,163,26,37,0,3,23,10,5,11,2
27,161,26,39,2,4,22,12,5,13,2
28,156,29,43,4,6,23,13,7,14,3
29,152,31,48,5,11,20,13,5,17,3
30,150,30,50,2,11,19,11,6,20,3
31,148,30,52,2,10,20,10,5,22,3
32,147,30,53,1,7,23,10,6,23,3
33,143,34,57,4,8,26,11,8,23,3
34,140,34,60,3,8,26,13,7,26,3
35,137,33,63,3,8,25,12,7,30,3
36,133,32,67,4,11,21,11,6,34,4
37,131,34,70,3,9,25,12,7,35,4
38,128,35,73,3,7,28,12,6,37,4
39,126,35,75,2,8,27,14,7,37,6
40,123,39,80,5,11,28,19,6,38,6
41,117,42,86,6,14,28,19,4,41,7
42,117,40,87,1,11,29,18,4,44,7
43,115,39,89,2,8,31,16,6,47,7
44,111,40,93,4,8,32,17,6,50,7
45,105,44,99,6,12,32,21,5,52,7
46,104,44,100,1,10,34,23,6,53,7
47,98,45,106,6,14,31,20,6,58,7
48,97,41,107,1,9,32,18,6,63,7
49,93,44,111,4,9,35,18,7,64,7
