
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,198,2,2,1,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,197,3,3,1,2,1,0,0,0,0
4,197,3,3,0,1,2,0,0,0,0
5,196,3,3,0,1,2,0,1,0,1
6,194,6,6,3,3,3,1,1,0,1
7,194,6,6,0,3,3,1,1,0,1
8,192,8,8,2,4,4,2,1,0,1
9,190,10,10,2,5,5,2,1,0,1
10,190,10,10,0,4,6,3,1,0,1
11,189,11,11,1,3,8,3,2,0,1
12,186,14,14,3,5,9,4,2,0,1
13,185,14,15,1,4,10,5,2,1,1
14,185,13,15,0,3,10,5,2,2,1
15,183,15,17,2,3,12,6,3,2,1
16,181,15,18,1,3,12,6,3,3,2
17,178,19,22,4,7,12,8,3,3,2
18,175,21,25,3,7,14,8,3,4,2
19,175,20,25,0,4,16,8,2,5,2
20,172,22,28,3,5,17,9,3,6,2
21,169,23,31,3,6,17,10,3,8,2
22,168,23,32,1,6,17,11,3,9,2
23,164,25,36,4,9,16,11,3,11,2
24,164,24,36,0,6,18,11,3,12,2
25,161,25,39,3,6,19,10,3,14,2
26,157,27,42,3,8,19,12,3,15,3
27,152,33,48,6,9,24,13,5,15,3
28,149,31,50,2,10,21,11,4,18,5
29,149,30,52,2,8,22,11,6,21,5
30,148,29,53,1,7,22,10,6,22,6
31,142,34,60,7,10,24,12,6,24,6
32,139,36,63,3,12,24,13,6,25,6
33,136,39,66,3,11,28,16,7,25,6
34,133,39,69,3,7,32,14,7,28,6
35,133,36,69,0,4,32,14,8,31,6
36,127,41,75,6,10,31,18,10,32,6
37,124,39,78,3,9,30,18,8,37,6
38,119,43,83,5,12,31,17,8,38,6
39,115,43,87,4,15,28,17,8,42,6
40,113,43,89,2,11,32,16,9,44,6
41,108,44,94,5,12,32,14,8,48,6
42,103,48,99,5,12,36,17,10,49,6
43,100,47,102,3,11,36,18,9,53,6
44,96,44,106,4,14,30,15,10,60,6
45,94,43,108,2,12,31,16,10,63,6
46,91,46,111,3,9,37,17,10,63,6
47,86,47,116,5,11,36,18,9,67,6
48,86,45,116,0,7,38,20,11,69,6
49,85,44,117,1,7,37,20,12,70,7
50,83,41,120,3,7,34,19,11,76,7
51,81,37,121,1,5,32,17,9,80,9
52,83,31,121,0,2,29,17,6,85,10
53,84,28,121,0,1,27,18,5,88,10
54,82,30,123,2,3,27,21,5,88,10
