
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,198,2,2,1,2,0,0,0,0,0
2,198,2,2,0,1,1,0,0,0,0
3,196,4,4,2,3,1,0,0,0,0
4,195,5,5,1,4,1,0,1,0,0
5,194,5,5,0,2,3,0,1,0,1
6,194,6,6,1,2,4,0,1,0,1
7,191,9,9,3,5,4,1,2,0,1
8,190,10,10,1,5,5,2,2,0,1
9,190,10,10,0,3,7,2,2,0,1
10,189,10,10,0,1,9,2,3,0,2
11,189,11,11,1,1,10,4,3,0,2
12,183,15,16,5,6,9,6,2,1,3
13,184,15,16,0,6,9,7,2,1,3
14,184,15,16,0,5,10,7,2,1,3
15,183,14,17,1,3,11,6,1,3,3
16,182,14,18,1,2,12,5,2,4,3
17,178,17,21,3,5,12,8,2,4,4
18,179,16,21,0,4,12,9,2,5,4
19,178,15,22,1,3,12,7,2,7,4
20,171,18,27,5,7,11,5,3,9,6
21,173,17,27,0,6,11,6,3,10,6
22,170,20,30,3,6,14,7,3,10,6
23,165,25,35,5,10,15,8,3,10,6
24,164,25,36,1,7,18,10,3,11,6
25,161,25,39,3,6,19,8,3,14,6
26,158,26,42,3,7,19,9,4,16,6
27,154,30,46,4,9,21,13,4,16,6
28,152,31,48,2,10,21,15,3,17,6
29,148,33,52,4,10,23,15,3,19,6
30,144,36,56,4,10,26,15,3,20,6
31,140,39,60,4,11,28,17,4,21,6
32,139,37,61,1,7,30,18,4,24,6
33,138,37,62,1,5,32,20,4,25,6
34,133,38,67,5,9,29,19,6,29,6
35,125,42,75,8,14,28,17,7,33,6
36,123,42,77,2,15,27,15,8,35,6
37,121,42,79,2,12,30,16,8,37,6
38,119,43,81,2,9,34,16,8,38,6
39,117,41,83,2,7,34,15,10,42,6
40,114,40,86,3,6,34,16,10,46,6
41,109,41,90,4,9,32,17,10,49,7
42,106,40,94,4,12,28,19,7,54,7
43,103,40,97,3,12,28,18,6,57,7
44,101,41,99,2,8,33,19,5,58,7
45,98,41,102,3,8,33,18,6,61,7
46,93,44,107,5,10,34,20,8,62,8
47,89,43,111,4,12,31,21,5,67,9
48,88,40,113,2,10,30,20,4,72,9
49,85,38,116,3,12,26,16,5,76,10
50,85,36,117,1,6,30,18,4,79,10
51,80,39,122,5,6,33,16,5,80,11
52,77,42,126,4,10,32,20,7,81,11
53,75,41,128,2,10,31,23,6,84,11
54,74,36,129,1,8,28,19,4,89,12
