
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,197,3,3,1,1,2,0,0,0,0
3,196,4,4,1,2,2,0,0,0,0
4,194,5,5,1,2,3,1,1,0,1
5,194,6,6,1,2,4,1,1,0,1
6,193,7,7,1,2,5,2,1,0,1
7,192,8,8,1,3,5,3,1,0,1
8,191,9,9,1,4,5,4,1,0,1
9,189,10,10,1,3,7,4,1,0,2
10,190,10,10,0,1,9,4,1,0,2
11,188,12,12,2,2,10,6,1,0,2
12,185,12,15,3,5,7,5,1,2,3
13,185,13,16,1,6,7,6,1,2,3
14,185,12,16,0,3,9,5,1,3,3
15,184,12,17,1,3,9,4,1,4,3
16,184,12,17,0,1,11,6,2,4,3
17,181,15,20,3,3,12,6,3,4,3
18,180,16,21,1,4,12,8,3,4,3
19,180,14,21,0,4,10,7,3,6,3
20,178,14,23,2,5,9,6,2,8,3
21,175,16,26,3,6,10,5,2,9,3
22,175,16,26,0,4,12,6,2,9,3
23,173,18,28,2,4,14,8,2,9,3
24,172,16,29,1,3,13,8,1,12,3
25,170,17,31,2,4,13,9,1,13,3
26,168,16,33,2,6,10,8,1,15,4
27,166,18,36,3,7,11,7,2,16,4
28,163,21,39,3,7,14,7,2,16,4
29,161,23,41,2,7,16,8,3,16,4
30,159,25,43,2,6,19,11,3,16,4
31,158,24,44,1,4,20,11,3,18,4
32,158,22,44,0,3,19,10,5,20,4
33,154,24,48,4,4,20,12,4,22,4
34,151,25,51,3,7,18,11,4,24,4
35,148,27,54,3,10,17,13,4,25,4
36,148,27,54,0,8,19,13,4,25,4
37,145,28,57,3,7,21,12,3,27,4
38,143,27,59,2,5,22,11,3,30,4
39,140,28,62,3,8,20,13,3,32,4
40,138,27,64,2,8,19,15,2,35,4
41,137,25,65,1,4,21,12,2,38,4
42,135,26,67,2,6,20,11,4,39,4
43,133,25,69,2,5,20,13,4,42,4
44,128,29,73,4,9,20,13,4,42,5
45,126,32,76,3,10,22,15,5,42,5
46,124,31,77,1,8,23,13,5,44,6
47,123,29,79,2,6,23,11,5,48,6
48,120,28,82,3,6,22,11,4,52,6
49,120,28,82,0,6,22,12,7,52,6
50,120,25,82,0,3,22,13,6,54,7
51,119,23,84,2,3,20,10,5,58,7
52,115,26,87,3,5,21,12,6,58,8
53,113,26,90,3,8,18,10,7,61,8
54,111,28,92,2,9,19,11,7,61,8
55,109,27,94,2,9,18,8,7,63,10
56,109,27,96,2,6,21,7,7,65,10
57,107,25,98,2,5,20,8,4,69,10
58,105,24,100,2,6,18,10,4,72,10
59,102,27,103,3,9,18,13,4,72,10
60,101,25,104,1,6,19,12,3,75,10
61,97,27,108,4,7,20,12,1,77,10
62,97,26,108,0,5,21,14,2,78,10
63,96,27,109,1,3,24,15,4,78,10
64,95,27,110,1,4,23,16,4,79,10
65,94,26,111,1,3,23,16,5,81,10
66,92,23,113,2,5,18,12,4,86,10
67,91,21,114,1,5,16,11,4,89,10
68,90,21,115,1,3,18,10,4,90,10
69,90,21,115,0,2,19,11,4,90,10
70,90,17,115,0,1,16,9,5,94,10
71,88,16,117,2,2,14,8,4,97,10
72,87,15,118,1,3,12,7,4,99,10
73,86,13,119,1,4,9,6,3,102,10
74,85,14,120,1,5,9,6,3,102,10
75,84,13,121,1,3,10,4,3,104,10
76,83,14,122,1,3,11,4,3,104,10
77,83,12,122,0,2,10,4,5,105,11
78,82,11,124,2,4,7,3,3,108,11
79,82,10,124,0,2,8,3,3,109,11
