
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,197,2,2,2,2,0,0,0,0,1
1,195,4,4,2,4,0,0,0,0,2
2,195,5,5,1,4,1,0,0,0,2
3,193,7,7,2,4,3,0,0,0,2
4,192,8,8,1,5,3,1,0,0,2
5,191,9,9,1,3,6,1,2,0,2
6,190,10,10,1,3,7,1,2,0,2
7,187,13,13,3,4,9,2,4,0,2
8,186,14,14,1,4,10,3,4,0,2
9,183,17,17,3,6,11,3,6,0,2
10,181,19,19,2,7,12,4,6,0,2
11,178,22,22,3,7,15,5,6,0,2
12,175,24,25,3,9,15,4,7,1,2
13,173,24,27,2,9,15,6,6,3,2
14,172,25,28,1,8,17,7,6,3,2
15,170,24,30,2,5,19,7,5,6,2
16,167,26,33,3,6,20,6,7,7,2
17,165,26,35,2,7,19,10,6,9,2
18,163,27,37,2,7,20,11,6,10,2
19,159,30,41,4,9,21,11,6,11,2
20,155,32,45,4,9,23,12,5,12,3
21,149,36,51,6,12,24,13,4,14,4
22,145,40,56,5,15,25,15,5,15,4
23,143,40,58,2,12,28,16,5,17,4
24,139,42,62,4,13,29,17,4,19,4
25,133,43,68,6,15,28,17,4,24,4
26,131,43,70,2,12,31,17,5,26,4
27,128,44,73,3,11,33,17,7,27,5
28,126,44,75,2,6,38,20,7,28,7
29,122,48,81,6,11,37,20,9,30,7
30,118,48,85,4,13,35,23,9,34,7
31,118,45,85,0,9,36,22,8,37,7
32,112,49,91,6,13,36,23,7,39,7
33,110,46,92,1,10,36,23,7,43,8
34,107,47,96,4,9,38,21,8,46,8
35,105,45,98,2,11,34,21,8,50,8
36,104,41,99,1,7,34,20,9,55,8
37,100,41,103,4,7,34,18,7,59,8
38,97,37,106,3,8,29,16,7,66,9
39,98,36,106,0,7,29,17,9,67,9
40,94,38,110,4,9,29,16,10,69,9
41,91,37,113,3,9,28,14,9,73,9
42,88,38,116,3,7,31,14,9,75,9
43,83,39,121,5,10,29,15,7,79,9
44,83,34,121,0,7,27,16,6,84,9
45,81,36,123,2,4,32,18,6,84,9
46,81,31,123,0,4,27,17,5,89,9
47,81,27,123,0,2,25,18,5,93,9
48,79,27,125,2,3,24,17,4,95,9
49,77,27,127,2,4,23,17,4,96,10
50,76,27,129,2,6,21,18,2,98,10
51,72,28,133,4,8,20,16,2,101,10
52,70,26,135,2,7,19,12,2,105,10
53,67,27,138,3,8,19,12,2,107,10
54,66,25,139,1,6,19,10,4,110,10
55,66,19,139,0,5,14,8,2,115,11
56,66,20,140,1,5,15,11,2,115,11
57,65,19,141,1,2,17,9,3,117,11
58,63,20,143,2,3,17,8,4,118,11
59,63,19,143,0,2,17,11,4,119,11
60,63,19,143,0,2,17,12,4,119,11
61,62,19,144,1,3,16,11,5,120,11
62,60,18,146,2,3,15,10,3,123,11
63,60,16,146,0,3,13,8,3,125,11
64,60,13,146,0,1,12,7,3,128,11
65,57,15,149,3,4,11,7,2,129,11
66,57,14,149,0,3,11,9,1,130,11
67,56,10,150,1,2,8,4,1,134,12
68,56,10,151,1,3,7,4,1,135,13
69,56,9,151,0,2,7,4,2,136,14
70,57,9,151,0,1,8,4,2,136,14
71,57,9,151,0,0,9,5,2,136,14
72,56,9,152,1,1,8,5,2,137,14
73,54,11,154,2,3,8,6,2,137,14
74,53,10,155,1,3,7,4,2,139,14
75,51,12,157,2,4,8,4,2,139,15
76,52,11,157,0,3,8,4,2,140,16
77,53,9,157,0,2,7,5,0,142,16
78,53,9,157,0,0,9,6,0,142,16
79,52,9,158,1,1,8,6,0,143,16
80,52,8,158,0,1,7,7,0,144,16
81,52,7,158,0,1,6,6,0,145,16
82,50,9,160,2,3,6,6,0,145,16
83,50,9,160,0,2,7,6,0,145,17
84,51,8,160,0,1,7,5,0,146,17
85,51,7,160,0,1,6,4,1,147,17
86,51,6,160,0,0,6,4,1,148,17
87,49,7,162,2,2,5,3,1,149,17
88,49,5,162,0,2,3,2,1,151,17
89,49,5,162,0,2,3,2,1,151,17
90,49,5,162,0,1,4,2,1,151,17
91,49,5,162,0,0,5,2,1,151,17
92,49,5,162,0,0,5,3,1,151,17
93,48,5,163,1,1,4,4,0,152,17
94,48,4,163,0,1,3,3,0,153,17
95,48,4,163,0,1,3,3,0,153,17
96,48,3,163,0,1,2,2,0,154,17
97,48,3,163,0,0,3,2,0,154,17
98,48,3,163,0,0,3,2,0,154,17
99,48,3,163,0,0,3,3,0,154,17
100,48,2,163,0,0,2,2,0,155,17
101,48,1,163,0,0,1,1,0,156,17
102,48,1,163,0,0,1,1,0,156,18
103,49,1,163,0,0,1,1,0,156,18
104,49,1,163,0,0,1,1,0,156,18
105,49,1,163,0,0,1,1,0,156,18
106,49,1,163,0,0,1,1,0,156,18
107,49,0,163,0,0,0,0,0,157,18
108,49,0,163,0,0,0,0,0,157,18
109,49,0,163,0,0,0,0,0,157,18
110,49,0,163,0,0,0,0,0,157,18
111,49,0,163,0,0,0,0,0,157,18
112,48,1,164,1,1,0,0,0,157,19
113,49,1,164,0,1,0,0,0,157,19
114,49,1,164,0,1,0,0,0,157,19
115,49,1,164,0,0,1,0,0,157,19
116,49,1,164,0,0,1,0,0,157,19
117,49,1,164,0,0,1,1,0,157,19
118,49,1,164,0,0,1,1,0,157,19
119,49,1,164,0,0,1,1,0,157,19
120,49,1,164,0,0,1,1,0,157,19
121,48,2,165,1,1,1,1,0,157,19
122,48,2,165,0,1,1,1,0,157,19
123,48,2,165,0,0,2,1,0,157,19
124,48,2,165,0,0,2,1,0,157,19
125,47,2,166,1,1,1,1,0,158,19
126,47,2,166,0,1,1,1,0,158,19
127,47,2,166,0,0,2,1,0,158,19
128,47,2,166,0,0,2,1,0,158,19
129,47,2,166,0,0,2,2,0,158,19
130,47,2,166,0,0,2,2,0,158,19
131,47,2,166,0,0,2,2,0,158,19
132,47,2,166,0,0,2,2,0,158,19
133,47,1,166,0,0,1,1,0,159,19
134,47,1,166,0,0,1,1,0,159,19
135,47,1,166,0,0,1,1,0,159,19
136,47,1,166,0,0,1,1,0,159,19
137,47,0,166,0,0,0,0,0,160,19
138,47,0,166,0,0,0,0,0,160,19
139,47,0,166,0,0,0,0,0,160,19
140,47,0,166,0,0,0,0,0,160,19
141,47,0,166,0,0,0,0,0,160,19
142,47,0,166,0,0,0,0,0,160,19
143,47,0,166,0,0,0,0,0,160,19
144,47,0,166,0,0,0,0,0,160,19
145,47,0,166,0,0,0,0,0,160,19
146,47,0,166,0,0,0,0,0,160,19
147,46,1,167,1,1,0,0,0,160,19
148,46,1,167,0,1,0,0,0,160,19
149,46,1,167,0,0,1,0,0,160,19
150,45,2,168,1,1,1,0,0,160,19
151,45,2,168,0,1,1,1,0,160,19
152,45,2,168,0,1,1,1,0,160,20
153,45,3,169,1,1,2,1,0,160,20
154,45,3,169,0,1,2,1,0,160,20
155,45,3,169,0,1,2,2,0,160,20
156,45,3,169,0,0,3,2,0,160,20
157,45,3,169,0,0,3,2,0,160,20
158,45,3,169,0,0,3,2,1,160,20
159,45,2,169,0,0,2,1,1,161,20
160,45,2,169,0,0,2,1,1,161,20
161,45,2,169,0,0,2,1,1,161,20
162,45,2,169,0,0,2,1,1,161,20
163,45,1,169,0,0,1,0,1,162,20
164,45,1,169,0,0,1,0,1,162,20
165,45,1,169,0,0,1,0,1,162,20
166,45,0,169,0,0,0,0,0,163,20
167,45,0,169,0,0,0,0,0,163,20
168,45,0,169,0,0,0,0,0,163,20
169,45,0,169,0,0,0,0,0,163,20
170,45,0,169,0,0,0,0,0,163,20
171,45,0,169,0,0,0,0,0,163,20
172,45,0,169,0,0,0,0,0,163,20
173,45,0,169,0,0,0,0,0,163,20
174,45,0,169,0,0,0,0,0,163,20
175,45,0,169,0,0,0,0,0,163,20
176,45,0,169,0,0,0,0,0,163,20
177,45,0,169,0,0,0,0,0,163,21
178,46,0,169,0,0,0,0,0,163,21
179,46,0,169,0,0,0,0,0,163,21
