
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,195,4,4,4,4,0,0,0,0,1
1,195,5,5,1,5,0,0,0,0,1
2,194,5,5,0,2,3,0,0,0,2
3,193,7,7,2,3,4,0,0,0,2
4,193,7,7,0,3,4,2,1,0,2
5,192,8,8,1,3,5,3,1,0,2
6,189,11,11,3,5,6,3,1,0,2
7,187,13,13,2,6,7,3,2,0,2
8,184,16,16,3,7,9,4,2,0,2
9,183,17,17,1,6,11,4,3,0,2
10,180,20,20,3,6,14,6,3,0,2
11,178,22,22,2,6,16,8,3,0,2
12,173,24,27,5,8,16,7,4,3,2
13,169,27,31,4,11,16,8,4,4,2
14,165,31,35,4,12,19,9,6,4,2
15,163,32,37,2,11,21,10,5,5,2
16,159,35,41,4,10,25,12,5,6,2
17,154,39,46,5,11,28,14,5,7,2
18,148,43,52,6,13,30,15,7,9,2
19,143,46,57,5,14,32,15,9,11,2
20,138,48,62,5,16,32,18,7,14,2
21,133,51,67,5,16,35,18,9,16,2
22,127,54,73,6,13,41,18,9,19,2
23,123,57,77,4,13,44,20,11,20,2
24,120,57,80,3,15,42,25,12,23,2
25,116,58,84,4,16,42,26,12,26,2
26,111,58,89,5,13,45,24,10,31,2
27,110,55,90,1,9,46,24,9,35,2
28,107,54,93,3,7,47,26,11,39,2
29,99,58,101,8,14,44,29,9,43,2
30,95,58,105,4,15,43,31,8,46,4
31,94,56,108,3,13,43,29,6,51,4
32,89,52,113,5,14,38,24,5,60,4
33,86,51,116,3,11,40,26,4,64,4
34,83,53,119,3,11,42,29,4,65,4
35,79,54,122,3,12,42,33,4,67,5
36,79,47,123,1,9,38,30,2,75,5
37,76,43,126,3,9,34,24,3,80,7
38,77,39,127,1,5,34,22,4,84,8
39,77,39,128,1,5,34,23,5,85,8
40,75,38,130,2,5,33,23,7,88,8
41,73,36,132,2,6,30,20,7,92,8
42,73,32,132,0,3,29,18,7,96,8
43,72,26,133,1,2,24,13,6,101,10
44,74,23,133,0,2,21,12,7,104,10
45,73,22,134,1,2,20,12,7,106,10
46,72,20,135,1,2,18,11,5,109,10
47,71,18,136,1,3,15,10,4,112,10
48,70,15,137,1,3,12,9,2,116,11
49,71,14,137,0,1,13,8,2,117,11
50,71,11,137,0,0,11,6,2,119,12
51,70,12,139,2,2,10,7,2,120,12
52,70,10,139,0,2,8,7,1,122,12
53,68,10,141,2,3,7,6,0,124,12
54,68,10,141,0,2,8,6,0,124,12
55,67,9,141,0,0,9,6,0,125,13
56,67,9,142,1,1,8,6,0,126,13
57,67,9,142,0,1,8,8,0,126,13
58,66,9,143,1,2,7,7,0,127,13
59,66,7,143,0,2,5,5,0,129,13
60,66,6,143,0,1,5,4,0,130,13
61,66,6,143,0,0,6,4,0,130,13
62,66,6,143,0,0,6,5,0,130,13
63,66,5,143,0,0,5,4,1,131,13
64,66,4,143,0,0,4,3,1,132,13
65,65,3,144,1,1,2,1,1,134,13
66,64,4,145,1,2,2,1,1,134,13
67,64,4,145,0,2,2,1,1,134,13
68,63,5,146,1,3,2,1,1,134,13
69,63,5,146,0,2,3,1,1,134,13
70,62,5,147,1,2,3,0,1,135,13
71,62,4,147,0,1,3,1,0,136,13
72,61,5,148,1,2,3,2,0,136,13
73,61,5,148,0,1,4,3,0,136,13
74,61,5,148,0,0,5,3,0,136,13
75,60,6,149,1,1,5,4,0,136,13
76,60,6,149,0,1,5,5,0,136,13
77,60,6,149,0,1,5,5,0,136,13
78,60,6,149,0,0,6,5,0,136,13
79,60,5,149,0,0,5,4,0,137,13
80,60,4,149,0,0,4,3,1,138,13
81,60,3,149,0,0,3,2,1,139,13
82,60,3,149,0,0,3,2,1,139,13
83,60,2,149,0,0,2,1,1,140,13
84,60,1,149,0,0,1,0,1,141,13
85,60,1,149,0,0,1,0,1,141,13
86,60,1,149,0,0,1,0,1,141,13
87,59,1,149,0,0,1,0,1,141,14
88,60,0,149,0,0,0,0,0,142,14
89,60,0,149,0,0,0,0,0,142,14
90,60,0,149,0,0,0,0,0,142,14
91,60,0,149,0,0,0,0,0,142,14
92,60,0,149,0,0,0,0,0,142,14
93,60,0,149,0,0,0,0,0,142,14
94,60,0,149,0,0,0,0,0,142,14
95,60,0,149,0,0,0,0,0,142,14
96,60,0,149,0,0,0,0,0,142,14
97,60,0,149,0,0,0,0,0,142,14
98,60,0,149,0,0,0,0,0,142,14
99,60,0,149,0,0,0,0,0,142,14
100,60,0,149,0,0,0,0,0,142,14
