
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,197,3,3,3,3,0,0,0,0,0
1,197,3,3,0,3,0,0,0,0,0
2,196,4,4,1,3,1,0,0,0,0
3,196,4,4,0,2,2,0,0,0,0
4,194,6,6,2,3,3,1,0,0,0
5,193,7,7,1,4,3,1,1,0,0
6,192,8,8,1,4,4,2,1,0,0
7,192,8,8,0,3,5,2,1,0,0
8,192,8,8,0,2,6,3,1,0,0
9,192,8,8,0,1,7,3,2,0,0
10,192,8,8,0,0,8,3,3,0,0
11,190,10,10,2,2,8,3,4,0,0
12,188,11,12,2,4,7,3,4,1,0
13,187,11,13,1,4,7,3,3,2,0
14,186,11,14,1,4,7,2,3,3,0
15,186,11,14,0,2,9,3,3,3,0
16,186,10,14,0,1,9,3,3,4,0
17,185,10,15,1,1,9,5,2,5,0
18,184,10,16,1,2,8,6,1,6,0
19,181,12,19,3,4,8,7,0,7,0
20,180,12,20,1,5,7,6,0,8,0
21,180,12,20,0,1,11,7,0,8,0
22,179,13,21,1,2,11,7,0,8,0
23,176,15,24,3,4,11,9,1,9,0
24,176,14,24,0,3,11,8,1,10,0
25,174,14,26,2,4,10,6,2,12,0
26,174,13,26,0,4,9,5,3,13,0
27,173,12,26,0,1,11,5,3,14,1
28,171,15,29,3,4,11,5,3,14,1
29,170,15,30,1,4,11,6,4,15,1
30,167,18,33,3,5,13,6,4,15,1
31,164,17,36,3,7,10,4,3,19,1
32,160,21,40,4,8,13,5,4,19,1
33,157,23,43,3,10,13,5,4,20,1
34,154,25,46,3,10,15,5,6,21,1
35,154,24,46,0,8,16,5,6,22,1
36,150,28,50,4,8,20,7,7,22,1
37,145,30,55,5,9,21,5,8,25,1
38,142,33,58,3,11,22,7,10,25,1
39,141,33,59,1,10,23,8,12,26,1
40,134,38,66,7,10,28,8,11,28,1
41,131,40,69,3,10,30,9,11,29,1
42,130,38,70,1,6,32,11,13,32,1
43,128,38,72,2,6,32,10,15,33,2
44,124,40,77,5,8,32,12,15,36,2
45,117,45,84,7,13,32,13,14,38,2
46,113,46,88,4,15,31,15,12,41,3
47,113,43,89,1,13,30,15,10,45,3
48,109,45,92,3,9,36,14,12,46,4
49,107,46,95,3,7,39,16,11,48,4
50,102,44,100,5,11,33,20,7,55,4
51,99,44,103,3,11,33,24,5,58,5
52,96,41,106,3,8,33,20,4,63,7
53,94,43,110,4,10,33,21,4,65,7
54,90,44,114,4,13,31,22,6,68,7
55,89,43,115,1,9,34,22,6,70,7
56,86,44,118,3,9,35,22,5,72,7
57,85,42,119,1,5,37,23,6,75,7
58,83,38,121,2,5,33,19,7,81,7
59,79,35,124,3,8,27,16,9,86,9
60,79,36,126,2,6,30,17,9,87,9
61,75,37,130,4,9,28,15,8,90,9
62,75,32,130,0,7,25,15,7,95,9
63,73,32,132,2,6,26,14,7,97,9
64,72,31,133,1,6,25,13,8,98,10
65,73,27,133,0,3,24,12,8,102,10
66,70,26,135,2,3,23,12,6,105,11
67,69,23,137,2,4,19,9,7,110,11
68,68,22,138,1,5,17,8,8,112,11
69,68,22,138,0,2,20,9,8,112,11
70,65,19,141,3,4,15,4,7,116,13
71,65,21,143,2,5,16,6,8,116,13
72,65,19,143,0,5,14,7,6,118,13
73,65,16,143,0,2,14,6,5,121,13
74,65,15,143,0,1,14,5,5,122,13
75,65,11,143,0,0,11,5,4,125,14
76,66,10,143,0,0,10,6,3,126,14
77,65,10,144,1,1,9,6,3,127,14
78,64,11,145,1,2,9,6,3,127,14
79,61,11,147,2,4,7,5,2,129,15
80,62,10,147,0,4,6,4,2,130,15
81,61,9,147,0,2,7,3,2,131,17
82,63,9,147,0,0,9,3,2,131,17
83,62,7,148,1,1,6,4,0,134,17
84,62,6,148,0,1,5,5,0,135,18
85,63,5,148,0,1,4,4,0,136,18
86,63,5,148,0,1,4,4,0,136,18
87,63,5,148,0,0,5,4,0,136,18
88,63,5,148,0,0,5,4,0,136,18
89,62,6,149,1,1,5,4,1,136,18
90,62,6,149,0,1,5,4,1,136,18
91,62,4,149,0,1,3,2,1,138,18
92,62,2,149,0,1,1,0,1,140,18
93,62,2,149,0,0,2,0,1,140,18
94,62,2,149,0,0,2,0,1,140,18
95,62,2,149,0,0,2,1,1,140,18
96,62,2,149,0,0,2,1,1,140,18
97,62,1,149,0,0,1,1,0,141,18
98,62,1,149,0,0,1,1,0,141,18
99,62,1,149,0,0,1,1,0,141,18
100,62,1,149,0,0,1,1,0,141,18
101,62,1,149,0,0,1,1,0,141,18
102,61,2,150,1,1,1,1,0,141,18
103,60,2,151,1,2,0,0,0,142,18
104,60,2,151,0,2,0,0,0,142,18
105,60,2,151,0,2,0,0,0,142,18
106,59,2,151,0,1,1,0,0,142,19
107,60,2,151,0,0,2,0,0,142,19
108,60,2,151,0,0,2,1,0,142,19
109,60,2,151,0,0,2,2,0,142,19
110,60,2,151,0,0,2,2,0,142,19
111,60,2,151,0,0,2,2,0,142,19
112,60,2,151,0,0,2,2,0,142,19
113,60,2,151,0,0,2,2,0,142,20
114,61,1,151,0,0,1,1,0,142,21
115,61,2,152,1,1,1,1,0,142,21
116,61,2,152,0,1,1,1,0,142,21
117,61,1,152,0,1,0,0,0,143,21
118,61,1,152,0,1,0,0,0,143,21
119,61,1,152,0,0,1,0,0,143,21
120,60,1,152,0,0,1,0,0,143,22
121,61,1,152,0,0,1,0,1,143,22
122,61,1,152,0,0,1,0,1,143,22
123,61,1,152,0,0,1,0,1,143,22
124,61,1,152,0,0,1,0,1,143,22
125,61,1,152,0,0,1,0,1,143,22
126,61,1,152,0,0,1,0,1,143,22
127,61,1,152,0,0,1,0,1,143,22
128,61,1,152,0,0,1,0,1,143,22
129,61,0,152,0,0,0,0,0,144,22
130,61,0,152,0,0,0,0,0,144,22
131,61,0,152,0,0,0,0,0,144,22
132,61,0,152,0,0,0,0,0,144,22
133,61,0,152,0,0,0,0,0,144,22
134,61,0,152,0,0,0,0,0,144,22
135,61,0,152,0,0,0,0,0,144,22
136,61,0,152,0,0,0,0,0,144,22
137,60,0,152,0,0,0,0,0,144,23
138,61,0,152,0,0,0,0,0,144,24
139,62,0,152,0,0,0,0,0,144,24
140,61,1,153,1,1,0,0,0,144,24
141,61,1,153,0,1,0,0,0,144,24
142,61,1,153,0,1,0,0,0,144,24
143,60,1,153,0,1,0,0,0,144,25
144,61,1,153,0,0,1,0,0,144,25
145,61,1,153,0,0,1,0,0,144,25
146,61,1,153,0,0,1,1,0,144,25
147,61,1,153,0,0,1,1,0,144,25
148,61,1,153,0,0,1,1,0,144,26
149,62,1,153,0,0,1,1,0,144,26
150,62,1,153,0,0,1,1,0,144,26
151,62,1,153,0,0,1,1,0,144,26
152,62,1,153,0,0,1,1,0,144,26
153,60,2,154,1,1,1,1,0,144,27
154,61,1,154,0,1,0,0,0,145,27
155,61,1,154,0,1,0,0,0,145,27
156,61,1,154,0,0,1,0,0,145,27
157,61,1,154,0,0,1,0,0,145,28
158,62,1,154,0,0,1,1,0,145,28
159,62,1,154,0,0,1,1,0,145,28
160,62,1,154,0,0,1,1,0,145,28
161,61,1,154,0,0,1,1,0,145,29
162,62,1,154,0,0,1,1,0,145,29
163,62,1,154,0,0,1,1,0,145,29
164,62,1,154,0,0,1,1,0,145,29
165,62,1,154,0,0,1,1,0,145,29
166,61,1,155,1,1,0,0,0,146,29
167,61,1,155,0,1,0,0,0,146,29
168,61,1,155,0,0,1,0,0,146,29
169,61,1,155,0,0,1,0,0,146,29
170,61,1,155,0,0,1,0,1,146,29
171,61,1,155,0,0,1,0,1,146,29
172,61,1,155,0,0,1,0,1,146,29
173,60,2,156,1,1,1,0,1,146,29
174,60,2,156,0,1,1,0,1,146,29
175,60,2,156,0,1,1,0,1,146,29
176,60,2,156,0,1,1,0,1,146,29
177,60,2,156,0,0,2,0,1,146,29
178,60,1,156,0,0,1,0,0,147,29
179,60,1,156,0,0,1,1,0,147,29
