
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,199,1,1,0,1,0,0,0,0,0
2,196,2,2,1,2,0,0,0,0,2
3,198,2,2,0,1,1,0,0,0,2
4,197,3,3,1,2,1,0,0,0,2
5,197,3,3,0,2,1,1,0,0,2
6,196,4,4,1,2,2,1,0,0,2
7,194,6,6,2,3,3,1,0,0,2
8,192,8,8,2,5,3,2,0,0,2
9,190,10,10,2,6,4,3,0,0,2
10,189,11,11,1,6,5,3,0,0,2
11,188,12,12,1,4,8,4,0,0,2
12,187,13,13,1,4,9,4,1,0,2
13,187,12,13,0,2,10,5,2,1,2
14,187,12,13,0,1,11,5,3,1,2
15,186,13,14,1,2,11,6,4,1,2
16,181,17,19,5,6,11,6,4,2,2
17,178,18,21,2,7,11,5,4,3,3
18,177,19,22,1,6,13,5,5,3,4
19,176,19,23,1,5,14,5,5,4,5
20,176,19,24,1,3,16,5,6,5,5
21,176,16,24,0,2,14,4,6,8,5
22,173,18,27,3,5,13,6,6,9,5
23,170,19,30,3,7,12,6,5,11,5
24,167,21,33,3,8,13,5,5,12,5
25,164,24,36,3,9,15,5,6,12,5
26,162,24,38,2,7,17,5,6,13,6
27,161,25,40,2,6,19,5,7,14,6
28,156,28,45,5,8,20,8,6,16,6
29,151,32,50,5,11,21,10,6,17,6
30,149,31,52,2,9,22,9,7,20,6
31,144,35,57,5,11,24,10,7,21,6
32,141,37,60,3,14,23,11,9,21,7
33,137,40,64,4,10,30,14,8,22,8
34,135,41,67,3,9,32,13,7,24,8
35,130,44,72,5,11,33,19,7,26,8
36,126,45,76,4,12,33,20,7,29,8
37,121,46,81,5,12,34,18,8,32,9
38,120,46,83,2,10,36,21,6,34,9
39,115,49,88,5,12,37,22,8,36,9
40,112,47,91,3,9,38,22,7,40,10
41,109,48,95,4,11,37,21,8,43,10
42,106,51,98,3,11,40,24,11,43,10
