
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,196,4,4,4,4,0,0,0,0,0
1,194,6,6,2,6,0,0,0,0,0
2,194,6,6,0,6,0,0,0,0,0
3,194,6,6,0,2,4,0,0,0,0
4,190,10,10,4,5,5,0,0,0,0
5,189,11,11,1,5,6,2,2,0,0
6,187,12,12,1,5,7,3,2,0,1
7,187,13,13,1,5,8,3,3,0,1
8,184,15,15,2,5,10,3,4,0,2
9,183,17,17,2,5,12,3,5,0,2
10,182,18,18,1,6,12,4,6,0,2
11,181,19,19,1,5,14,5,7,0,2
12,177,23,23,4,8,15,5,7,0,2
13,174,22,26,3,9,13,5,5,4,2
14,171,24,29,3,10,14,5,5,5,2
15,168,26,32,3,11,15,7,4,6,2
16,165,28,35,3,9,19,8,4,7,2
17,160,31,39,4,10,21,10,3,8,3
18,159,31,41,2,9,22,13,3,10,3
19,157,31,43,2,9,22,12,5,12,3
20,154,34,46,3,8,26,14,6,12,3
21,151,35,49,3,7,28,13,7,14,3
22,147,38,53,4,9,29,14,9,15,3
23,144,38,55,2,9,29,14,11,17,4
24,144,37,56,1,7,30,15,10,19,4
25,141,37,59,3,8,29,14,10,21,5
26,140,34,61,2,7,27,12,10,26,5
27,139,32,62,1,5,27,14,7,29,5
28,132,36,69,7,10,26,15,6,32,5
29,128,37,73,4,11,26,16,5,34,6
30,121,42,81,8,16,26,16,4,37,6
31,120,40,82,1,12,28,16,4,40,6
32,116,42,86,4,11,31,15,6,42,6
33,114,42,88,2,9,33,16,8,44,6
34,110,43,92,4,9,34,17,9,47,6
35,108,43,94,2,6,37,17,11,49,6
36,105,43,97,3,7,36,16,13,52,6
37,101,44,101,4,9,35,15,16,55,6
38,97,45,104,3,11,34,15,16,57,7
39,96,44,106,2,7,37,15,15,60,7
40,92,45,110,4,9,36,15,13,63,7
41,89,43,113,3,10,33,16,13,68,7
42,87,40,115,2,8,32,14,12,73,7
43,83,39,118,3,10,29,14,10,77,8
44,83,36,119,1,7,29,15,9,81,8
45,77,37,125,6,8,29,14,6,86,8
46,76,36,126,1,7,29,16,6,88,8
47,75,35,127,1,7,28,18,7,90,8
48,74,35,128,1,5,30,19,7,91,8
49,72,31,130,2,3,28,15,6,97,8
50,69,32,133,3,6,26,17,5,99,8
51,68,30,134,1,5,25,16,7,101,9
52,69,26,134,0,4,22,13,6,105,9
53,69,25,134,0,1,24,13,7,106,9
54,68,23,135,1,1,22,12,6,109,9
55,68,18,135,0,1,17,10,6,114,9
56,67,16,136,1,1,15,8,6,116,11
57,68,16,137,1,2,14,8,5,117,11
58,67,14,138,1,2,12,6,5,120,11
59,63,15,142,4,6,9,5,3,123,12
60,61,17,144,2,6,11,5,4,123,13
61,62,15,144,0,5,10,4,3,125,13
62,62,14,144,0,1,13,4,4,126,13
63,61,11,144,0,0,11,3,3,129,15
64,62,10,144,0,0,10,5,4,130,16
65,63,10,144,0,0,10,6,4,130,16
66,63,9,144,0,0,9,5,4,131,16
67,62,10,145,1,1,9,5,4,131,16
68,61,9,145,0,1,8,5,3,132,17
69,62,9,145,0,1,8,5,3,132,17
70,61,8,146,1,2,6,4,2,134,17
71,60,8,147,1,2,6,4,1,135,17
72,60,4,147,0,2,2,1,0,139,17
73,60,3,147,0,1,2,1,0,140,17
74,60,3,147,0,0,3,1,0,140,18
75,61,3,147,0,0,3,2,0,140,18
76,61,3,147,0,0,3,3,0,140,19
77,62,3,147,0,0,3,3,0,140,19
78,62,3,147,0,0,3,3,0,140,19
79,62,3,147,0,0,3,3,0,140,19
80,62,3,147,0,0,3,3,0,140,19
81,62,2,147,0,0,2,2,0,141,20
82,63,2,147,0,0,2,2,0,141,20
83,63,1,147,0,0,1,1,0,142,20
84,63,0,147,0,0,0,0,0,143,20
85,62,1,148,1,1,0,0,0,143,20
86,61,1,148,0,1,0,0,0,143,21
87,62,1,148,0,1,0,0,0,143,21
88,62,1,148,0,0,1,0,0,143,21
89,62,1,148,0,0,1,0,0,143,21
90,62,1,148,0,0,1,0,1,143,21
91,62,1,148,0,0,1,0,1,143,22
92,63,1,148,0,0,1,0,1,143,22
93,63,1,148,0,0,1,0,1,143,22
94,63,1,148,0,0,1,0,1,143,22
95,63,1,148,0,0,1,0,1,143,22
96,63,1,148,0,0,1,0,1,143,22
97,63,1,148,0,0,1,0,1,143,22
98,62,1,149,1,1,0,0,0,144,22
99,61,2,150,1,2,0,0,0,144,22
100,61,2,150,0,2,0,0,0,144,22
101,61,2,150,0,0,2,0,0,144,22
102,61,2,150,0,0,2,0,0,144,22
103,61,2,150,0,0,2,2,0,144,22
104,61,2,150,0,0,2,2,0,144,22
105,60,3,151,1,1,2,2,0,144,22
106,60,3,151,0,1,2,2,0,144,22
107,60,3,151,0,0,3,2,0,144,22
108,60,3,151,0,0,3,2,0,144,23
109,60,4,152,1,1,3,3,0,144,23
110,60,4,152,0,1,3,3,0,144,23
111,60,2,152,0,1,1,1,0,146,23
112,59,2,152,0,1,1,1,0,146,24
113,60,2,152,0,0,2,1,0,146,24
114,59,3,153,1,1,2,1,0,146,24
115,59,3,153,0,1,2,2,0,146,24
116,59,3,153,0,1,2,2,0,146,24
117,59,2,153,0,1,1,1,0,147,24
118,59,2,153,0,0,2,1,0,147,24
119,59,2,153,0,0,2,1,0,147,24
120,59,2,153,0,0,2,2,0,147,24
121,59,2,153,0,0,2,2,0,147,24
122,59,2,153,0,0,2,2,0,147,24
123,59,1,153,0,0,1,1,0,148,24
124,59,1,153,0,0,1,1,0,148,24
125,59,1,153,0,0,1,1,0,148,24
126,59,1,153,0,0,1,1,0,148,24
127,58,1,153,0,0,1,1,0,148,25
128,59,0,153,0,0,0,0,0,149,25
129,59,0,153,0,0,0,0,0,149,25
130,59,0,153,0,0,0,0,0,149,25
131,59,0,153,0,0,0,0,0,149,25
132,59,0,153,0,0,0,0,0,149,25
133,59,0,153,0,0,0,0,0,149,25
134,58,1,154,1,1,0,0,0,149,25
135,58,1,154,0,1,0,0,0,149,25
136,57,1,154,0,1,0,0,0,149,26
137,58,1,154,0,1,0,0,0,149,26
138,58,1,154,0,0,1,0,0,149,26
139,58,1,154,0,0,1,0,0,149,26
140,58,1,154,0,0,1,0,1,149,26
141,58,1,154,0,0,1,0,1,149,26
142,58,1,154,0,0,1,0,1,149,26
143,58,1,154,0,0,1,0,1,149,26
144,58,1,154,0,0,1,0,1,149,26
145,58,1,154,0,0,1,0,1,149,26
146,58,1,154,0,0,1,0,1,149,26
147,58,1,154,0,0,1,0,1,149,26
148,58,0,154,0,0,0,0,0,150,26
149,58,0,154,0,0,0,0,0,150,26
150,58,0,154,0,0,0,0,0,150,26
151,58,0,154,0,0,0,0,0,150,26
152,58,0,154,0,0,0,0,0,150,26
153,58,0,154,0,0,0,0,0,150,26
154,58,0,154,0,0,0,0,0,150,26
155,58,0,154,0,0,0,0,0,150,26
156,58,0,154,0,0,0,0,0,150,26
157,57,0,154,0,0,0,0,0,150,27
158,58,0,154,0,0,0,0,0,150,27
159,58,0,154,0,0,0,0,0,150,27
160,58,0,154,0,0,0,0,0,150,27
161,58,0,154,0,0,0,0,0,150,27
162,58,0,154,0,0,0,0,0,150,28
163,59,0,154,0,0,0,0,0,150,28
164,58,0,154,0,0,0,0,0,150,29
165,59,0,154,0,0,0,0,0,150,29
166,59,0,154,0,0,0,0,0,150,30
167,60,0,154,0,0,0,0,0,150,30
168,60,0,154,0,0,0,0,0,150,30
169,60,0,154,0,0,0,0,0,150,30
