
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,198,2,2,0,1,1,0,0,0,0
3,198,2,2,0,0,2,0,0,0,0
4,198,2,2,0,0,2,1,0,0,0
5,198,2,2,0,0,2,2,0,0,0
6,195,4,4,2,2,2,2,0,0,1
7,196,4,4,0,2,2,2,0,0,1
8,196,4,4,0,1,3,2,0,0,1
9,194,4,4,0,1,3,2,0,0,3
10,196,4,4,0,0,4,3,0,0,3
11,193,7,7,3,3,4,3,0,0,3
12,191,8,9,2,5,3,3,0,1,3
13,190,8,10,1,6,2,2,0,2,3
14,189,8,10,0,3,5,2,0,2,4
15,188,10,12,2,3,7,2,0,2,4
16,188,10,12,0,3,7,4,1,2,4
17,186,12,14,2,4,8,5,2,2,4
18,185,11,14,0,4,7,4,2,3,5
19,181,16,19,5,5,11,5,2,3,5
20,177,19,23,4,9,10,4,2,4,5
21,175,21,25,2,10,11,4,6,4,5
22,173,23,27,2,7,16,4,6,4,5
23,171,24,29,2,6,18,3,7,4,6
24,170,22,30,1,6,16,3,9,7,7
25,169,22,32,2,4,18,4,9,9,7
26,166,25,35,3,6,19,4,10,9,7
27,165,26,36,1,4,22,7,11,9,7
28,161,30,40,4,6,24,7,12,9,7
29,158,29,43,3,8,21,8,10,13,7
30,156,31,45,2,6,25,10,10,13,7
31,155,31,46,1,5,26,11,9,14,7
32,152,29,49,3,6,23,10,9,19,7
33,149,29,52,3,8,21,9,9,22,7
34,146,30,54,2,7,23,10,9,23,8
35,143,30,58,4,8,22,8,8,27,8
36,140,32,61,3,9,23,9,9,28,8
37,137,32,64,3,8,24,9,9,31,8
38,133,34,68,4,10,24,7,11,33,8
39,130,36,71,3,11,25,10,11,34,8
40,126,36,75,4,11,25,10,9,38,8
41,124,36,77,2,11,25,10,9,40,8
42,124,34,77,0,6,28,12,9,42,8
43,122,34,79,2,6,28,11,10,43,9
44,121,33,81,2,5,28,13,10,46,9
45,116,34,86,5,7,27,12,9,49,10
46,113,35,90,4,11,24,13,8,51,11
47,112,34,92,2,13,21,12,9,54,11
48,112,32,92,0,9,23,11,8,56,11
49,111,32,93,1,6,26,11,7,57,11
50,106,34,98,5,8,26,11,8,60,11
51,105,33,99,1,7,26,14,7,62,11
52,105,28,99,0,4,24,14,5,67,11
53,104,27,100,1,3,24,15,4,69,11
54,104,24,100,0,1,23,16,3,72,11
55,104,21,100,0,1,20,15,3,75,11
56,100,25,104,4,4,21,16,4,75,11
57,99,26,105,1,5,21,16,4,75,11
58,98,23,106,1,5,18,15,2,79,11
59,95,21,108,2,5,16,11,2,83,12
60,95,19,109,1,3,16,8,3,86,12
61,95,17,109,0,2,15,7,4,88,12
62,93,16,111,2,4,12,6,5,91,12
63,92,15,112,1,3,12,6,4,93,12
64,91,14,113,1,3,11,5,3,95,12
65,91,14,113,0,3,11,7,3,95,12
66,89,15,115,2,4,11,7,3,96,12
67,88,16,116,1,3,13,7,3,96,12
68,86,16,117,1,4,12,7,3,97,13
69,87,14,117,0,3,11,7,3,99,13
70,86,12,118,1,2,10,5,2,102,13
71,86,11,118,0,2,9,4,3,103,13
72,83,13,120,2,3,10,5,4,103,14
73,83,12,121,1,3,9,3,4,105,14
74,82,12,122,1,3,9,2,5,106,14
75,82,12,122,0,1,11,3,5,106,14
76,80,12,124,2,3,9,3,4,107,15
77,78,13,127,3,6,7,4,3,109,15
78,78,12,127,0,5,7,3,3,109,16
79,79,11,127,0,2,9,3,2,110,16
