
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,199,1,1,0,1,0,0,0,0,0
2,199,1,1,0,1,0,0,0,0,0
3,198,1,1,0,0,1,0,0,0,1
4,198,2,2,1,1,1,0,0,0,1
5,198,2,2,0,1,1,1,0,0,1
6,198,2,2,0,0,2,1,0,0,1
7,197,3,3,1,1,2,1,0,0,1
8,196,4,4,1,2,2,2,0,0,1
9,194,6,6,2,4,2,2,0,0,1
10,194,6,6,0,4,2,2,0,0,1
11,194,6,6,0,2,4,2,0,0,1
12,194,6,6,0,1,5,2,0,0,1
13,192,7,8,2,2,5,1,2,1,1
14,191,8,9,1,3,5,2,2,1,1
15,190,9,10,1,4,5,3,2,1,1
16,188,10,12,2,5,5,2,2,2,1
17,187,11,13,1,4,7,2,2,2,1
18,186,12,14,1,4,8,3,2,2,1
19,185,13,15,1,5,8,4,3,2,1
20,184,13,15,0,3,10,5,3,2,2
21,185,11,15,0,0,11,5,1,4,2
22,184,11,16,1,1,10,5,2,5,2
23,180,14,20,4,5,9,6,3,6,2
24,180,14,20,0,5,9,6,3,6,2
25,178,16,22,2,3,13,6,3,6,2
26,174,19,26,4,6,13,5,3,7,2
27,172,19,28,2,8,11,6,4,9,2
28,169,21,31,3,10,11,5,5,10,2
29,167,23,33,2,8,15,5,5,10,2
30,163,25,37,4,9,16,5,4,12,2
31,160,25,40,3,12,13,3,7,15,2
32,158,27,42,2,10,17,5,8,15,2
33,156,29,44,2,10,19,5,8,15,2
34,155,30,45,1,8,22,7,10,15,2
35,154,27,46,1,4,23,6,9,19,2
36,152,28,48,2,4,24,8,9,20,2
37,151,29,49,1,4,25,12,10,20,2
38,147,32,53,4,7,25,13,10,21,2
39,144,31,56,3,8,23,14,6,25,2
40,140,31,59,3,10,21,13,5,28,3
41,138,34,62,3,11,23,15,5,28,3
42,135,33,65,3,9,24,14,3,32,3
