
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,196,3,3,1,2,1,0,0,0,1
4,196,4,4,1,2,2,0,0,0,1
5,196,4,4,0,2,2,1,0,0,1
6,195,5,5,1,2,3,1,1,0,1
7,194,6,6,1,3,3,1,1,0,1
8,192,8,8,2,3,5,1,2,0,1
9,191,9,9,1,4,5,1,2,0,1
10,188,12,12,3,5,7,2,3,0,1
11,186,14,14,2,7,7,2,3,0,1
12,186,14,14,0,6,8,4,3,0,1
13,185,14,15,1,3,11,3,3,1,1
14,182,16,18,3,5,11,4,2,2,1
15,180,18,20,2,6,12,6,4,2,1
16,178,18,21,1,5,13,7,3,3,2
17,175,22,25,4,8,14,8,3,3,2
18,173,22,27,2,9,13,8,3,5,2
19,170,25,30,3,7,18,9,3,5,2
20,170,23,30,0,5,18,8,3,7,2
21,166,27,34,4,6,21,13,3,7,2
22,164,28,36,2,6,22,14,3,8,2
23,158,29,41,5,11,18,15,1,12,3
24,158,28,42,1,10,18,15,1,13,4
25,154,32,47,5,11,21,14,1,14,4
26,150,34,51,4,10,24,14,1,16,4
27,150,33,51,0,7,26,16,2,17,4
28,148,34,53,2,6,28,19,3,18,4
29,145,33,56,3,7,26,18,3,22,4
30,142,33,59,3,8,25,18,3,24,5
31,139,34,63,4,9,25,17,3,27,5
32,134,37,68,5,11,26,16,4,29,5
33,129,42,73,5,14,28,18,5,29,5
34,126,44,76,3,14,30,18,7,30,5
35,122,44,80,4,13,31,16,7,34,5
36,118,43,84,4,11,32,14,7,39,5
37,113,44,88,4,11,33,15,8,42,6
38,113,42,89,1,8,34,16,10,45,6
39,109,44,93,4,10,34,16,12,47,6
40,107,44,95,2,10,34,17,13,49,6
41,103,45,99,4,7,38,17,12,52,6
42,98,46,103,4,11,35,18,10,55,7
43,96,47,106,3,13,34,22,11,57,7
44,93,47,109,3,10,37,20,10,60,7
45,91,44,111,2,7,37,17,9,65,7
46,89,40,113,2,7,33,16,10,71,7
47,88,37,114,1,5,32,19,8,75,7
48,86,35,116,2,4,31,19,6,79,7
49,84,35,118,2,5,30,19,7,81,7
50,84,33,118,0,3,30,21,6,83,7
51,81,29,121,3,6,23,16,5,90,7
52,79,31,123,2,6,25,18,5,90,7
53,76,33,126,3,6,27,17,5,91,7
54,73,30,129,3,8,22,15,3,97,7
55,71,27,131,2,9,18,13,3,102,7
56,71,25,131,0,6,19,12,3,104,7
57,70,23,132,1,3,20,10,3,107,8
58,70,21,133,1,2,19,9,4,110,8
59,68,22,135,2,4,18,11,5,111,8
60,67,21,136,1,5,16,9,7,113,9
61,67,22,137,1,3,19,9,7,113,9
62,66,21,138,1,2,19,8,6,115,9
63,62,22,142,4,5,17,7,7,118,9
64,60,23,144,2,6,17,8,7,119,9
65,60,22,144,0,6,16,8,7,120,9
66,59,20,145,1,4,16,6,7,123,9
67,57,18,147,2,3,15,4,5,127,9
68,55,18,149,2,5,13,6,4,129,9
69,55,18,149,0,4,14,8,5,129,9
70,54,19,150,1,3,16,8,5,129,9
71,53,17,151,1,4,13,7,4,132,9
72,53,15,151,0,1,14,6,5,134,9
73,53,14,151,0,1,13,6,4,135,9
74,51,14,152,1,1,13,8,4,136,10
75,52,14,152,0,1,13,8,4,136,10
76,51,12,153,1,1,11,7,3,139,10
77,50,10,154,1,2,8,5,2,142,10
78,50,9,154,0,2,7,5,2,142,11
79,50,9,155,1,1,8,4,2,143,11
