
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,198,2,2,1,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,197,3,3,1,2,1,0,0,0,0
4,197,3,3,0,1,2,0,0,0,0
5,195,5,5,2,3,2,0,1,0,0
6,194,6,6,1,4,2,1,1,0,0
7,193,7,7,1,2,5,1,1,0,0
8,192,8,8,1,2,6,1,1,0,0
9,188,10,10,2,4,6,3,2,0,2
10,190,10,10,0,2,8,4,2,0,2
11,189,11,11,1,2,9,4,2,0,2
12,187,13,13,2,3,10,5,3,0,2
13,186,13,14,1,4,9,5,3,1,2
14,186,12,14,0,2,10,4,4,2,2
15,183,15,17,3,4,11,4,4,2,2
16,181,17,19,2,5,12,6,4,2,2
17,180,15,20,1,4,11,5,3,5,2
18,176,18,24,4,6,12,4,4,6,2
19,175,19,25,1,6,13,6,4,6,2
20,171,21,29,4,10,11,7,3,8,2
21,169,22,31,2,9,13,8,2,9,2
22,167,23,33,2,7,16,8,1,10,2
23,165,25,35,2,6,19,10,2,10,2
24,163,25,37,2,6,19,11,3,12,2
25,157,30,43,6,11,19,12,4,13,2
26,154,32,46,3,10,22,14,3,14,2
27,153,31,47,1,9,22,12,4,16,2
28,149,33,51,4,11,22,13,5,18,2
29,141,39,58,7,13,26,14,5,19,3
30,138,43,62,4,13,30,15,6,19,3
31,136,41,63,1,11,30,14,9,22,4
32,133,41,67,4,10,31,15,8,26,4
33,129,42,71,4,10,32,16,7,29,4
34,128,41,72,1,8,33,18,8,31,4
35,126,42,74,2,7,35,20,9,32,4
36,122,42,78,4,8,34,20,8,36,4
37,118,42,82,4,9,33,18,9,38,6
38,119,41,83,1,8,33,20,8,40,6
39,116,38,86,3,9,29,19,6,45,7
40,117,34,86,0,5,29,16,7,48,8
41,114,35,90,4,4,31,15,7,51,8
42,114,30,90,0,4,26,13,8,56,8
43,113,27,91,1,3,24,16,6,60,8
44,109,29,94,3,5,24,15,6,61,9
45,110,26,94,0,4,22,15,5,64,9
46,107,27,97,3,6,21,13,6,66,9
47,104,26,100,3,8,18,12,4,69,10
48,104,25,101,1,7,18,12,3,71,10
49,102,25,103,2,7,18,10,4,73,10
50,102,21,103,0,5,16,9,3,77,10
51,100,19,105,2,5,14,5,5,81,10
52,99,20,106,1,3,17,7,5,81,10
53,97,20,108,2,4,16,6,6,83,11
54,98,19,108,0,3,16,9,5,84,11
