
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,196,3,3,3,3,0,0,0,0,1
1,196,3,3,0,3,0,0,0,0,2
2,195,5,5,2,5,0,0,0,0,2
3,195,5,5,0,5,0,0,0,0,2
4,195,5,5,0,1,4,0,0,0,2
5,194,6,6,1,1,5,0,0,0,2
6,192,8,8,2,3,5,1,3,0,2
7,191,9,9,1,4,5,2,3,0,2
8,190,10,10,1,3,7,2,3,0,2
9,188,12,12,2,3,9,2,3,0,2
10,184,16,16,4,6,10,2,5,0,2
11,182,18,18,2,8,10,4,5,0,2
12,181,19,19,1,7,12,5,5,0,2
13,178,22,22,3,5,17,5,5,0,2
14,176,20,24,2,6,14,6,2,4,2
15,174,20,26,2,7,13,7,4,5,3
16,173,22,28,2,8,14,7,5,5,3
17,170,25,31,3,7,18,7,6,5,3
18,169,24,32,1,4,20,8,4,7,3
19,165,27,36,4,7,20,10,5,8,3
20,161,30,40,4,11,19,12,6,9,3
21,159,32,42,2,9,23,13,6,9,3
22,156,32,44,2,9,23,11,6,11,4
23,154,30,47,3,8,22,11,5,16,4
24,150,33,51,4,9,24,11,6,17,4
25,148,33,52,1,8,25,15,5,18,5
26,144,37,57,5,11,26,16,6,19,5
27,143,34,58,1,8,26,15,5,23,5
28,142,31,59,1,7,24,14,4,27,5
29,140,31,61,2,6,25,13,7,28,6
30,137,34,64,3,6,28,15,7,28,7
31,135,33,67,3,7,26,15,6,32,7
32,131,34,71,4,9,25,16,5,34,8
33,130,33,73,2,9,24,14,6,37,8
34,127,34,76,3,8,26,15,5,39,8
35,124,35,79,3,8,27,14,6,41,8
36,121,36,82,3,9,27,15,7,43,8
37,120,33,83,1,8,25,15,6,47,8
38,117,34,86,3,6,28,14,7,49,8
39,112,36,91,5,10,26,11,9,52,8
40,107,38,96,5,11,27,13,9,55,8
41,104,39,99,3,9,30,12,9,57,8
42,98,43,105,6,14,29,12,11,59,9
43,99,41,105,0,10,31,16,10,61,9
