
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,195,5,5,3,5,0,0,0,0,0
3,195,5,5,0,5,0,0,0,0,0
4,195,5,5,0,3,2,0,0,0,0
5,195,5,5,0,2,3,0,0,0,0
6,194,5,5,0,0,5,1,1,0,1
7,189,10,10,5,5,5,1,2,0,2
8,187,13,13,3,8,5,2,3,0,2
9,186,14,14,1,9,5,2,3,0,2
10,183,15,15,1,9,6,2,3,0,4
11,185,15,15,0,3,12,2,3,0,4
12,182,18,18,3,4,14,2,4,0,4
13,178,22,22,4,7,15,6,6,0,4
14,175,23,25,3,9,14,6,6,2,4
15,173,24,27,2,9,15,7,5,3,4
16,170,25,30,3,8,17,7,4,5,4
17,165,30,35,5,8,22,9,4,5,4
18,161,34,39,4,10,24,10,7,5,4
19,154,41,46,7,15,26,14,8,5,4
20,149,45,51,5,17,28,16,7,6,4
21,143,44,57,6,20,24,13,5,12,5
22,141,45,60,3,18,27,13,6,14,5
23,140,45,61,1,9,36,14,7,15,5
24,132,52,69,8,12,40,15,10,16,5
25,130,53,71,2,12,41,22,12,17,5
26,124,55,77,6,12,43,23,12,21,5
27,117,57,84,7,14,43,21,11,26,5
28,107,65,94,10,22,43,23,13,28,5
29,100,70,101,7,24,46,26,13,30,5
30,97,70,104,3,19,51,27,11,33,5
31,94,70,107,3,14,56,28,12,36,5
32,91,67,110,3,11,56,32,10,41,6
33,89,60,113,3,9,51,27,13,51,6
34,83,61,119,6,12,49,28,13,56,6
35,80,60,122,3,11,49,28,14,58,8
36,77,60,127,5,10,50,27,13,63,8
37,76,56,128,1,8,48,26,13,68,8
38,75,55,129,1,7,48,26,17,70,8
39,70,56,134,5,9,47,26,16,74,8
40,66,53,138,4,10,43,22,15,81,8
41,66,45,138,0,8,37,21,11,89,8
42,62,42,141,3,6,36,20,9,95,9
43,62,36,142,1,4,32,16,8,100,11
44,63,34,143,1,3,31,18,8,103,11
45,62,31,144,1,4,27,17,8,107,11
46,60,28,146,2,4,24,18,4,112,11
47,59,25,147,1,3,22,15,3,115,12
48,59,24,148,1,3,21,14,4,117,12
49,55,26,152,4,5,21,15,3,119,12
50,55,23,152,0,5,18,14,2,122,12
51,54,22,153,1,4,18,13,3,124,12
52,54,17,153,0,3,14,9,2,129,12
53,52,17,155,2,2,15,9,2,131,12
54,50,17,157,2,4,13,8,2,133,12
55,49,17,158,1,4,13,7,5,133,13
56,49,16,159,1,4,12,6,4,135,13
57,49,14,159,0,3,11,5,4,137,13
58,49,12,159,0,2,10,4,4,138,14
59,49,12,160,1,2,10,5,3,139,14
60,48,13,161,1,2,11,6,3,139,14
61,48,11,161,0,2,9,5,3,141,14
62,48,11,161,0,2,9,6,3,141,14
63,48,8,161,0,0,8,6,0,144,14
64,48,8,161,0,0,8,6,0,144,14
65,47,8,162,1,1,7,7,0,145,14
66,47,7,162,0,1,6,6,0,146,14
67,47,6,162,0,0,6,5,0,147,14
68,47,5,162,0,0,5,4,0,148,14
69,47,4,162,0,0,4,4,0,149,14
70,47,3,162,0,0,3,3,0,150,14
71,46,3,162,0,0,3,3,0,150,15
72,46,4,163,1,1,3,3,0,150,15
73,46,2,163,0,1,1,1,0,152,15
74,46,2,163,0,1,1,1,0,152,15
75,46,2,163,0,0,2,1,0,152,15
76,46,2,163,0,0,2,1,0,152,15
77,46,1,163,0,0,1,1,0,153,15
78,46,1,163,0,0,1,1,0,153,15
79,46,1,163,0,0,1,1,0,153,15
