
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,198,2,2,1,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,197,3,3,1,2,1,0,0,0,0
4,195,4,4,1,2,2,0,0,0,1
5,192,8,8,4,6,2,1,0,0,1
6,192,8,8,0,5,3,2,0,0,1
7,191,8,8,0,3,5,2,0,0,2
8,191,9,9,1,2,7,3,0,0,2
9,189,11,11,2,3,8,5,0,0,2
10,186,14,14,3,6,8,6,1,0,2
11,184,16,16,2,7,9,7,1,0,2
12,184,16,16,0,5,11,7,1,0,2
13,178,21,22,6,8,13,7,1,1,2
14,174,24,26,4,10,14,8,1,2,2
15,172,25,27,1,9,16,9,3,2,3
16,172,25,28,1,7,18,10,3,3,3
17,167,28,33,5,8,20,10,3,5,3
18,163,30,37,4,11,19,11,3,7,3
19,161,31,39,2,7,24,12,5,8,3
20,157,35,43,4,9,26,13,5,8,3
21,154,36,46,3,9,27,15,7,9,4
22,153,36,48,2,9,27,14,8,11,4
23,151,35,50,2,9,26,16,6,14,4
24,145,39,56,6,10,29,15,7,15,5
25,141,41,60,4,12,29,14,8,17,6
26,138,42,64,4,14,28,13,11,20,6
27,138,38,64,0,9,29,12,10,24,6
28,131,44,71,7,10,34,12,11,25,6
29,129,40,73,2,12,28,11,11,31,6
30,126,42,76,3,10,32,14,13,32,6
31,120,44,81,5,11,33,11,13,35,7
32,121,42,81,0,8,34,11,16,37,7
33,118,43,84,3,8,35,13,16,39,7
34,116,39,85,1,5,34,12,15,44,8
35,112,42,90,5,8,34,13,15,46,8
36,110,42,92,2,8,34,15,15,48,8
37,107,40,95,3,8,32,13,14,53,8
38,105,35,97,2,8,27,11,11,59,9
39,101,39,101,4,9,30,12,13,59,10
40,98,38,105,4,11,27,13,9,64,10
41,92,40,111,6,14,26,11,10,68,10
42,90,39,113,2,12,27,11,9,71,10
43,89,38,114,1,9,29,12,9,73,10
44,86,36,117,3,8,28,12,8,77,11
45,85,35,119,2,7,28,12,9,79,12
46,85,34,120,1,5,29,12,11,81,12
47,84,32,121,1,5,27,11,12,84,12
48,83,32,122,1,4,28,12,13,85,12
49,79,33,126,4,7,26,12,11,88,12
50,77,33,128,2,7,26,14,9,90,12
51,75,31,130,2,8,23,11,9,93,13
52,75,30,131,1,5,25,10,10,95,13
53,74,27,132,1,3,24,8,9,99,13
54,74,23,132,0,3,20,10,7,103,13
