
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,198,2,2,1,2,0,0,0,0,0
2,197,2,2,0,2,0,0,0,0,1
3,197,3,3,1,1,2,0,0,0,1
4,194,6,6,3,4,2,0,0,0,1
5,194,6,6,0,4,2,1,1,0,1
6,191,9,9,3,3,6,1,1,0,1
7,190,10,10,1,4,6,1,1,0,1
8,188,12,12,2,6,6,4,2,0,1
9,186,14,14,2,4,10,4,2,0,1
10,186,14,14,0,2,12,4,2,0,1
11,181,19,19,5,6,13,8,2,0,1
12,181,19,19,0,6,13,9,3,0,1
13,177,21,23,4,7,14,8,3,2,1
14,174,24,26,3,10,14,8,3,2,1
15,171,27,29,3,8,19,10,4,2,1
16,170,24,30,1,7,17,7,3,6,1
17,169,25,31,1,5,20,11,4,6,1
18,166,28,34,3,5,23,13,4,6,1
19,162,28,38,4,8,20,11,5,10,1
20,156,31,44,6,13,18,11,5,12,2
21,154,32,46,2,8,24,12,4,13,3
22,151,36,50,4,10,26,13,4,13,3
23,148,37,53,3,9,28,16,6,15,3
24,146,39,55,2,7,32,18,6,15,3
25,141,39,60,5,10,29,17,6,20,3
26,135,42,66,6,13,29,16,8,22,4
27,135,40,67,1,11,29,15,8,25,4
28,131,42,71,4,12,30,16,8,27,4
29,130,42,72,1,8,34,17,9,28,4
30,127,44,75,3,7,37,19,9,29,4
31,124,40,78,3,9,31,18,8,36,4
32,123,39,79,1,8,31,19,9,38,4
33,122,36,80,1,5,31,17,8,42,4
34,118,35,83,3,6,29,17,6,46,6
35,117,36,86,3,7,29,17,8,48,6
36,116,34,87,1,7,27,16,8,51,6
37,114,33,89,2,6,27,16,7,54,6
38,114,30,89,0,4,26,13,8,57,6
39,109,30,94,5,7,23,12,7,62,6
40,106,29,97,3,8,21,10,7,66,6
41,104,30,99,2,9,21,10,8,67,6
42,102,30,101,2,8,22,10,8,69,6
43,100,28,103,2,6,22,9,6,73,6
44,99,27,104,1,7,20,8,8,75,6
45,98,26,105,1,5,21,7,11,77,6
46,96,26,107,2,3,23,6,10,78,7
47,91,29,113,6,9,20,7,9,81,7
48,89,29,115,2,11,18,8,10,83,7
49,88,28,116,1,7,21,7,9,85,7
50,87,28,117,1,5,23,6,9,86,7
51,85,29,119,2,6,23,9,10,87,7
52,82,28,121,2,4,24,11,8,90,8
53,81,26,123,2,5,21,11,5,94,8
54,80,27,124,1,5,22,14,6,94,8
