
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,194,6,6,6,6,0,0,0,0,0
1,194,6,6,0,6,0,0,0,0,0
2,194,6,6,0,6,0,0,0,0,0
3,194,6,6,0,4,2,0,0,0,0
4,193,7,7,1,1,6,0,0,0,0
5,191,9,9,2,3,6,1,1,0,0
6,190,10,10,1,3,7,4,2,0,0
7,186,14,14,4,6,8,4,2,0,0
8,181,19,19,5,10,9,5,2,0,0
9,178,22,22,3,13,9,6,2,0,0
10,175,25,25,3,12,13,7,2,0,0
11,173,27,27,2,8,19,7,2,0,0
12,170,30,30,3,7,23,8,5,0,0
13,168,30,32,2,6,24,12,5,2,0
14,165,29,35,3,7,22,11,6,6,0
15,158,36,42,7,12,24,13,7,6,0
16,155,38,45,3,13,25,14,7,7,0
17,151,41,49,4,14,27,14,8,8,0
18,147,44,53,4,14,30,13,10,9,0
19,144,47,56,3,10,37,16,10,9,0
20,142,45,58,2,7,38,18,8,13,0
21,139,42,61,3,7,35,17,10,19,0
22,136,41,64,3,10,31,20,8,23,0
23,136,38,64,0,6,32,21,7,26,0
24,132,40,68,4,6,34,19,7,28,0
25,121,49,79,11,15,34,21,7,30,0
26,118,48,81,2,13,35,23,6,32,2
27,118,47,83,2,12,35,22,6,35,2
28,113,47,87,4,12,35,22,6,39,3
29,111,44,90,3,10,34,22,3,45,3
30,110,39,91,1,8,31,20,3,50,4
31,109,38,93,2,7,31,20,5,53,4
32,107,40,95,2,7,33,21,7,53,4
33,106,37,96,1,6,31,20,7,57,4
34,103,36,99,3,7,29,18,7,61,4
35,101,37,101,2,5,32,18,8,62,4
36,99,35,103,2,7,28,17,7,66,4
37,97,33,105,2,7,26,16,8,69,5
38,96,31,107,2,7,24,12,8,73,5
39,93,29,110,3,6,23,11,6,78,5
40,91,28,112,2,6,22,11,5,81,5
41,89,28,114,2,7,21,14,4,83,5
42,85,30,118,4,9,21,15,3,85,5
43,85,28,118,0,5,23,14,3,87,6
44,80,32,124,6,10,22,14,3,89,6
45,78,30,126,2,11,19,13,4,93,6
46,77,31,127,1,7,24,14,4,93,6
47,77,29,127,0,3,26,13,4,95,6
48,76,28,128,1,2,26,16,4,97,6
49,73,26,131,3,5,21,15,4,101,7
50,73,25,132,1,5,20,13,6,103,7
51,73,24,132,0,4,20,13,5,104,7
52,72,23,133,1,4,19,12,5,106,7
53,72,19,133,0,2,17,11,3,110,7
54,69,22,136,3,3,19,11,4,110,7
55,68,22,137,1,4,18,12,4,111,7
56,66,19,139,2,5,14,9,4,116,7
57,65,16,140,1,5,11,5,4,120,7
58,65,13,140,0,3,10,5,2,122,8
59,65,14,141,1,2,12,5,3,122,8
60,65,13,141,0,1,12,6,3,123,8
61,63,15,143,2,3,12,8,3,123,8
62,63,14,143,0,3,11,9,2,124,8
63,62,13,144,1,3,10,7,2,126,8
64,62,10,144,0,2,8,5,1,128,9
65,62,11,145,1,1,10,6,1,128,9
66,62,9,145,0,1,8,5,1,129,10
67,63,8,145,0,1,7,6,1,130,11
68,63,8,146,1,2,6,5,1,131,11
69,63,7,146,0,1,6,4,1,132,11
70,61,8,148,2,3,5,3,1,133,11
71,61,8,148,0,2,6,4,1,133,11
72,61,8,148,0,2,6,4,1,133,11
73,60,8,149,1,1,7,3,2,134,11
