
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,197,3,3,3,3,0,0,0,0,0
1,197,3,3,0,3,0,0,0,0,0
2,197,3,3,0,1,2,0,0,0,0
3,195,4,4,1,2,2,0,0,0,1
4,195,5,5,1,2,3,1,1,0,1
5,194,6,6,1,2,4,1,1,0,1
6,193,7,7,1,3,4,1,2,0,1
7,192,8,8,1,4,4,2,2,0,1
8,192,8,8,0,2,6,2,2,0,1
9,188,12,12,4,5,7,2,2,0,1
10,187,13,13,1,5,8,4,2,0,1
11,186,14,14,1,4,10,4,3,0,1
12,182,16,18,4,8,8,3,3,2,1
13,182,16,18,0,5,11,5,3,2,1
14,179,17,21,3,5,12,4,2,3,2
15,178,18,23,2,5,13,5,3,4,2
16,177,18,23,0,3,15,6,5,4,3
17,175,20,25,2,4,16,7,6,4,4
18,173,22,28,3,6,16,7,7,5,4
19,171,23,30,2,6,17,7,7,6,4
20,170,23,31,1,6,17,8,6,7,4
21,167,23,34,3,6,17,6,7,9,5
22,164,27,38,4,8,19,7,7,9,5
23,160,28,42,4,10,18,8,6,12,5
24,157,28,45,3,11,17,8,5,15,5
25,155,28,47,2,9,19,9,4,17,5
26,153,29,49,2,9,20,11,3,18,5
27,152,29,50,1,4,25,13,4,19,5
28,148,31,54,4,6,25,13,4,20,6
29,147,31,56,2,8,23,16,5,22,6
30,143,34,60,4,10,24,17,5,23,6
31,142,32,61,1,9,23,14,5,26,6
32,141,32,62,1,5,27,15,5,27,7
33,136,35,68,6,8,27,13,6,29,8
34,135,35,70,2,9,26,15,7,31,8
35,133,33,72,2,8,25,15,6,34,9
36,134,31,72,0,5,26,14,6,36,9
37,131,29,75,3,3,26,13,5,41,10
38,126,32,80,5,8,24,14,5,43,11
39,123,36,84,4,9,27,18,6,43,11
40,121,35,86,2,10,25,16,5,45,12
41,119,35,89,3,11,24,16,5,47,13
42,118,32,91,2,9,23,13,4,52,13
43,118,30,91,0,5,25,13,4,54,13
44,115,31,94,3,6,25,13,6,55,14
45,114,28,95,1,5,23,14,5,58,16
46,111,31,100,5,7,24,13,6,60,16
47,108,30,103,3,10,20,12,5,64,16
48,107,31,104,1,10,21,14,6,64,16
49,107,28,104,0,7,21,12,5,67,16
50,105,30,106,2,5,25,13,5,67,16
51,104,29,107,1,3,26,14,5,69,16
52,100,29,111,4,6,23,13,6,73,16
53,97,28,114,3,8,20,10,8,77,16
54,96,27,115,1,7,20,10,7,79,16
55,95,26,116,1,7,19,9,7,81,16
56,92,26,119,3,6,20,8,7,84,16
57,92,26,119,0,3,23,9,7,84,16
58,89,28,122,3,5,23,11,8,85,16
59,87,27,124,2,5,22,11,8,88,16
60,86,24,125,1,5,19,11,5,92,16
61,85,22,126,1,3,19,12,3,95,16
62,83,23,128,2,4,19,11,4,96,16
63,82,23,129,1,5,18,12,5,97,16
64,78,24,132,3,7,17,12,4,99,18
65,75,28,137,5,9,19,11,4,100,18
66,74,25,138,1,7,18,9,3,104,18
67,71,25,141,3,6,19,10,2,107,18
68,70,25,142,1,4,21,12,2,108,18
69,70,22,142,0,4,18,10,5,110,19
70,70,22,143,1,3,19,12,5,111,19
71,68,21,145,2,3,18,10,4,114,19
72,68,21,145,0,3,18,11,5,114,19
73,67,22,146,1,2,20,12,6,114,19
74,66,22,147,1,2,20,11,6,115,20
75,66,20,148,1,3,17,8,8,118,20
76,66,17,148,0,3,14,6,8,121,20
77,65,14,149,1,3,11,5,5,125,20
78,64,12,150,1,3,9,3,4,128,20
79,64,12,150,0,2,10,4,4,128,20
80,63,11,151,1,1,10,3,4,130,20
81,60,11,154,3,4,7,3,2,132,21
82,59,13,156,2,6,7,5,2,132,21
83,59,12,156,0,4,8,5,1,133,21
84,56,14,159,3,4,10,4,1,134,21
85,56,14,159,0,4,10,5,2,134,21
86,55,15,160,1,3,12,6,4,134,21
87,55,14,160,0,3,11,5,4,135,21
88,54,14,161,1,1,13,6,4,136,21
89,54,13,161,0,1,12,5,4,137,21
90,53,12,162,1,2,10,5,5,139,21
91,53,12,162,0,2,10,5,5,139,21
92,53,12,162,0,1,11,5,5,139,21
93,53,9,162,0,1,8,3,4,141,22
94,54,6,162,0,0,6,3,2,144,22
95,54,6,162,0,0,6,3,2,144,22
96,54,5,162,0,0,5,4,1,145,22
97,53,5,163,1,1,4,3,1,145,23
98,54,2,163,0,1,1,1,0,148,23
99,54,2,163,0,1,1,1,0,148,23
100,54,2,163,0,1,1,1,0,148,23
101,54,2,163,0,0,2,1,0,148,23
102,54,1,163,0,0,1,0,0,149,23
103,54,1,163,0,0,1,1,0,149,23
104,54,1,163,0,0,1,1,0,149,23
105,54,1,163,0,0,1,1,0,149,23
106,53,2,164,1,1,1,1,0,149,23
107,53,2,164,0,1,1,1,0,149,23
108,53,2,164,0,1,1,1,0,149,23
109,53,2,164,0,1,1,1,0,149,23
110,53,2,164,0,0,2,1,0,149,23
111,52,2,165,1,1,1,0,0,150,23
112,52,2,165,0,1,1,0,1,150,23
113,52,2,165,0,1,1,0,1,150,23
114,52,2,165,0,0,2,0,1,150,23
115,52,2,165,0,0,2,0,1,150,23
116,52,2,165,0,0,2,1,1,150,23
117,52,2,165,0,0,2,1,1,150,23
118,52,2,165,0,0,2,1,1,150,24
119,53,2,165,0,0,2,1,1,150,24
120,53,1,165,0,0,1,1,0,151,24
121,53,1,165,0,0,1,1,0,151,24
122,52,2,166,1,1,1,1,0,151,24
123,52,2,166,0,1,1,1,0,151,24
124,52,1,166,0,1,0,0,0,152,24
125,51,2,167,1,2,0,0,0,152,24
126,51,2,167,0,1,1,0,0,152,24
127,51,2,167,0,1,1,0,0,152,24
128,51,2,167,0,1,1,0,1,152,24
129,50,3,168,1,1,2,0,1,152,24
130,50,3,168,0,1,2,0,1,152,24
131,50,3,168,0,1,2,0,2,152,24
132,50,3,168,0,0,3,0,2,152,24
133,50,3,168,0,0,3,0,2,152,24
134,50,3,168,0,0,3,1,2,152,24
135,49,4,169,1,1,3,1,2,152,24
136,49,3,169,0,1,2,1,1,153,24
137,49,3,169,0,1,2,1,1,153,24
138,49,3,169,0,1,2,1,1,153,24
139,49,2,169,0,0,2,1,0,154,24
140,48,3,170,1,1,2,1,0,154,24
141,47,3,170,0,1,2,1,1,154,25
142,48,2,170,0,1,1,0,1,155,25
143,48,2,170,0,1,1,0,1,155,25
144,48,2,170,0,0,2,0,1,155,25
145,48,2,170,0,0,2,0,1,155,25
146,48,2,170,0,0,2,0,2,155,25
147,48,2,170,0,0,2,0,2,155,25
148,48,2,170,0,0,2,0,2,155,25
149,48,1,170,0,0,1,0,1,156,25
150,48,1,170,0,0,1,0,1,156,25
151,48,1,170,0,0,1,0,1,156,25
152,47,2,171,1,1,1,0,1,156,25
153,47,2,171,0,1,1,0,1,156,25
154,47,1,171,0,1,0,0,0,157,25
155,47,1,171,0,0,1,0,0,157,25
156,47,1,171,0,0,1,0,0,157,25
157,47,1,171,0,0,1,1,0,157,25
158,46,1,171,0,0,1,1,0,157,26
159,47,1,171,0,0,1,1,0,157,26
160,47,1,171,0,0,1,1,0,157,26
161,47,1,171,0,0,1,1,0,157,26
162,47,1,171,0,0,1,1,0,157,26
163,47,1,171,0,0,1,1,0,157,26
164,47,1,171,0,0,1,1,0,157,26
165,47,0,171,0,0,0,0,0,158,27
166,48,0,171,0,0,0,0,0,158,27
167,48,0,171,0,0,0,0,0,158,27
168,48,0,171,0,0,0,0,0,158,27
169,48,0,171,0,0,0,0,0,158,27
170,48,0,171,0,0,0,0,0,158,27
171,47,0,171,0,0,0,0,0,158,28
172,48,0,171,0,0,0,0,0,158,28
173,48,0,171,0,0,0,0,0,158,28
174,48,0,171,0,0,0,0,0,158,28
175,48,0,171,0,0,0,0,0,158,28
176,48,0,171,0,0,0,0,0,158,28
177,48,0,171,0,0,0,0,0,158,28
178,48,0,171,0,0,0,0,0,158,28
179,48,0,171,0,0,0,0,0,158,28
