
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,196,3,3,1,1,2,0,0,0,1
4,196,4,4,1,2,2,0,0,0,1
5,196,4,4,0,2,2,2,0,0,1
6,194,5,5,1,1,4,2,0,0,2
7,193,7,7,2,3,4,2,0,0,2
8,193,7,7,0,2,5,3,1,0,2
9,191,9,9,2,3,6,3,1,0,2
10,191,9,9,0,3,6,3,2,0,2
11,190,10,10,1,2,8,4,2,0,2
12,190,10,10,0,1,9,4,2,0,2
13,189,9,11,1,1,8,3,3,2,2
14,186,12,14,3,4,8,4,3,2,2
15,183,15,17,3,7,8,4,4,2,2
16,183,13,17,0,6,7,3,3,4,2
17,183,13,17,0,0,13,3,3,4,2
18,179,16,21,4,4,12,4,2,5,2
19,175,19,25,4,8,11,7,4,6,2
20,175,19,25,0,5,14,7,4,6,2
21,173,19,27,2,6,13,6,3,8,2
22,172,19,28,1,6,13,7,4,9,2
23,170,20,30,2,5,15,8,3,10,2
24,167,23,33,3,8,15,9,3,10,2
25,159,31,41,8,14,17,11,4,10,2
26,156,33,44,3,13,20,10,4,11,2
27,152,31,48,4,14,17,6,4,17,2
28,151,32,49,1,12,20,9,5,17,2
29,145,38,55,6,11,27,10,7,17,2
30,144,36,56,1,10,26,11,6,20,2
31,142,37,58,2,7,30,14,9,21,2
32,139,39,61,3,7,32,14,10,22,2
33,134,40,65,4,9,31,15,11,25,3
34,132,42,68,3,11,31,16,12,25,4
35,129,44,72,4,12,32,18,10,27,4
36,129,39,72,0,8,31,14,10,31,5
37,125,41,77,5,9,32,15,9,34,5
38,123,40,79,2,9,31,15,10,37,5
39,115,41,87,8,13,28,14,8,44,5
40,114,40,88,1,13,27,15,7,46,5
41,111,39,90,2,8,31,17,6,49,6
42,108,39,94,4,9,30,15,5,52,7
43,109,37,94,0,6,31,19,6,54,7
44,108,37,95,1,5,32,20,7,55,7
45,107,35,96,1,3,32,21,6,58,7
46,104,34,99,3,4,30,19,6,62,7
47,100,35,103,4,7,28,20,5,65,7
48,96,37,107,4,10,27,20,5,67,7
49,92,37,111,4,11,26,18,4,71,7
50,89,38,114,3,13,25,16,5,72,8
51,89,33,115,1,8,25,13,5,78,8
52,86,33,118,3,6,27,13,3,81,8
53,85,31,119,1,6,25,13,6,84,8
54,82,32,122,3,7,25,15,7,86,8
55,79,32,125,3,9,23,13,7,89,8
56,77,32,127,2,8,24,13,7,91,8
57,75,33,129,2,6,27,13,7,92,8
58,74,33,130,1,5,28,15,7,93,8
59,72,32,132,2,5,27,17,6,96,8
60,71,31,133,1,5,26,17,6,97,9
61,69,28,136,3,5,23,15,4,103,9
62,68,23,137,1,6,17,12,2,108,10
63,65,26,141,4,7,19,13,3,109,10
64,64,26,142,1,6,20,12,3,110,10
65,63,26,143,1,5,21,12,5,111,10
66,62,24,144,1,4,20,12,4,114,10
67,61,22,145,1,3,19,10,5,117,10
68,61,20,145,0,2,18,8,7,119,10
69,60,19,146,1,1,18,9,6,121,10
70,60,18,146,0,1,17,9,6,122,10
71,59,16,147,1,2,14,8,6,125,11
72,59,17,148,1,2,15,8,6,125,11
73,59,14,148,0,2,12,7,4,128,11
74,59,12,148,0,0,12,6,4,130,11
75,56,13,151,3,3,10,5,3,132,11
76,55,12,152,1,4,8,7,1,134,11
77,55,10,152,0,2,8,5,1,136,11
78,55,9,152,0,1,8,4,1,137,12
79,56,7,152,0,1,6,3,2,139,12
