
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,196,4,4,4,4,0,0,0,0,0
1,194,6,6,2,6,0,0,0,0,0
2,192,8,8,2,6,2,0,0,0,0
3,191,9,9,1,6,3,0,0,0,0
4,190,10,10,1,4,6,1,1,0,0
5,189,11,11,1,3,8,1,2,0,0
6,187,13,13,2,5,8,3,3,0,0
7,187,13,13,0,4,9,4,4,0,0
8,186,14,14,1,3,11,4,4,0,0
9,185,15,15,1,3,12,5,4,0,0
10,184,16,16,1,3,13,7,4,0,0
11,182,18,18,2,5,13,8,4,0,0
12,181,17,19,1,5,12,7,4,2,0
13,179,18,21,2,5,13,7,3,3,0
14,174,20,26,5,8,12,6,2,6,0
15,171,21,29,3,9,12,7,1,8,0
16,167,25,33,4,12,13,9,1,8,0
17,165,26,35,2,8,18,9,2,9,0
18,163,26,37,2,7,19,7,3,11,0
19,158,30,42,5,10,20,10,5,12,0
20,153,33,46,4,9,24,12,5,13,1
21,154,33,46,0,7,26,13,6,13,1
22,151,35,49,3,6,29,14,9,14,1
23,147,37,53,4,8,29,14,9,16,1
24,146,36,54,1,7,29,15,10,18,1
25,141,39,59,5,11,28,15,10,20,1
26,137,41,63,4,11,30,17,9,21,2
27,134,39,67,4,13,26,13,8,27,2
28,130,40,71,4,13,27,12,9,30,2
29,126,42,75,4,11,31,13,8,32,2
30,123,40,78,3,12,28,14,6,37,2
31,122,38,79,1,7,31,16,7,39,3
32,122,35,80,1,6,29,15,6,43,3
33,119,36,83,3,6,30,18,7,45,3
34,116,38,86,3,6,32,19,7,46,3
35,108,45,94,8,14,31,22,6,47,3
36,106,43,96,2,12,31,23,4,50,4
37,104,44,99,3,10,34,21,4,52,4
38,102,42,101,2,8,34,20,5,56,4
39,100,38,103,2,5,33,19,5,62,4
40,100,36,103,0,3,33,19,7,64,4
41,99,32,104,1,3,29,19,7,69,4
42,99,28,104,0,3,25,16,8,71,6
43,101,23,104,0,1,22,11,9,74,8
44,100,23,107,3,4,19,8,9,77,8
45,99,23,107,0,3,20,9,10,77,9
46,97,23,110,3,5,18,8,8,80,9
47,97,19,110,0,5,14,6,7,84,9
48,96,17,111,1,3,14,6,5,87,9
49,94,15,113,2,5,10,4,3,91,9
50,91,16,116,3,5,11,5,3,93,9
51,90,16,117,1,5,11,5,2,94,9
52,89,17,118,1,4,13,8,2,94,9
53,87,17,120,2,6,11,7,2,96,10
54,86,19,122,2,4,15,8,3,96,10
55,86,18,122,0,2,16,7,3,97,10
56,86,17,122,0,1,16,8,5,98,10
57,83,20,125,3,4,16,10,5,98,10
58,83,17,125,0,3,14,9,4,101,10
59,82,18,126,1,4,14,9,4,101,10
60,81,16,127,1,3,13,6,5,104,10
61,80,16,128,1,3,13,6,4,105,10
62,80,14,128,0,1,13,7,3,107,10
63,79,15,129,1,2,13,7,4,107,10
64,79,11,129,0,1,10,6,3,111,10
65,77,11,131,2,2,9,4,3,113,10
66,77,10,131,0,2,8,4,3,114,10
67,76,11,132,1,2,9,5,3,114,10
68,75,11,133,1,2,9,5,2,115,10
69,74,12,134,1,2,10,6,2,115,10
70,74,10,134,0,2,8,5,2,117,10
71,74,9,134,0,2,7,6,1,118,10
72,74,7,134,0,1,6,5,0,120,11
73,75,6,134,0,0,6,4,0,120,12
74,76,5,134,0,0,5,4,0,121,12
75,76,4,134,0,0,4,4,0,122,12
76,76,4,134,0,0,4,4,0,122,12
77,76,3,134,0,0,3,3,0,123,12
78,75,4,135,1,1,3,3,0,123,12
79,75,3,135,0,1,2,2,0,124,12
80,74,4,136,1,1,3,2,0,124,12
81,73,4,136,0,1,3,2,0,124,13
82,74,3,136,0,0,3,2,0,125,13
83,74,2,136,0,0,2,1,0,126,13
84,73,3,137,1,1,2,1,1,126,13
85,73,3,137,0,1,2,1,1,126,13
86,73,3,137,0,1,2,1,1,126,13
87,73,3,137,0,1,2,1,1,126,13
88,73,3,137,0,0,3,1,1,126,13
89,72,4,138,1,1,3,1,1,126,13
90,72,3,138,0,1,2,0,2,127,13
91,72,3,138,0,0,3,0,2,127,13
92,72,2,138,0,0,2,0,1,128,13
93,71,3,139,1,1,2,1,1,128,13
94,70,4,140,1,2,2,1,1,128,13
95,70,4,140,0,2,2,1,1,128,13
96,68,5,141,1,2,3,1,1,128,14
97,69,5,141,0,2,3,1,1,128,14
98,69,4,141,0,0,4,2,0,129,14
99,69,4,141,0,0,4,2,0,129,14
100,68,5,142,1,1,4,4,0,129,14
101,68,4,142,0,1,3,3,0,130,14
102,68,4,142,0,1,3,3,0,130,14
103,67,5,143,1,1,4,3,0,130,14
104,66,6,144,1,2,4,3,0,130,14
105,66,6,144,0,2,4,4,0,130,14
106,65,5,144,0,2,3,3,0,131,15
107,66,5,144,0,1,4,3,0,131,15
108,66,3,144,0,0,3,1,0,133,15
109,66,2,144,0,0,2,1,0,133,17
110,68,2,144,0,0,2,1,1,133,17
111,67,3,145,1,1,2,1,1,133,17
112,67,3,145,0,1,2,1,1,133,17
113,67,3,145,0,0,3,1,1,133,17
114,67,3,145,0,0,3,1,1,133,17
115,65,5,147,2,2,3,2,1,133,17
116,65,5,147,0,2,3,2,1,133,17
117,65,4,147,0,2,2,1,1,134,17
118,65,3,147,0,2,1,1,0,135,17
119,65,3,147,0,0,3,1,0,135,17
120,65,3,147,0,0,3,1,0,135,17
121,65,3,147,0,0,3,3,0,135,17
122,65,2,147,0,0,2,2,0,135,18
123,66,1,147,0,0,1,1,0,136,18
124,66,1,147,0,0,1,1,0,136,18
125,66,1,147,0,0,1,1,0,136,18
126,65,2,148,1,1,1,1,0,136,18
127,64,3,149,1,2,1,1,0,136,18
128,64,3,149,0,2,1,1,0,136,18
129,64,2,149,0,1,1,0,0,137,18
130,63,3,150,1,1,2,0,0,137,18
131,63,3,150,0,1,2,1,0,137,18
132,63,3,150,0,1,2,2,0,137,18
133,62,4,151,1,1,3,2,0,137,18
134,61,5,152,1,2,3,2,0,137,18
135,60,6,153,1,2,4,3,0,137,18
136,60,6,153,0,2,4,3,0,137,18
137,60,6,153,0,1,5,4,0,137,18
138,60,6,153,0,0,6,4,0,137,18
139,60,5,153,0,0,5,4,0,138,18
140,60,4,153,0,0,4,4,0,139,18
141,60,4,153,0,0,4,4,0,139,18
142,59,4,153,0,0,4,4,0,139,19
143,59,4,154,1,1,3,3,0,140,20
144,60,4,154,0,1,3,3,0,140,20
145,60,3,154,0,1,2,2,0,141,20
146,60,3,154,0,1,2,2,0,141,20
147,60,2,154,0,0,2,1,0,142,20
148,60,1,154,0,0,1,0,0,143,20
149,60,1,154,0,0,1,1,0,143,20
150,60,1,154,0,0,1,1,0,143,20
151,60,1,154,0,0,1,1,0,143,20
152,60,1,154,0,0,1,1,0,143,20
153,59,2,155,1,1,1,1,0,143,20
154,59,2,155,0,1,1,1,0,143,20
155,59,2,155,0,1,1,1,0,143,20
156,59,2,155,0,0,2,1,0,143,20
157,59,1,155,0,0,1,0,0,144,20
158,59,1,155,0,0,1,1,0,144,21
159,60,1,155,0,0,1,1,0,144,21
160,60,1,155,0,0,1,1,0,144,21
161,60,1,155,0,0,1,1,0,144,21
162,60,1,155,0,0,1,1,0,144,21
163,60,1,155,0,0,1,1,0,144,21
164,60,1,155,0,0,1,1,0,144,21
165,60,1,155,0,0,1,1,0,144,21
166,60,0,155,0,0,0,0,0,145,21
167,60,0,155,0,0,0,0,0,145,21
168,60,0,155,0,0,0,0,0,145,21
169,60,0,155,0,0,0,0,0,145,21
