
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,197,3,3,1,1,2,0,0,0,0
4,197,3,3,0,1,2,0,0,0,0
5,197,3,3,0,0,3,2,0,0,0
6,196,4,4,1,1,3,2,0,0,0
7,196,4,4,0,1,3,3,0,0,0
8,195,5,5,1,2,3,3,0,0,0
9,194,6,6,1,2,4,3,0,0,0
10,192,8,8,2,3,5,3,0,0,0
11,191,9,9,1,4,5,4,0,0,0
12,188,11,11,2,6,5,5,0,0,1
13,187,11,13,2,5,6,3,0,2,1
14,183,13,15,2,6,7,3,0,2,3
15,182,15,18,3,7,8,4,1,3,3
16,180,17,20,2,6,11,4,2,3,3
17,178,18,21,1,7,11,5,3,3,4
18,177,20,23,2,6,14,7,4,3,4
19,174,22,26,3,6,16,6,4,4,4
20,170,25,30,4,9,16,8,4,5,4
21,169,26,31,1,7,19,10,5,5,4
22,165,30,35,4,9,21,11,5,5,4
23,162,30,38,3,8,22,12,4,8,4
24,157,34,43,5,10,24,13,4,9,4
25,154,35,46,3,9,26,15,4,11,4
26,152,34,48,2,7,27,14,5,14,4
27,151,35,49,1,6,29,16,7,14,4
28,146,37,54,5,7,30,15,9,17,4
29,140,40,60,6,12,28,15,8,20,4
30,139,39,61,1,11,28,16,10,21,5
31,136,40,65,4,9,31,14,10,24,5
32,131,43,70,5,12,31,13,10,26,5
33,127,43,74,4,11,32,15,10,30,5
34,123,44,78,4,12,32,16,8,33,5
35,120,43,81,3,10,33,17,8,37,5
36,116,43,85,4,11,32,17,7,41,5
37,114,43,87,2,10,33,19,8,43,5
38,111,42,90,3,9,33,20,6,47,5
39,110,42,91,1,6,36,20,8,48,6
40,109,42,93,2,5,37,21,9,49,7
41,109,36,94,1,5,31,18,9,55,8
42,110,34,94,0,3,31,19,9,56,9
43,106,34,99,5,7,27,16,8,61,9
44,104,33,101,2,8,25,16,7,64,9
45,98,32,106,5,9,23,12,6,69,11
46,98,32,108,2,9,23,11,6,71,11
47,94,34,112,4,9,25,15,4,73,11
48,93,32,113,1,7,25,15,3,76,11
49,92,29,114,1,5,24,14,4,80,11
50,91,27,115,1,3,24,12,6,83,11
51,89,28,117,2,4,24,13,7,84,11
52,89,25,117,0,4,21,12,8,86,12
53,88,27,119,2,5,22,12,9,86,12
54,86,28,121,2,6,22,11,9,87,12
55,85,25,122,1,4,21,8,9,91,12
56,82,26,125,3,6,20,7,9,93,12
57,79,25,128,3,7,18,8,7,97,12
58,78,23,129,1,7,16,8,5,100,12
59,76,22,131,2,5,17,8,4,103,12
60,73,22,134,3,7,15,7,3,106,12
61,71,23,136,2,7,16,11,2,107,12
62,71,23,136,0,4,19,12,2,107,12
63,69,23,138,2,5,18,11,3,108,13
64,69,22,139,1,4,18,12,3,109,14
65,67,23,142,3,6,17,10,4,111,14
66,66,23,143,1,7,16,10,5,112,14
67,65,22,144,1,4,18,10,4,114,14
68,65,21,144,0,2,19,9,4,115,14
69,65,18,144,0,2,16,10,4,118,14
70,64,17,145,1,2,15,10,4,119,15
71,65,15,145,0,1,14,9,3,121,15
72,62,15,148,3,4,11,8,2,124,15
73,62,14,148,0,3,11,9,1,125,15
74,61,13,149,1,3,10,8,0,127,15
75,59,14,151,2,4,10,8,0,128,15
76,58,15,152,1,4,11,8,1,128,15
77,58,12,152,0,3,9,6,1,131,15
78,58,10,152,0,2,8,5,1,133,15
79,58,10,152,0,0,10,6,1,133,15
