
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,197,3,3,3,3,0,0,0,0,0
1,197,3,3,0,3,0,0,0,0,0
2,197,3,3,0,1,2,0,0,0,0
3,196,4,4,1,1,3,0,0,0,0
4,196,4,4,0,1,3,1,1,0,0
5,195,5,5,1,1,4,2,1,0,0
6,193,7,7,2,3,4,2,1,0,0
7,189,10,10,3,6,4,3,1,0,1
8,187,13,13,3,9,4,3,1,0,1
9,186,14,14,1,8,6,3,1,0,1
10,185,15,15,1,6,9,3,1,0,1
11,180,20,20,5,8,12,4,2,0,1
12,177,21,23,3,10,11,4,3,2,1
13,175,22,25,2,8,14,5,4,3,1
14,172,25,28,3,10,15,6,4,3,1
15,171,25,29,1,9,16,8,5,4,1
16,170,24,30,1,6,18,6,6,4,3
17,166,30,36,6,10,20,6,8,4,3
18,160,36,42,6,13,23,10,8,4,3
19,152,42,50,8,16,26,9,9,6,3
20,149,42,53,3,19,23,9,9,9,3
21,147,41,55,2,11,30,10,10,12,3
22,144,44,58,3,7,37,10,10,12,3
23,140,45,62,4,8,37,16,11,15,3
24,138,46,64,2,9,37,22,11,16,3
25,135,47,67,3,9,38,24,10,18,3
26,128,50,74,7,14,36,21,10,22,3
27,122,54,80,6,17,37,22,10,24,3
28,117,56,85,5,16,40,23,8,27,3
29,111,57,91,6,15,42,22,7,32,3
30,109,59,93,2,15,44,26,9,32,3
31,104,54,98,5,15,39,23,9,42,3
32,102,49,100,2,12,37,19,8,49,3
33,97,50,105,5,10,40,18,10,52,4
34,97,50,106,1,9,41,22,10,53,4
35,95,49,108,2,6,43,28,8,56,4
36,92,50,111,3,6,44,28,8,58,4
37,91,48,112,1,6,42,27,11,61,4
38,89,42,114,2,7,35,23,10,67,6
39,87,39,118,4,8,31,19,8,74,7
40,87,38,119,1,5,33,17,9,75,8
41,85,36,122,3,7,29,17,7,80,8
42,84,33,123,1,7,26,15,9,84,8
43,84,28,123,0,3,25,11,9,89,8
44,82,28,125,2,2,26,10,9,91,8
45,81,24,126,1,3,21,12,6,96,8
46,77,23,130,4,6,17,11,5,99,10
47,78,23,131,1,5,18,10,5,99,11
48,78,23,132,1,5,18,11,4,100,11
49,77,21,133,1,5,16,11,3,103,11
50,76,17,134,1,2,15,9,1,107,12
51,77,16,134,0,1,15,9,1,108,12
52,77,15,134,0,0,15,8,5,109,12
53,77,13,134,0,0,13,8,4,111,12
54,76,12,135,1,1,11,6,5,113,12
55,76,12,135,0,1,11,6,5,113,12
56,76,11,135,0,0,11,5,5,114,12
57,74,11,137,2,2,9,3,5,116,12
58,74,10,137,0,2,8,3,5,117,12
59,73,10,138,1,3,7,2,5,118,12
60,73,6,138,0,2,4,2,1,122,12
61,73,5,138,0,0,5,1,1,123,12
62,72,5,139,1,1,4,1,1,124,12
63,71,6,140,1,2,4,3,1,124,12
64,71,6,140,0,2,4,3,1,124,12
65,70,7,141,1,3,4,3,1,124,12
66,70,6,141,0,1,5,2,1,125,12
67,70,6,141,0,1,5,2,1,125,12
68,69,7,142,1,2,5,3,2,125,12
69,69,7,142,0,1,6,3,2,125,12
70,69,6,142,0,1,5,3,1,126,12
71,69,4,142,0,1,3,2,1,128,12
72,69,4,142,0,0,4,2,1,128,12
73,69,4,142,0,0,4,2,1,128,12
74,68,5,143,1,1,4,3,1,128,12
75,68,5,143,0,1,4,3,1,128,12
76,67,4,144,1,2,2,2,0,130,12
77,66,5,145,1,3,2,2,0,130,12
78,66,5,145,0,1,4,2,0,130,12
79,65,5,146,1,2,3,1,0,131,12
80,65,5,146,0,1,4,2,1,131,12
81,64,5,147,1,2,3,1,1,131,13
82,65,4,147,0,1,3,1,1,132,13
83,65,4,147,0,1,3,1,1,132,14
84,66,4,147,0,1,3,2,1,132,14
85,66,4,147,0,0,4,2,1,132,14
86,66,4,147,0,0,4,2,1,132,14
87,66,4,147,0,0,4,2,2,132,14
88,66,3,147,0,0,3,2,1,133,14
89,66,3,147,0,0,3,2,1,133,14
90,65,3,148,1,1,2,1,1,134,14
91,65,3,148,0,1,2,1,1,134,14
92,65,2,148,0,1,1,0,1,135,14
93,65,2,148,0,1,1,0,1,135,14
94,65,2,148,0,0,2,0,1,135,14
95,64,2,149,1,1,1,0,0,136,14
96,64,2,149,0,1,1,0,1,136,14
97,64,2,149,0,0,2,0,1,136,14
98,64,2,149,0,0,2,0,1,136,14
99,64,2,149,0,0,2,1,1,136,14
100,64,2,149,0,0,2,1,1,136,14
101,63,3,150,1,1,2,1,1,136,14
102,63,3,150,0,1,2,1,1,136,14
103,63,3,150,0,1,2,1,1,136,14
104,62,3,151,1,1,2,1,0,137,14
105,62,3,151,0,1,2,1,0,137,14
106,62,3,151,0,1,2,2,0,137,14
107,62,2,151,0,1,1,1,0,138,14
108,62,2,151,0,0,2,1,0,138,14
109,62,2,151,0,0,2,1,0,138,14
110,62,2,151,0,0,2,1,1,138,14
111,62,2,151,0,0,2,1,1,138,14
112,62,2,151,0,0,2,1,1,138,14
113,62,2,151,0,0,2,1,1,138,14
114,62,1,151,0,0,1,0,1,139,14
115,62,1,151,0,0,1,0,1,139,14
116,62,1,151,0,0,1,0,1,139,14
117,62,1,151,0,0,1,0,1,139,14
118,62,0,151,0,0,0,0,0,140,14
119,60,1,152,1,1,0,0,0,140,15
120,60,2,153,1,2,0,0,0,140,15
121,60,2,153,0,1,1,0,0,140,15
122,60,2,153,0,1,1,0,0,140,16
123,61,2,153,0,1,1,0,1,140,16
124,61,2,153,0,0,2,0,1,140,16
125,61,2,153,0,0,2,0,1,140,16
126,61,2,153,0,0,2,1,1,140,17
127,62,2,153,0,0,2,1,1,140,17
128,61,3,154,1,1,2,1,1,140,17
129,61,3,154,0,1,2,1,1,140,17
130,61,3,154,0,1,2,1,1,140,17
131,61,2,154,0,1,1,1,0,141,17
132,61,2,154,0,0,2,1,0,141,17
133,61,2,154,0,0,2,1,0,141,17
134,61,1,154,0,0,1,0,1,142,17
135,61,1,154,0,0,1,0,1,142,17
136,61,1,154,0,0,1,0,1,142,17
137,61,1,154,0,0,1,0,1,142,17
138,59,3,156,2,2,1,0,1,142,17
139,59,3,156,0,2,1,0,1,142,17
140,59,3,156,0,1,2,0,1,142,17
141,59,3,156,0,1,2,0,1,142,18
142,60,2,156,0,0,2,1,0,143,18
143,60,2,156,0,0,2,1,0,143,18
144,60,2,156,0,0,2,1,1,143,18
145,60,2,156,0,0,2,1,1,143,18
146,60,2,156,0,0,2,1,1,143,18
147,60,2,156,0,0,2,1,1,143,18
148,60,2,156,0,0,2,1,1,143,18
149,60,2,156,0,0,2,1,1,143,18
150,60,1,156,0,0,1,0,1,144,18
151,59,2,157,1,1,1,0,1,144,18
152,59,1,157,0,1,0,0,0,145,18
153,58,1,157,0,1,0,0,0,145,19
154,59,1,157,0,0,1,0,0,145,19
155,59,1,157,0,0,1,0,0,145,19
156,58,1,157,0,0,1,1,0,145,20
157,58,2,158,1,1,1,1,0,145,20
158,58,2,158,0,1,1,1,0,145,20
159,58,2,158,0,0,2,1,0,145,20
160,58,2,158,0,0,2,1,0,145,20
161,58,2,158,0,0,2,2,0,145,21
162,59,2,158,0,0,2,2,0,145,21
163,59,2,158,0,0,2,2,0,145,21
164,59,1,158,0,0,1,1,0,146,21
165,58,2,159,1,1,1,1,0,146,21
166,58,2,159,0,1,1,1,0,146,21
167,58,2,159,0,0,2,1,0,146,21
168,58,2,159,0,0,2,1,0,146,21
169,58,1,159,0,0,1,1,0,147,21
170,58,1,159,0,0,1,1,0,147,21
171,58,1,159,0,0,1,1,0,147,21
172,58,1,159,0,0,1,1,0,147,21
173,58,1,159,0,0,1,1,0,147,21
174,58,1,159,0,0,1,1,0,147,21
175,58,1,159,0,0,1,1,0,147,21
176,58,1,159,0,0,1,1,0,147,21
177,58,0,159,0,0,0,0,0,148,21
178,58,0,159,0,0,0,0,0,148,21
179,58,0,159,0,0,0,0,0,148,21
