
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,194,6,6,6,6,0,0,0,0,0
1,194,6,6,0,6,0,0,0,0,0
2,193,7,7,1,4,3,0,0,0,0
3,192,8,8,1,4,4,0,0,0,0
4,191,9,9,1,3,6,1,2,0,0
5,190,10,10,1,3,7,2,2,0,0
6,185,15,15,5,7,8,2,4,0,0
7,183,17,17,2,8,9,3,4,0,0
8,182,18,18,1,6,12,4,4,0,0
9,181,19,19,1,6,13,4,5,0,0
10,179,21,21,2,5,16,6,6,0,0
11,174,26,26,5,7,19,7,6,0,0
12,171,26,29,3,9,17,8,5,3,0
13,167,28,33,4,11,17,8,6,4,1
14,167,27,34,1,10,17,9,4,6,1
15,165,28,36,2,8,20,10,4,7,1
16,160,32,41,5,9,23,10,5,8,1
17,156,35,45,4,12,23,12,6,9,1
18,155,32,46,1,9,23,12,6,12,2
19,154,33,48,2,8,25,12,6,13,2
20,149,36,53,5,9,27,11,9,15,2
21,146,36,56,3,10,26,11,9,18,2
22,145,36,57,1,9,27,12,11,19,2
23,145,35,57,0,6,29,13,11,20,2
24,142,35,60,3,5,30,11,12,22,3
25,139,35,64,4,7,28,10,12,26,3
26,139,31,64,0,4,27,10,12,30,3
27,135,33,67,3,7,26,11,12,31,4
28,131,34,72,5,9,25,14,8,35,4
29,127,36,76,4,12,24,13,7,37,4
30,125,34,78,2,11,23,13,6,41,4
31,124,33,79,1,5,28,12,6,43,4
32,121,32,81,2,6,26,13,5,45,6
33,122,30,82,1,4,26,17,5,48,6
34,120,28,84,2,6,22,15,4,52,6
35,120,26,84,0,4,22,14,6,54,6
36,115,27,88,4,6,21,11,6,57,7
37,115,28,89,1,5,23,12,7,57,7
38,115,26,89,0,3,23,12,7,59,7
39,113,27,91,2,5,22,13,7,60,7
40,111,25,93,2,4,21,12,6,63,8
41,111,19,93,0,3,16,8,4,69,9
42,111,19,94,1,3,16,9,5,70,9
43,109,18,96,2,5,13,8,4,73,9
44,109,18,96,0,2,16,9,4,73,9
45,107,18,98,2,3,15,8,3,75,9
46,104,18,101,3,5,13,9,2,77,10
47,104,18,102,1,6,12,9,2,78,10
48,102,18,104,2,8,10,8,2,80,10
49,101,19,105,1,5,14,8,2,80,10
50,98,19,108,3,5,14,6,1,83,10
51,98,18,108,0,4,14,9,1,84,10
52,97,18,109,1,1,17,9,3,85,10
53,97,18,109,0,1,17,10,3,85,10
54,95,17,111,2,2,15,8,6,88,12
55,96,17,112,1,3,14,7,6,89,12
56,94,18,114,2,4,14,7,6,90,12
57,93,19,115,1,5,14,7,6,90,12
58,92,20,116,1,3,17,8,6,90,12
59,89,19,119,3,5,14,5,5,94,12
60,87,18,121,2,7,11,5,5,97,12
61,87,17,121,0,5,12,5,5,98,12
62,85,15,123,2,4,11,4,2,102,12
63,85,15,123,0,3,12,6,2,102,12
64,85,14,123,0,2,12,8,2,103,12
65,85,14,123,0,0,14,8,3,103,12
66,82,16,126,3,3,13,8,3,104,12
67,79,19,129,3,6,13,9,4,104,12
68,79,16,129,0,5,11,8,2,107,12
69,76,18,132,3,7,11,7,2,108,12
70,76,18,132,0,5,13,8,2,108,12
71,76,16,132,0,3,13,7,2,110,12
72,76,11,132,0,1,10,3,3,113,14
73,78,10,132,0,0,10,4,3,114,14
