
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,198,2,2,1,2,0,0,0,0,0
2,198,2,2,0,2,0,0,0,0,0
3,198,2,2,0,0,2,0,0,0,0
4,198,2,2,0,0,2,0,0,0,0
5,195,4,4,2,2,2,0,2,0,1
6,195,5,5,1,3,2,0,2,0,1
7,195,5,5,0,2,3,0,2,0,1
8,194,6,6,1,3,3,0,2,0,1
9,191,9,9,3,4,5,0,3,0,1
10,190,10,10,1,5,5,0,3,0,1
11,190,10,10,0,5,5,2,3,0,1
12,188,11,11,1,3,8,2,3,0,2
13,186,12,14,3,5,7,2,1,2,2
14,183,15,17,3,7,8,3,3,2,2
15,181,17,19,2,8,9,3,4,2,2
16,177,21,23,4,8,13,3,5,2,2
17,172,25,28,5,9,16,4,4,3,2
18,168,29,32,4,13,16,7,5,3,2
19,167,28,33,1,11,17,7,7,5,2
20,163,32,37,4,9,23,7,7,5,2
21,159,35,40,3,9,26,8,9,5,3
22,156,36,44,4,10,26,11,9,8,3
23,150,41,50,6,15,26,11,11,9,3
24,148,42,52,2,12,30,14,10,10,3
25,143,46,57,5,13,33,14,10,11,3
26,141,44,59,2,10,34,13,12,15,3
27,134,47,66,7,15,32,14,11,19,3
28,133,47,66,0,13,34,15,15,19,4
29,132,46,68,2,5,41,16,13,22,4
30,128,44,72,4,7,37,14,11,28,4
31,127,42,73,1,6,36,22,10,31,4
32,126,40,74,1,4,36,20,11,34,4
33,122,43,78,4,8,35,20,12,35,4
34,118,42,82,4,8,34,20,10,40,4
35,113,43,87,5,12,31,17,9,44,4
36,112,39,88,1,10,29,20,5,49,4
37,111,38,89,1,6,32,18,6,51,4
38,110,36,90,1,4,32,17,7,53,5
39,110,28,91,1,3,25,13,7,62,5
40,109,26,91,0,1,25,14,7,64,6
41,107,27,94,3,3,24,13,8,66,6
42,104,27,97,3,6,21,13,7,69,6
43,103,28,98,1,6,22,13,8,69,6
44,101,26,100,2,7,19,9,8,73,6
45,101,25,100,0,4,21,10,7,74,6
46,99,24,102,2,3,21,9,6,77,6
47,96,22,105,3,6,16,8,5,82,6
48,94,21,107,2,6,15,9,4,85,6
49,92,20,109,2,7,13,8,2,87,8
50,92,20,111,2,5,15,8,2,89,8
51,91,20,112,1,5,15,9,1,90,8
52,90,21,113,1,5,16,12,2,90,8
53,89,21,114,1,3,18,12,2,91,8
54,88,21,115,1,2,19,12,2,92,8
