
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,196,4,4,4,4,0,0,0,0,0
1,196,4,4,0,4,0,0,0,0,0
2,196,4,4,0,4,0,0,0,0,0
3,196,4,4,0,3,1,0,0,0,0
4,195,5,5,1,1,4,0,0,0,0
5,194,6,6,1,2,4,0,1,0,0
6,194,6,6,0,1,5,3,1,0,0
7,194,6,6,0,1,5,3,1,0,0
8,192,8,8,2,2,6,3,2,0,0
9,190,9,9,1,3,6,3,2,0,1
10,190,10,10,1,3,7,3,3,0,1
11,190,10,10,0,3,7,3,3,0,1
12,187,13,13,3,5,8,4,3,0,1
13,185,14,15,2,6,8,4,2,1,1
14,182,14,18,3,7,7,2,2,4,1
15,180,16,20,2,7,9,2,3,4,1
16,178,17,22,2,5,12,3,3,5,1
17,177,18,23,1,6,12,4,4,5,1
18,176,17,23,0,4,13,6,5,6,2
19,173,21,27,4,5,16,6,5,6,2
20,168,24,32,5,9,15,5,6,7,3
21,168,25,33,1,9,16,8,6,7,3
22,167,25,34,1,7,18,7,7,8,3
23,163,28,38,4,7,21,7,7,9,3
24,158,31,43,5,10,21,8,7,11,3
25,154,34,47,4,14,20,9,9,12,3
26,149,34,51,4,12,22,9,7,16,4
27,147,37,54,3,12,25,9,7,16,4
28,145,37,56,2,7,30,14,6,18,4
29,142,37,59,3,8,29,12,8,21,4
30,140,38,61,2,8,30,15,11,22,4
31,137,40,64,3,7,33,16,11,23,4
32,131,43,70,6,11,32,15,11,26,4
33,128,42,73,3,12,30,16,10,30,4
34,125,43,76,3,11,32,16,10,32,4
35,121,47,80,4,10,37,16,12,32,4
36,117,45,84,4,13,32,14,12,38,4
37,113,46,88,4,14,32,17,11,41,4
38,112,39,89,1,9,30,13,8,48,5
39,112,38,90,1,6,32,14,8,50,5
40,110,38,92,2,5,33,17,9,52,5
41,107,37,95,3,6,31,17,9,56,5
42,104,38,98,3,7,31,18,9,58,5
43,100,40,102,4,8,32,19,8,60,5
44,97,39,105,3,8,31,17,8,64,5
45,93,39,109,4,10,29,16,8,68,5
46,93,38,109,0,7,31,17,9,69,5
47,88,40,114,5,9,31,17,8,72,5
48,84,37,117,3,9,28,14,8,78,6
49,82,36,120,3,10,26,14,7,82,6
50,81,34,121,1,6,28,14,7,85,6
51,80,33,122,1,5,28,14,7,87,6
52,78,33,124,2,6,27,15,9,89,6
53,77,31,125,1,4,27,14,9,92,6
54,76,27,125,0,2,25,13,7,95,8
55,77,26,126,1,2,24,13,8,97,8
56,75,25,128,2,4,21,14,6,100,8
57,73,23,129,1,4,19,13,5,103,9
58,70,24,133,4,7,17,10,5,106,9
59,70,22,133,0,5,17,9,5,108,9
60,69,18,134,1,5,13,7,3,113,9
61,67,18,136,2,4,14,8,2,114,10
62,68,17,136,0,3,14,8,2,115,10
63,68,14,136,0,1,13,9,1,118,10
64,66,15,138,2,3,12,9,1,119,10
65,66,14,138,0,2,12,10,1,120,10
66,63,16,141,3,3,13,10,1,120,11
67,63,16,142,1,4,12,11,0,121,11
68,63,15,142,0,3,12,11,0,122,11
69,62,14,143,1,2,12,9,0,124,11
70,61,14,144,1,2,12,8,1,125,11
71,61,11,144,0,2,9,7,1,128,11
72,61,10,144,0,2,8,7,1,129,11
73,59,10,146,2,3,7,5,1,131,11
74,59,10,146,0,2,8,5,1,131,11
75,59,8,146,0,0,8,4,1,132,12
76,60,8,146,0,0,8,5,1,132,12
77,60,8,146,0,0,8,7,1,132,12
78,59,8,147,1,1,7,7,0,133,12
79,59,6,147,0,1,5,5,0,135,12
80,59,5,147,0,1,4,4,0,136,12
81,59,4,147,0,1,3,3,0,136,13
82,60,4,147,0,0,4,3,0,136,13
83,59,4,148,1,1,3,2,0,137,13
84,59,3,148,0,1,2,1,1,138,13
85,59,2,148,0,0,2,0,1,139,13
86,59,2,148,0,0,2,0,1,139,13
87,59,2,148,0,0,2,1,1,139,13
88,59,2,148,0,0,2,1,1,139,13
89,59,2,148,0,0,2,1,1,139,13
90,59,2,148,0,0,2,1,1,139,13
91,58,3,149,1,1,2,1,1,139,13
92,58,2,149,0,1,1,1,0,140,13
93,58,2,149,0,1,1,1,0,140,13
94,58,2,149,0,1,1,1,0,140,13
95,58,1,149,0,0,1,0,0,141,13
96,58,1,149,0,0,1,0,0,141,13
97,58,1,149,0,0,1,1,0,141,13
98,58,1,149,0,0,1,1,0,141,13
99,58,1,149,0,0,1,1,0,141,13
100,58,1,149,0,0,1,1,0,141,13
101,58,1,149,0,0,1,1,0,141,13
102,58,1,149,0,0,1,1,0,141,13
103,58,1,149,0,0,1,1,0,141,13
104,58,1,149,0,0,1,1,0,141,13
105,58,0,149,0,0,0,0,0,142,13
106,58,0,149,0,0,0,0,0,142,13
107,58,0,149,0,0,0,0,0,142,13
108,58,0,149,0,0,0,0,0,142,13
109,58,0,149,0,0,0,0,0,142,13
110,57,1,150,1,1,0,0,0,142,13
111,57,1,150,0,1,0,0,0,142,13
112,56,2,151,1,1,1,0,0,142,13
113,56,2,151,0,1,1,0,0,142,13
114,56,2,151,0,0,2,0,1,142,14
115,57,2,151,0,0,2,0,1,142,14
116,57,2,151,0,0,2,0,2,142,14
117,54,4,153,2,2,2,0,2,142,15
118,55,4,153,0,2,2,0,2,142,15
119,55,4,153,0,1,3,0,2,142,16
120,56,4,153,0,1,3,0,2,142,16
121,55,5,154,1,1,4,1,2,142,16
122,55,4,154,0,1,3,1,1,143,17
123,56,4,154,0,0,4,2,1,143,17
124,55,4,155,1,1,3,2,0,144,17
125,54,5,156,1,2,3,3,0,144,17
126,54,5,156,0,1,4,3,0,144,17
127,54,5,156,0,0,5,3,0,144,17
128,54,5,156,0,0,5,3,1,144,17
129,54,4,156,0,0,4,3,1,145,18
130,53,4,156,0,0,4,3,1,145,20
131,55,3,156,0,0,3,2,1,146,20
132,54,4,157,1,1,3,2,1,146,20
133,54,3,157,0,1,2,1,1,147,20
134,54,3,157,0,1,2,1,1,147,20
135,53,4,158,1,1,3,1,1,147,20
136,53,3,158,0,1,2,1,0,148,20
137,53,2,158,0,0,2,0,1,149,20
138,53,2,158,0,0,2,0,1,149,20
139,53,2,158,0,0,2,1,1,149,20
140,53,2,158,0,0,2,1,1,149,20
141,53,2,158,0,0,2,1,1,149,20
142,53,2,158,0,0,2,1,1,149,20
143,52,2,158,0,0,2,1,1,149,21
144,52,2,158,0,0,2,1,1,149,22
145,52,2,159,1,1,1,1,0,150,22
146,52,2,159,0,1,1,1,0,150,22
147,52,1,159,0,0,1,0,0,151,22
148,51,2,160,1,1,1,0,0,151,22
149,51,2,160,0,1,1,0,1,151,22
150,51,2,160,0,1,1,0,1,151,22
151,51,2,160,0,1,1,0,1,151,22
152,51,2,160,0,0,2,0,1,151,23
153,52,2,160,0,0,2,0,1,151,23
154,52,2,160,0,0,2,1,1,151,23
155,52,2,160,0,0,2,1,1,151,23
156,52,2,160,0,0,2,1,1,151,23
157,52,1,160,0,0,1,1,0,152,23
158,52,1,160,0,0,1,1,0,152,23
159,52,1,160,0,0,1,1,0,152,23
160,52,1,160,0,0,1,1,0,152,23
161,52,1,160,0,0,1,1,0,152,23
162,52,0,160,0,0,0,0,0,153,23
163,52,0,160,0,0,0,0,0,153,23
164,52,0,160,0,0,0,0,0,153,23
165,52,0,160,0,0,0,0,0,153,23
166,52,0,160,0,0,0,0,0,153,23
167,52,0,160,0,0,0,0,0,153,23
168,52,0,160,0,0,0,0,0,153,23
169,52,0,160,0,0,0,0,0,153,23
170,52,0,160,0,0,0,0,0,153,23
171,52,0,160,0,0,0,0,0,153,23
172,51,0,160,0,0,0,0,0,153,24
173,52,0,160,0,0,0,0,0,153,24
174,52,0,160,0,0,0,0,0,153,24
175,52,0,160,0,0,0,0,0,153,24
176,52,0,160,0,0,0,0,0,153,24
177,52,0,160,0,0,0,0,0,153,24
178,52,0,160,0,0,0,0,0,153,24
179,52,0,160,0,0,0,0,0,153,24
