
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,198,2,2,2,2,0,0,0,0,0
1,198,2,2,0,2,0,0,0,0,0
2,198,2,2,0,0,2,0,0,0,0
3,197,3,3,1,1,2,0,0,0,0
4,197,3,3,0,1,2,2,0,0,0
5,197,3,3,0,1,2,2,0,0,0
6,195,4,4,1,2,2,2,0,0,1
7,196,4,4,0,1,3,2,0,0,1
8,195,5,5,1,1,4,2,0,0,1
9,193,7,7,2,3,4,3,0,0,1
10,192,8,8,1,3,5,3,1,0,1
11,191,9,9,1,4,5,3,1,0,1
12,190,8,10,1,4,4,2,1,2,1
13,190,8,10,0,1,7,2,1,2,1
14,187,11,13,3,4,7,2,2,2,1
15,185,13,15,2,5,8,4,3,2,1
16,182,15,17,2,5,10,4,3,2,2
17,181,16,19,2,6,10,4,3,3,2
18,179,17,21,2,7,10,5,3,4,2
19,174,22,26,5,8,14,5,4,4,2
20,171,24,29,3,9,15,4,5,5,2
21,168,26,32,3,10,16,6,6,5,3
22,167,27,34,2,10,17,7,6,6,3
23,166,25,35,1,7,18,5,7,9,3
24,165,26,36,1,4,22,7,7,9,3
25,163,27,38,2,3,24,8,9,10,3
26,157,32,44,6,8,24,11,9,11,3
27,155,33,46,2,10,23,12,10,12,3
28,152,35,49,3,9,26,13,9,13,3
29,148,35,53,4,10,25,10,8,17,3
30,145,36,56,3,11,25,11,9,19,3
31,139,40,62,6,14,26,14,7,21,3
32,134,43,67,5,14,29,12,9,23,3
33,127,46,74,7,17,29,12,8,27,3
34,124,45,77,3,16,29,13,8,31,3
35,119,46,82,5,14,32,14,7,34,4
36,116,49,86,4,15,34,16,8,35,4
37,114,51,88,2,8,43,20,11,35,4
38,108,53,94,6,12,41,20,10,39,4
39,107,51,95,1,10,41,25,11,42,4
40,101,54,101,6,13,41,25,10,44,5
41,98,56,105,4,13,43,27,9,46,5
42,96,52,107,2,9,43,24,9,51,6
43,93,52,111,4,10,42,23,10,55,6
44,92,49,112,1,8,41,25,10,58,7
45,92,42,113,1,7,35,23,7,65,8
46,91,41,115,2,6,35,23,7,68,8
47,88,34,118,3,7,27,16,6,77,9
48,86,36,121,3,9,27,18,6,78,9
49,82,39,125,4,9,30,18,7,79,9
50,76,42,131,6,12,30,17,6,82,9
51,71,43,136,5,14,29,19,4,86,9
52,70,39,137,1,12,27,17,4,91,9
53,70,36,137,0,7,29,15,6,94,9
54,67,36,140,3,6,30,16,5,97,9
55,66,34,141,1,5,29,17,6,99,10
56,67,31,141,0,3,28,17,7,102,10
57,62,34,146,5,7,27,17,7,104,10
58,61,33,147,1,7,26,16,8,105,11
59,60,33,149,2,7,26,15,8,107,11
60,59,31,150,1,7,24,14,7,110,11
61,58,29,151,1,4,25,15,5,113,11
62,56,26,152,1,4,22,12,5,116,13
63,55,23,155,3,6,17,10,5,121,15
64,57,20,155,0,5,15,10,3,124,15
65,55,20,157,2,5,15,10,2,126,15
66,53,19,158,1,4,15,10,1,128,16
67,54,19,158,0,2,17,11,2,128,16
68,54,18,158,0,1,17,10,4,129,16
69,54,16,158,0,0,16,10,4,131,16
70,54,15,158,0,0,15,10,4,132,16
71,54,11,158,0,0,11,8,3,136,16
72,54,10,158,0,0,10,7,3,137,16
73,54,9,158,0,0,9,6,3,138,16
74,53,9,159,1,1,8,5,3,139,16
75,52,8,160,1,2,6,4,2,141,16
76,52,6,160,0,2,4,4,0,143,16
77,50,6,162,2,3,3,2,0,145,16
78,50,5,162,0,2,3,1,0,146,16
79,49,5,163,1,2,3,1,0,147,19
