
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,197,3,3,2,3,0,0,0,0,0
2,197,3,3,0,3,0,0,0,0,0
3,195,5,5,2,4,1,0,0,0,0
4,195,5,5,0,2,3,0,0,0,0
5,192,8,8,3,4,4,1,0,0,0
6,192,8,8,0,4,4,2,1,0,0
7,190,10,10,2,4,6,3,1,0,0
8,189,11,11,1,5,6,3,1,0,0
9,189,11,11,0,2,9,5,1,0,0
10,188,12,12,1,2,10,5,1,0,0
11,187,13,13,1,2,11,8,1,0,0
12,183,17,17,4,5,12,8,2,0,0
13,179,20,21,4,8,12,7,3,1,0
14,175,22,25,4,11,11,7,2,3,0
15,175,21,25,0,10,11,7,2,4,0
16,173,22,27,2,5,17,7,2,4,1
17,170,24,31,4,8,16,6,2,6,1
18,166,28,35,4,10,18,11,4,6,1
19,161,31,40,5,12,19,10,4,8,1
20,158,32,43,3,12,20,10,4,9,2
21,158,32,44,1,11,21,13,3,10,2
22,153,37,49,5,11,26,15,4,10,2
23,152,37,50,1,8,29,16,4,11,2
24,148,40,54,4,8,32,19,5,12,2
25,142,45,60,6,12,33,20,7,13,2
26,139,41,63,3,13,28,19,5,20,2
27,136,43,66,3,12,31,20,5,21,2
28,133,44,69,3,11,33,19,6,23,2
29,129,45,73,4,13,32,19,7,26,2
30,126,45,76,3,9,36,21,6,29,2
31,121,48,81,5,11,37,20,7,31,2
32,119,45,83,2,9,36,23,6,36,2
33,118,42,84,1,7,35,23,5,40,2
34,115,40,86,2,6,34,21,7,44,3
35,110,44,92,6,10,34,21,8,46,3
36,107,45,95,3,11,34,23,7,48,3
37,106,41,96,1,8,33,20,7,52,4
38,106,38,97,1,3,35,18,7,56,4
39,103,39,100,3,5,34,20,7,58,4
40,101,35,102,2,5,30,19,8,64,4
41,99,34,104,2,6,28,17,8,67,4
42,97,32,106,2,6,26,15,8,71,4
43,95,31,108,2,7,24,14,7,74,4
44,93,30,110,2,8,22,14,6,77,4
45,91,30,112,2,6,24,14,5,79,4
46,89,29,114,2,5,24,12,5,81,5
47,88,27,116,2,6,21,10,7,85,5
48,85,24,119,3,6,18,6,8,91,5
49,83,25,121,2,7,18,6,8,92,5
50,83,23,121,0,6,17,8,7,94,5
51,82,23,122,1,5,18,8,7,95,5
52,80,24,124,2,4,20,8,7,96,5
53,76,26,128,4,7,19,8,7,97,6
54,77,25,128,0,5,20,10,7,98,6
55,75,22,130,2,5,17,9,4,102,7
56,74,21,132,2,6,15,10,2,105,7
57,74,20,132,0,4,16,12,1,106,7
58,74,18,132,0,4,14,12,0,108,7
59,74,18,132,0,1,17,14,0,108,7
60,74,16,132,0,0,16,12,0,109,8
61,74,15,133,1,1,14,12,1,111,8
62,74,12,133,0,1,11,10,1,114,8
63,73,12,134,1,2,10,9,1,115,9
64,74,11,134,0,1,10,8,1,116,9
65,74,9,134,0,1,8,6,1,118,9
66,74,8,134,0,0,8,6,1,119,9
67,72,8,136,2,2,6,4,1,121,9
68,71,9,137,1,3,6,5,1,121,9
69,71,6,137,0,3,3,3,0,124,9
70,70,6,138,1,4,2,2,0,125,9
71,70,6,138,0,1,5,2,0,125,9
72,70,6,138,0,0,6,2,0,125,9
73,69,7,139,1,1,6,4,1,125,9
74,69,6,139,0,1,5,4,1,126,9
75,68,7,140,1,1,6,4,1,126,9
76,68,6,140,0,1,5,3,1,127,9
77,68,6,140,0,1,5,3,2,127,9
78,67,7,141,1,1,6,3,2,127,9
79,67,7,141,0,1,6,3,2,127,9
80,67,7,141,0,1,6,4,2,127,9
81,67,4,141,0,0,4,2,1,130,9
82,67,3,141,0,0,3,1,1,131,9
83,66,3,141,0,0,3,2,1,131,10
84,67,3,141,0,0,3,2,1,131,10
85,67,2,141,0,0,2,2,0,132,11
86,68,2,141,0,0,2,2,0,132,11
87,68,2,141,0,0,2,2,0,132,11
88,68,1,141,0,0,1,1,0,133,11
89,68,1,141,0,0,1,1,0,133,11
90,68,1,141,0,0,1,1,0,133,11
91,68,0,141,0,0,0,0,0,134,12
92,69,0,141,0,0,0,0,0,134,12
93,69,0,141,0,0,0,0,0,134,12
94,69,0,141,0,0,0,0,0,134,12
95,69,0,141,0,0,0,0,0,134,12
96,69,0,141,0,0,0,0,0,134,12
97,69,0,141,0,0,0,0,0,134,12
98,69,0,141,0,0,0,0,0,134,12
99,69,0,141,0,0,0,0,0,134,12
100,68,1,142,1,1,0,0,0,134,12
101,68,1,142,0,1,0,0,0,134,13
102,69,1,142,0,0,1,0,0,134,13
103,69,1,142,0,0,1,0,0,134,13
104,67,3,144,2,2,1,1,0,134,13
105,66,4,145,1,3,1,1,0,134,13
106,66,4,145,0,3,1,1,0,134,13
107,66,4,145,0,2,2,1,0,134,13
108,66,4,145,0,0,4,1,0,134,13
109,66,4,145,0,0,4,2,0,134,13
110,66,4,145,0,0,4,3,1,134,13
111,65,5,146,1,1,4,3,1,134,13
112,65,4,146,0,1,3,2,1,135,13
113,65,4,146,0,0,4,2,1,135,13
114,65,4,146,0,0,4,2,1,135,13
115,64,5,147,1,1,4,3,1,135,13
116,62,7,149,2,3,4,3,1,135,13
117,61,7,150,1,3,4,2,1,136,13
118,60,6,151,1,3,3,1,0,138,13
119,60,6,151,0,2,4,1,1,138,13
120,58,7,152,1,2,5,2,1,138,14
121,59,7,152,0,1,6,2,2,138,14
122,59,7,152,0,0,7,2,3,138,14
123,59,6,152,0,0,6,2,3,139,14
124,58,7,153,1,1,6,2,4,139,14
125,58,7,153,0,1,6,2,4,139,14
126,58,7,153,0,1,6,2,4,139,14
127,58,6,153,0,1,5,2,3,140,14
128,58,5,153,0,0,5,1,3,141,14
129,57,5,154,1,1,4,1,2,142,14
130,57,4,154,0,1,3,2,1,143,14
131,57,3,154,0,1,2,1,1,144,14
132,57,2,154,0,1,1,1,0,145,15
133,58,2,154,0,0,2,1,0,145,15
134,58,2,154,0,0,2,1,0,145,15
135,58,2,154,0,0,2,2,0,145,15
136,58,2,154,0,0,2,2,0,145,15
137,57,2,154,0,0,2,2,0,145,16
138,57,1,154,0,0,1,1,0,146,17
139,58,1,154,0,0,1,1,0,146,18
140,58,2,155,1,1,1,1,0,146,18
141,58,2,155,0,1,1,1,0,146,18
142,58,2,155,0,0,2,1,0,146,18
143,58,1,155,0,0,1,0,0,147,18
144,58,1,155,0,0,1,0,1,147,18
145,58,1,155,0,0,1,0,1,147,18
146,58,1,155,0,0,1,0,1,147,18
147,57,2,156,1,1,1,0,1,147,18
148,57,2,156,0,1,1,0,1,147,18
149,57,2,156,0,1,1,0,1,147,18
150,57,2,156,0,0,2,0,1,147,18
151,57,2,156,0,0,2,0,1,147,18
152,57,1,156,0,0,1,0,1,148,18
153,56,1,156,0,0,1,0,1,148,19
154,57,1,156,0,0,1,0,1,148,19
155,56,2,157,1,1,1,0,1,148,19
156,56,2,157,0,1,1,0,1,148,19
157,56,2,157,0,1,1,0,1,148,19
158,56,2,157,0,1,1,0,1,148,19
159,56,2,157,0,0,2,0,1,148,19
160,56,1,157,0,0,1,0,0,149,19
161,56,1,157,0,0,1,0,1,149,19
162,56,1,157,0,0,1,0,1,149,19
163,56,1,157,0,0,1,0,1,149,19
164,56,1,157,0,0,1,0,1,149,19
165,56,1,157,0,0,1,0,1,149,19
166,56,1,157,0,0,1,0,1,149,19
167,56,1,157,0,0,1,0,1,149,19
168,56,1,157,0,0,1,0,1,149,19
169,56,0,157,0,0,0,0,0,150,19
170,56,0,157,0,0,0,0,0,150,19
171,56,0,157,0,0,0,0,0,150,19
172,56,0,157,0,0,0,0,0,150,19
173,55,1,158,1,1,0,0,0,150,19
174,55,1,158,0,1,0,0,0,150,19
175,55,1,158,0,1,0,0,0,150,19
176,55,1,158,0,1,0,0,0,150,19
177,55,1,158,0,0,1,0,0,150,19
178,55,1,158,0,0,1,0,0,150,19
179,55,1,158,0,0,1,1,0,150,19
