
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Dead
0,199,1,1,1,1,0,0,0,0,0
1,199,1,1,0,1,0,0,0,0,0
2,199,1,1,0,1,0,0,0,0,0
3,197,2,2,1,2,0,0,0,0,1
4,198,2,2,0,1,1,0,0,0,1
5,197,3,3,1,1,2,0,0,0,1
6,194,6,6,3,4,2,0,1,0,1
7,194,6,6,0,4,2,0,2,0,1
8,193,7,7,1,2,5,0,2,0,1
9,191,9,9,2,3,6,0,2,0,1
10,189,11,11,2,5,6,2,3,0,1
11,187,13,13,2,6,7,3,3,0,1
12,186,14,14,1,3,11,3,3,0,1
13,184,16,16,2,3,13,3,4,0,1
14,179,20,21,5,8,12,6,4,1,1
15,176,22,24,3,9,13,7,4,2,1
16,173,25,27,3,10,15,7,4,2,1
17,173,25,27,0,7,18,8,5,2,1
18,168,27,32,5,10,17,8,4,5,1
19,168,26,32,0,8,18,9,5,6,1
20,165,29,35,3,6,23,11,5,6,1
21,161,32,39,4,8,24,13,4,7,1
22,158,31,42,3,9,22,13,5,11,1
23,155,32,45,3,8,24,13,5,13,1
24,155,32,45,0,6,26,15,5,13,1
25,151,34,49,4,8,26,17,5,15,1
26,147,36,53,4,9,27,17,5,17,1
27,143,37,57,4,11,26,17,4,20,1
28,141,37,59,2,11,26,18,4,22,1
29,137,38,63,4,11,27,16,5,24,2
30,136,35,65,2,11,24,13,5,29,2
31,133,36,68,3,11,25,16,4,30,3
32,131,36,71,3,11,25,14,5,32,4
33,126,38,77,6,11,27,12,6,36,4
34,124,38,79,2,10,28,11,8,38,4
35,119,41,84,5,11,30,12,11,40,4
36,114,43,89,5,12,31,11,12,43,4
37,110,44,93,4,13,31,13,11,44,6
38,108,46,97,4,12,34,14,12,46,6
39,104,48,101,4,11,37,14,13,48,6
40,98,52,107,6,15,37,16,14,50,6
41,92,55,113,6,17,38,19,13,53,6
42,90,52,115,2,14,38,17,12,56,8
