
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,597,3,2,2,3,0,0,0,0,0,0,0
1,597,3,2,0,3,0,0,0,0,0,0,0
2,597,3,2,0,3,0,0,0,0,0,0,0
3,597,3,2,0,1,2,0,0,0,0,0,0
4,597,3,2,0,0,3,0,0,0,0,0,0
5,597,3,2,0,0,3,1,1,0,0,0,0
6,597,3,2,0,0,3,1,2,0,0,0,0
7,596,4,3,1,1,3,1,2,0,0,0,0
8,596,4,3,0,1,3,1,2,0,0,0,0
9,595,4,3,0,1,3,1,2,0,0,0,1
10,596,4,3,0,1,3,1,2,0,0,0,1
11,596,4,3,0,0,4,1,2,0,0,0,1
12,596,4,3,0,0,4,1,2,0,0,0,1
13,595,3,4,1,1,2,1,1,2,0,2,1
14,595,2,4,0,1,1,1,0,3,0,3,1
15,594,2,4,0,1,1,1,0,3,0,3,2
16,594,2,4,0,1,1,1,0,3,0,3,3
17,595,2,4,0,0,2,1,0,3,0,3,3
18,595,2,4,0,0,2,1,0,3,0,3,3
19,594,2,4,0,0,2,2,0,3,0,3,4
20,593,2,4,0,0,2,2,0,3,0,3,6
21,595,1,4,0,0,1,1,0,4,1,3,6
22,595,1,4,0,0,1,1,0,4,1,3,6
23,594,2,5,1,1,1,1,0,4,1,3,6
24,592,3,6,1,2,1,1,0,4,1,3,7
25,593,3,6,0,2,1,1,0,4,1,3,7
26,593,3,6,0,0,3,1,0,4,1,3,7
27,593,2,6,0,0,2,0,0,5,2,3,7
28,593,2,6,0,0,2,0,2,5,2,3,7
29,593,2,6,0,0,2,0,2,5,2,3,7
30,592,3,7,1,1,2,0,2,5,2,3,7
31,591,4,8,1,2,2,0,2,5,2,3,7
32,591,4,8,0,2,2,0,2,5,2,3,7
33,590,5,9,1,2,3,0,2,5,2,3,7
34,590,5,9,0,2,3,0,2,5,2,3,7
35,590,5,9,0,1,4,1,2,5,2,3,7
36,588,4,10,1,1,3,1,0,7,2,5,8
37,589,4,10,0,1,3,2,0,7,2,5,8
38,589,4,10,0,1,3,3,0,7,2,5,8
39,589,4,10,0,1,3,3,0,7,2,5,8
40,589,4,10,0,0,4,3,0,7,2,5,8
41,588,5,11,1,1,4,3,0,7,2,5,8
42,588,5,11,0,1,4,3,1,7,2,5,8
43,587,5,12,1,2,3,2,1,8,2,6,8
44,586,6,13,1,3,3,2,1,8,2,6,8
45,585,6,14,1,3,3,1,1,9,3,6,8
46,585,5,14,0,3,2,0,1,10,3,7,8
47,584,5,14,0,0,5,1,1,10,3,7,9
48,584,6,15,1,1,5,1,1,10,3,7,9
49,582,8,17,2,3,5,3,2,10,3,7,9
50,580,9,19,2,5,4,3,1,11,3,8,9
51,580,9,19,0,5,4,3,1,11,3,8,9
52,579,10,20,1,4,6,3,1,11,3,8,9
53,579,10,20,0,2,8,3,1,11,3,8,9
54,576,13,23,3,4,9,5,1,11,3,8,9
55,576,12,23,0,4,8,6,1,12,4,8,9
56,573,15,26,3,4,11,6,2,12,4,8,9
57,573,12,26,0,3,9,4,1,15,6,9,9
58,568,17,31,5,7,10,7,1,15,6,9,9
59,565,20,34,3,9,11,7,2,15,6,9,9
60,565,20,34,0,7,13,8,2,15,6,9,9
61,564,21,35,1,4,17,8,3,15,6,9,9
62,559,23,39,4,6,17,7,4,17,6,11,10
63,557,24,42,3,8,16,8,5,19,6,13,10
64,554,25,44,2,9,16,9,5,20,6,14,11
65,554,26,45,1,9,17,10,5,20,6,14,11
66,551,26,48,3,8,18,8,5,23,7,16,11
67,547,29,52,4,7,22,8,5,24,7,17,11
68,544,31,55,3,9,22,11,5,25,7,18,11
69,540,34,59,4,11,23,14,6,26,7,19,11
70,538,34,61,2,8,26,14,5,28,8,20,11
71,535,32,63,2,8,24,13,4,32,9,23,12
72,530,36,69,6,11,25,17,3,34,10,24,12
73,525,37,72,3,12,25,15,5,35,11,24,15
74,526,38,74,2,9,29,16,6,36,12,24,15
75,525,38,75,1,7,31,17,6,37,12,25,15
76,518,41,82,7,12,29,15,9,41,14,27,15
77,515,39,84,2,9,30,15,8,45,17,28,16
78,514,40,86,2,8,32,16,8,46,18,28,16
79,509,41,89,3,9,32,17,10,48,19,29,18
80,511,36,89,0,5,31,15,10,53,21,32,18
81,505,40,95,6,9,31,17,8,55,22,33,18
82,501,41,99,4,11,30,17,9,58,24,34,18
83,501,39,99,0,7,32,18,8,60,24,36,18
84,497,37,102,3,7,30,17,6,65,26,39,19
85,496,34,102,0,4,30,18,6,68,26,42,21
86,496,33,104,2,5,28,18,6,70,27,43,22
87,496,29,105,1,4,25,18,4,75,30,45,22
88,494,28,107,2,5,23,16,4,78,33,45,22
89,494,26,107,0,4,22,15,5,80,33,47,22
90,493,23,108,1,3,20,14,3,84,34,50,22
91,493,21,108,0,1,20,13,3,86,34,52,22
92,493,20,108,0,0,20,13,4,87,35,52,22
93,493,16,108,0,0,16,11,4,91,39,52,22
94,491,15,110,2,2,13,8,5,94,40,54,22
95,490,13,111,1,3,10,5,5,97,43,54,22
96,490,12,111,0,3,9,4,5,98,44,54,22
97,489,11,112,1,3,8,3,4,100,44,56,23
98,490,10,112,0,1,9,2,4,101,44,57,24
99,491,9,112,0,1,8,2,4,102,45,57,24
100,490,7,112,0,1,6,4,2,104,45,59,25
101,491,4,112,0,0,4,2,1,106,45,61,26
102,491,3,112,0,0,3,2,0,107,45,62,27
103,492,3,112,0,0,3,3,0,107,45,62,27
104,491,3,112,0,0,3,3,0,107,45,62,28
105,492,3,112,0,0,3,3,0,107,45,62,28
106,491,3,112,0,0,3,3,0,107,45,62,29
107,492,3,112,0,0,3,3,0,107,45,62,29
108,491,2,113,1,1,1,1,0,109,46,63,29
109,490,2,113,0,1,1,1,0,109,46,63,30
110,491,2,113,0,1,1,1,0,109,46,63,30
111,490,1,113,0,0,1,0,0,110,47,63,31
112,490,1,113,0,0,1,0,0,110,47,63,32
113,491,1,113,0,0,1,1,0,110,47,63,32
114,491,1,113,0,0,1,1,0,110,47,63,32
115,490,1,113,0,0,1,1,0,110,47,63,33
116,491,1,113,0,0,1,1,0,110,47,63,33
117,491,1,113,0,0,1,1,0,110,47,63,33
118,490,2,114,1,1,1,1,0,110,47,63,34
119,491,2,114,0,1,1,1,0,110,47,63,34
120,491,2,114,0,0,2,1,0,110,47,63,34
121,491,1,114,0,0,1,0,0,111,47,64,34
122,491,1,114,0,0,1,0,1,111,47,64,34
123,491,1,114,0,0,1,0,1,111,47,64,34
124,491,1,114,0,0,1,0,1,111,47,64,34
125,491,1,114,0,0,1,0,1,111,47,64,34
126,490,1,114,0,0,1,0,1,111,47,64,35
127,491,1,114,0,0,1,0,1,111,47,64,35
128,491,1,114,0,0,1,0,1,111,47,64,35
129,491,1,114,0,0,1,0,1,111,47,64,35
130,491,0,114,0,0,0,0,0,112,47,65,35
131,491,0,114,0,0,0,0,0,112,47,65,35
132,491,0,114,0,0,0,0,0,112,47,65,35
133,491,0,114,0,0,0,0,0,112,47,65,35
134,491,0,114,0,0,0,0,0,112,47,65,35
135,490,0,114,0,0,0,0,0,112,47,65,37
136,492,0,114,0,0,0,0,0,112,47,65,37
137,489,0,114,0,0,0,0,0,112,47,65,40
138,492,0,114,0,0,0,0,0,112,47,65,40
139,492,0,114,0,0,0,0,0,112,47,65,40
140,492,0,114,0,0,0,0,0,112,47,65,40
141,492,0,114,0,0,0,0,0,112,47,65,40
142,492,0,114,0,0,0,0,0,112,47,65,40
143,492,0,114,0,0,0,0,0,112,47,65,40
144,491,0,114,0,0,0,0,0,112,47,65,41
145,492,0,114,0,0,0,0,0,112,47,65,41
146,490,0,114,0,0,0,0,0,112,47,65,43
147,492,0,114,0,0,0,0,0,112,47,65,43
148,491,0,114,0,0,0,0,0,112,47,65,44
149,492,0,114,0,0,0,0,0,112,47,65,44
150,492,0,114,0,0,0,0,0,112,47,65,44
151,491,0,114,0,0,0,0,0,112,47,65,45
152,491,0,114,0,0,0,0,0,112,47,65,46
153,492,0,114,0,0,0,0,0,112,47,65,46
154,491,0,114,0,0,0,0,0,112,47,65,47
155,492,0,114,0,0,0,0,0,112,47,65,47
156,491,0,114,0,0,0,0,0,112,47,65,48
157,492,0,114,0,0,0,0,0,112,47,65,48
158,492,0,114,0,0,0,0,0,112,47,65,48
159,492,0,114,0,0,0,0,0,112,47,65,48
160,492,0,114,0,0,0,0,0,112,47,65,48
161,492,0,114,0,0,0,0,0,112,47,65,48
162,491,0,114,0,0,0,0,0,112,47,65,49
163,492,0,114,0,0,0,0,0,112,47,65,49
164,492,0,114,0,0,0,0,0,112,47,65,49
165,491,0,114,0,0,0,0,0,112,47,65,50
166,492,0,114,0,0,0,0,0,112,47,65,50
167,492,0,114,0,0,0,0,0,112,47,65,50
168,490,0,114,0,0,0,0,0,112,47,65,52
169,491,0,114,0,0,0,0,0,112,47,65,53
170,492,0,114,0,0,0,0,0,112,47,65,53
171,492,0,114,0,0,0,0,0,112,47,65,53
172,491,0,114,0,0,0,0,0,112,47,65,54
173,492,0,114,0,0,0,0,0,112,47,65,54
174,492,0,114,0,0,0,0,0,112,47,65,55
175,492,0,114,0,0,0,0,0,112,47,65,56
176,493,0,114,0,0,0,0,0,112,47,65,56
177,493,0,114,0,0,0,0,0,112,47,65,57
178,494,0,114,0,0,0,0,0,112,47,65,57
179,493,0,114,0,0,0,0,0,112,47,65,58
