Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,596.46,3.27,2.84,2.84,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27
1,596.44,3.27,2.84,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.56
2,596.4,3.27,2.84,0.0,2.58,0.69,0.0,0.0,0.0,0.0,0.0,0.89
3,596.28,3.37,2.94,0.1,1.37,2.0,0.0,0.0,0.0,0.0,0.0,1.24
4,596.03,3.7,3.28,0.34,0.43,3.27,0.36,0.33,0.0,0.0,0.0,1.51
5,595.4,4.3,3.88,0.6,1.01,3.29,1.13,0.87,0.0,0.0,0.0,1.81
6,594.6,5.07,4.65,0.77,1.68,3.39,1.89,1.38,0.0,0.0,0.0,2.14
7,593.99,5.67,5.25,0.6,1.95,3.72,1.9,1.39,0.0,0.0,0.0,2.48
8,593.21,6.52,6.1,0.85,2.13,4.39,1.95,1.44,0.0,0.0,0.0,2.75
9,592.26,7.38,6.96,0.86,2.43,4.95,2.16,1.56,0.0,0.0,0.0,3.11
10,591.42,8.26,7.84,0.88,2.58,5.68,2.61,1.78,0.0,0.0,0.0,3.43
11,590.42,9.3,8.89,1.05,2.78,6.52,3.0,1.94,0.0,0.0,0.0,3.71
12,589.25,9.78,10.07,1.18,3.18,6.6,3.2,1.77,0.69,0.0,0.69,3.99
13,588.41,9.24,10.88,0.81,3.09,6.15,3.04,1.43,2.0,0.0,2.0,4.34
14,587.53,8.86,11.8,0.92,3.03,5.83,2.83,1.12,3.27,0.0,3.27,4.68
15,586.71,9.53,12.58,0.78,2.7,6.83,3.33,1.42,3.29,0.01,3.28,5.15
16,585.98,10.29,13.46,0.88,2.63,7.66,4.0,1.6,3.38,0.05,3.33,5.5
17,584.72,11.21,14.74,1.28,3.11,8.1,4.52,1.83,3.67,0.19,3.48,5.9
18,584.0,11.38,15.6,0.86,3.04,8.34,4.7,1.92,4.28,0.58,3.7,6.24
19,583.01,11.84,16.63,1.03,3.14,8.7,4.84,2.01,4.81,0.85,3.96,6.58
20,581.66,12.45,18.02,1.39,3.5,8.95,4.87,2.13,5.49,1.21,4.28,6.98
21,580.38,12.94,19.37,1.35,3.9,9.04,4.83,2.24,6.3,1.65,4.65,7.36
22,579.29,13.37,20.55,1.18,3.9,9.47,5.01,2.33,7.0,2.0,5.0,7.71
23,577.83,14.01,22.07,1.52,4.21,9.8,5.05,2.36,7.85,2.47,5.38,8.05
24,576.7,14.21,23.25,1.18,4.06,10.15,5.08,2.54,8.77,2.93,5.84,8.41
25,575.24,14.69,24.82,1.57,4.26,10.43,5.19,2.54,9.8,3.4,6.4,8.73
26,573.74,15.32,26.4,1.58,4.46,10.86,5.46,2.67,10.7,3.66,7.04,9.02
27,572.25,15.98,27.85,1.45,4.49,11.49,5.93,2.8,11.42,3.97,7.45,9.42
28,570.94,16.55,29.34,1.49,4.7,11.85,6.17,3.0,12.3,4.33,7.97,9.69
29,569.4,17.04,30.76,1.42,4.45,12.59,6.51,3.13,13.21,4.68,8.53,10.1
30,567.91,17.59,32.37,1.61,4.74,12.85,6.67,3.2,14.2,4.96,9.24,10.47
31,566.33,18.13,33.88,1.51,4.64,13.49,7.13,3.43,15.09,5.24,9.85,10.99
32,565.1,18.36,35.36,1.48,4.61,13.75,7.24,3.41,16.2,5.58,10.62,11.41
33,563.57,18.94,37.11,1.75,4.8,14.14,7.46,3.62,17.33,6.02,11.31,11.66
34,561.59,19.44,38.97,1.86,5.13,14.31,7.65,3.58,18.61,6.55,12.06,12.12
35,560.14,19.59,40.57,1.6,5.45,14.14,7.56,3.78,19.94,7.07,12.87,12.56
36,558.5,19.83,42.23,1.66,5.4,14.43,7.68,3.76,21.28,7.56,13.72,13.08
37,557.04,20.17,43.93,1.7,5.18,14.99,7.74,3.62,22.59,8.27,14.32,13.41
38,555.54,20.46,45.46,1.53,4.99,15.47,8.18,3.65,23.75,8.7,15.05,13.79
39,553.76,20.73,47.37,1.91,5.28,15.45,8.47,3.64,25.31,9.28,16.03,14.13
40,552.19,21.12,49.09,1.72,5.28,15.84,8.7,3.8,26.58,9.81,16.77,14.38
41,550.38,21.22,50.82,1.73,5.42,15.8,8.71,3.78,28.12,10.44,17.68,14.83
42,548.67,21.68,52.73,1.91,5.71,15.97,8.89,3.88,29.52,11.12,18.4,15.15
43,546.87,21.96,54.54,1.81,5.72,16.24,9.08,3.75,31.0,11.85,19.15,15.53
44,545.26,22.15,56.26,1.72,5.57,16.58,9.16,3.76,32.46,12.53,19.93,15.88
45,543.75,22.39,57.85,1.59,5.41,16.98,9.27,4.09,33.66,13.01,20.65,16.3
46,542.18,22.42,59.62,1.77,5.23,17.19,9.24,4.25,35.29,13.66,21.63,16.65
47,540.52,22.26,61.33,1.71,5.12,17.14,9.13,4.24,37.13,14.32,22.81,17.0
48,538.87,22.19,63.05,1.72,5.18,17.01,9.22,4.31,38.8,14.98,23.82,17.43
49,537.29,22.41,64.86,1.81,5.38,17.03,9.5,4.27,40.32,15.55,24.77,17.71
50,535.37,22.59,66.77,1.91,5.64,16.95,9.44,4.26,41.95,16.32,25.63,18.11
51,533.96,22.53,68.28,1.51,5.53,17.0,9.53,4.2,43.46,16.94,26.52,18.5
52,532.49,22.47,69.87,1.59,5.21,17.26,9.42,4.31,45.0,17.52,27.48,18.89
53,531.05,22.22,71.46,1.59,5.13,17.09,9.42,4.11,46.69,18.19,28.5,19.29
54,529.69,21.84,72.97,1.51,4.71,17.13,9.51,4.05,48.47,18.91,29.56,19.66
55,528.13,21.62,74.54,1.57,4.78,16.84,9.34,4.08,50.17,19.64,30.53,20.12
56,526.61,21.36,76.23,1.69,4.95,16.41,9.31,4.08,52.01,20.48,31.53,20.57
57,525.42,21.02,77.73,1.5,4.85,16.17,8.99,4.06,53.76,21.35,32.41,20.8
58,523.88,20.84,79.2,1.47,4.77,16.07,8.8,4.12,55.34,22.03,33.31,21.18
59,522.34,20.9,80.8,1.6,4.84,16.06,8.8,4.18,56.79,22.77,34.02,21.61
60,521.0,20.67,82.32,1.52,4.92,15.75,8.65,4.13,58.37,23.44,34.93,22.07
61,519.89,20.42,83.61,1.29,4.61,15.81,8.65,4.12,59.84,24.09,35.75,22.44
62,518.71,19.77,84.89,1.28,4.26,15.51,8.14,4.15,61.64,24.83,36.81,22.88
63,517.44,19.53,86.33,1.44,4.19,15.34,8.15,4.06,63.22,25.5,37.72,23.28
64,516.41,18.94,87.54,1.21,4.03,14.91,8.12,3.92,64.99,26.22,38.77,23.54
65,515.38,18.55,88.65,1.11,3.76,14.79,8.2,3.84,66.38,26.78,39.6,23.89
66,514.11,18.41,90.03,1.38,3.96,14.45,8.18,3.71,67.84,27.43,40.41,24.24
67,512.99,18.02,91.25,1.22,3.93,14.09,7.93,3.73,69.38,28.15,41.23,24.61
68,511.72,17.84,92.65,1.4,4.07,13.77,7.68,3.58,70.9,28.75,42.15,24.95
69,510.88,17.31,93.61,0.96,3.81,13.5,7.46,3.56,72.31,29.29,43.02,25.32
70,509.99,16.86,94.6,0.99,3.31,13.55,7.43,3.41,73.67,29.78,43.89,25.69
71,508.94,16.39,95.75,1.15,3.35,13.04,7.13,3.31,75.21,30.42,44.79,26.06
72,508.05,15.87,96.77,1.02,3.28,12.59,7.25,3.14,76.68,31.13,45.55,26.39
73,507.15,15.33,97.75,0.98,3.22,12.11,6.8,3.19,78.11,31.8,46.31,26.76
74,506.37,14.86,98.62,0.87,3.04,11.82,6.66,3.08,79.41,32.39,47.02,27.12
75,505.24,14.55,99.75,1.13,3.16,11.39,6.39,2.94,80.73,32.88,47.85,27.63
76,504.71,14.26,100.62,0.87,2.95,11.31,6.41,2.81,81.85,33.47,48.38,27.89
77,503.84,13.91,101.53,0.91,2.89,11.02,6.23,2.74,83.04,34.05,48.99,28.23
78,502.97,13.64,102.48,0.95,2.88,10.76,6.25,2.59,84.22,34.51,49.71,28.59
79,502.27,13.27,103.31,0.83,2.64,10.63,6.09,2.52,85.35,34.92,50.43,28.92
80,501.54,12.62,104.07,0.76,2.53,10.09,5.64,2.51,86.74,35.59,51.15,29.27
81,500.8,12.27,104.85,0.78,2.46,9.81,5.66,2.43,87.82,36.08,51.74,29.68
82,500.23,11.94,105.59,0.74,2.39,9.55,5.55,2.34,88.84,36.5,52.34,29.99
83,499.57,11.64,106.36,0.77,2.39,9.25,5.49,2.18,89.86,36.99,52.87,30.28
84,498.81,11.41,107.21,0.85,2.46,8.95,5.25,2.15,90.89,37.49,53.4,30.54
85,498.22,11.03,107.85,0.64,2.24,8.79,5.15,2.0,91.86,37.79,54.07,30.83
86,497.46,10.68,108.59,0.74,2.22,8.46,4.78,2.06,92.91,38.3,54.61,31.2
87,496.84,10.4,109.3,0.71,2.22,8.18,4.84,1.88,93.82,38.73,55.09,31.62
88,496.43,10.0,109.83,0.53,1.92,8.08,4.81,1.74,94.69,39.19,55.5,32.02
89,496.04,9.61,110.45,0.62,1.86,7.75,4.7,1.54,95.68,39.62,56.06,32.26
90,495.42,9.35,111.08,0.63,1.9,7.45,4.6,1.58,96.53,40.13,56.4,32.56
91,494.86,9.1,111.65,0.57,1.87,7.23,4.43,1.61,97.31,40.53,56.78,32.9
92,494.25,8.97,112.34,0.69,1.94,7.03,4.22,1.59,98.09,40.87,57.22,33.26
93,493.84,8.73,112.89,0.55,1.91,6.82,3.99,1.63,98.83,41.18,57.65,33.57
94,493.31,8.53,113.47,0.58,1.89,6.64,3.87,1.59,99.55,41.5,58.05,33.92
95,492.99,8.09,113.86,0.39,1.61,6.48,3.53,1.68,100.34,41.77,58.57,34.28
96,492.75,7.71,114.26,0.4,1.45,6.26,3.33,1.7,101.09,42.11,58.98,34.56
97,492.38,7.44,114.7,0.44,1.31,6.13,3.25,1.74,101.74,42.4,59.34,34.9
98,492.13,7.02,115.12,0.42,1.22,5.8,3.04,1.67,102.52,42.72,59.8,35.21
99,491.78,6.9,115.6,0.48,1.39,5.51,3.04,1.65,103.12,42.98,60.14,35.42
100,491.25,6.8,116.07,0.47,1.37,5.43,3.04,1.59,103.68,43.18,60.5,35.75
101,490.88,6.63,116.51,0.44,1.35,5.28,2.92,1.42,104.26,43.43,60.83,36.06
102,490.58,6.3,116.83,0.32,1.3,5.0,2.86,1.32,104.86,43.63,61.23,36.44
103,490.44,6.03,117.14,0.31,1.05,4.98,2.87,1.18,105.42,43.79,61.63,36.73
104,490.05,5.77,117.5,0.36,1.01,4.76,2.74,1.06,106.01,43.96,62.05,37.12
105,489.87,5.39,117.77,0.27,0.97,4.42,2.67,1.04,106.64,44.29,62.35,37.51
106,489.73,5.16,118.11,0.34,0.96,4.2,2.57,0.97,107.19,44.5,62.69,37.77
107,489.38,4.98,118.51,0.4,1.0,3.98,2.38,0.89,107.73,44.71,63.02,38.07
108,489.15,4.76,118.78,0.27,1.05,3.71,2.29,0.84,108.21,44.91,63.3,38.42
109,488.85,4.87,119.17,0.39,1.13,3.74,2.34,0.87,108.48,45.1,63.38,38.74
110,488.63,4.64,119.42,0.25,0.97,3.67,2.14,0.81,108.94,45.28,63.66,39.09
111,488.55,4.36,119.62,0.2,0.88,3.48,1.94,0.84,109.39,45.54,63.85,39.4
112,488.4,4.11,119.76,0.14,0.7,3.41,1.84,0.96,109.74,45.74,64.0,39.81
113,488.32,3.83,120.01,0.25,0.64,3.19,1.68,0.88,110.24,45.97,64.27,40.11
114,488.16,3.68,120.24,0.23,0.69,2.99,1.67,0.83,110.62,46.16,64.46,40.38
115,487.82,3.69,120.55,0.31,0.78,2.91,1.71,0.81,110.91,46.33,64.58,40.74
116,487.66,3.59,120.77,0.22,0.78,2.81,1.6,0.78,111.23,46.45,64.78,41.07
117,487.52,3.3,120.88,0.11,0.59,2.71,1.41,0.78,111.59,46.59,65.0,41.53
118,487.52,3.28,121.07,0.19,0.55,2.73,1.4,0.8,111.79,46.66,65.13,41.89
119,487.45,3.19,121.29,0.22,0.55,2.64,1.42,0.77,112.1,46.81,65.29,42.16
120,487.25,3.0,121.51,0.22,0.55,2.45,1.32,0.69,112.5,46.97,65.53,42.44
121,487.15,2.9,121.7,0.19,0.6,2.3,1.3,0.64,112.77,47.07,65.7,42.72
122,487.05,2.71,121.85,0.15,0.59,2.12,1.21,0.61,113.08,47.18,65.9,43.01
123,487.03,2.49,121.93,0.08,0.43,2.06,1.09,0.57,113.38,47.28,66.1,43.29
124,486.95,2.38,122.03,0.1,0.4,1.98,1.06,0.55,113.56,47.33,66.23,43.64
125,486.95,2.24,122.1,0.07,0.35,1.89,1.12,0.52,113.74,47.39,66.35,43.99
126,486.87,2.08,122.19,0.09,0.29,1.79,1.06,0.46,113.96,47.53,66.43,44.39
127,486.89,1.92,122.3,0.11,0.27,1.65,0.96,0.41,114.23,47.75,66.48,44.73
128,486.82,1.87,122.45,0.15,0.33,1.54,0.94,0.38,114.43,47.84,66.59,45.0
129,486.68,1.76,122.55,0.1,0.37,1.39,0.87,0.37,114.63,47.92,66.71,45.35
130,486.75,1.64,122.63,0.08,0.34,1.3,0.8,0.33,114.83,48.04,66.79,45.6
131,486.58,1.57,122.69,0.06,0.28,1.29,0.73,0.33,114.95,48.08,66.87,46.05
132,486.67,1.51,122.81,0.12,0.27,1.24,0.69,0.3,115.1,48.14,66.96,46.36
133,486.58,1.39,122.92,0.11,0.29,1.1,0.62,0.26,115.33,48.25,67.08,46.74
134,486.67,1.35,123.0,0.08,0.28,1.07,0.6,0.29,115.45,48.31,67.14,46.99
135,486.63,1.27,123.05,0.05,0.23,1.04,0.59,0.26,115.57,48.38,67.19,47.33
136,486.61,1.2,123.14,0.09,0.23,0.97,0.54,0.24,115.71,48.41,67.3,47.67
137,486.62,1.14,123.2,0.06,0.23,0.91,0.51,0.25,115.83,48.49,67.34,47.99
138,486.6,1.1,123.25,0.05,0.19,0.91,0.49,0.27,115.91,48.53,67.38,48.34
139,486.7,1.04,123.26,0.01,0.14,0.9,0.48,0.27,115.97,48.56,67.41,48.62
140,486.64,1.0,123.3,0.04,0.11,0.89,0.47,0.29,116.05,48.6,67.45,48.96
141,486.66,0.95,123.37,0.07,0.14,0.81,0.42,0.28,116.17,48.65,67.52,49.26
142,486.51,0.89,123.46,0.09,0.2,0.69,0.39,0.23,116.3,48.71,67.59,49.66
143,486.62,0.8,123.47,0.01,0.17,0.63,0.34,0.22,116.39,48.76,67.63,49.99
144,486.69,0.75,123.51,0.04,0.13,0.62,0.32,0.18,116.47,48.77,67.7,50.29
145,486.77,0.69,123.53,0.02,0.09,0.6,0.31,0.15,116.55,48.82,67.73,50.55
146,486.71,0.64,123.56,0.03,0.08,0.56,0.31,0.15,116.63,48.86,67.77,50.89
147,486.65,0.66,123.64,0.08,0.15,0.51,0.34,0.12,116.69,48.88,67.81,51.29
148,486.68,0.59,123.66,0.02,0.13,0.46,0.32,0.09,116.78,48.93,67.85,51.71
149,486.86,0.57,123.69,0.03,0.12,0.45,0.29,0.08,116.83,48.95,67.88,51.99
150,486.88,0.5,123.69,0.0,0.04,0.46,0.27,0.07,116.9,48.98,67.92,52.29
151,486.88,0.48,123.72,0.03,0.05,0.43,0.25,0.08,116.94,49.01,67.93,52.64
152,487.01,0.47,123.74,0.02,0.05,0.42,0.29,0.09,116.97,49.02,67.95,52.86
153,486.88,0.45,123.76,0.02,0.06,0.39,0.27,0.09,117.01,49.05,67.96,53.21
154,487.06,0.37,123.76,0.0,0.05,0.32,0.22,0.08,117.09,49.1,67.99,53.46
155,486.82,0.37,123.83,0.07,0.1,0.27,0.16,0.08,117.15,49.15,68.0,53.92
156,487.04,0.37,123.86,0.03,0.11,0.26,0.14,0.08,117.18,49.17,68.01,54.15
157,487.07,0.38,123.88,0.02,0.11,0.27,0.15,0.08,117.19,49.17,68.02,54.39
158,487.04,0.36,123.9,0.02,0.09,0.27,0.14,0.07,117.23,49.2,68.03,54.69
159,487.05,0.32,123.9,0.0,0.06,0.26,0.14,0.05,117.27,49.2,68.07,55.0
160,487.06,0.28,123.93,0.03,0.06,0.22,0.12,0.04,117.34,49.23,68.11,55.31
161,487.14,0.28,123.95,0.02,0.05,0.23,0.14,0.03,117.36,49.23,68.13,55.55
162,487.21,0.26,123.95,0.0,0.04,0.22,0.16,0.02,117.38,49.24,68.14,55.76
163,487.12,0.28,123.98,0.03,0.05,0.23,0.16,0.04,117.39,49.25,68.14,56.04
164,487.17,0.29,124.0,0.02,0.05,0.24,0.17,0.03,117.4,49.25,68.15,56.3
165,487.15,0.27,124.01,0.01,0.04,0.23,0.17,0.02,117.42,49.25,68.17,56.6
166,487.15,0.26,124.02,0.01,0.04,0.22,0.16,0.03,117.44,49.26,68.18,56.92
167,487.14,0.25,124.03,0.01,0.03,0.22,0.15,0.04,117.45,49.26,68.19,57.33
168,487.26,0.23,124.05,0.02,0.04,0.19,0.12,0.04,117.49,49.28,68.21,57.63
169,487.26,0.22,124.07,0.02,0.05,0.17,0.11,0.04,117.52,49.31,68.21,57.95
170,487.37,0.18,124.07,0.0,0.05,0.13,0.08,0.04,117.55,49.33,68.22,58.24
171,487.47,0.17,124.08,0.01,0.04,0.13,0.09,0.02,117.57,49.35,68.22,58.47
172,487.53,0.18,124.1,0.02,0.03,0.15,0.08,0.02,117.58,49.36,68.22,58.65
