
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,599,1,1,1,1,0,0,0,0,0,0,0
1,599,1,1,0,1,0,0,0,0,0,0,0
2,599,1,1,0,1,0,0,0,0,0,0,0
3,599,1,1,0,1,0,0,0,0,0,0,0
4,599,1,1,0,0,1,0,0,0,0,0,0
5,598,2,2,1,1,1,0,0,0,0,0,0
6,597,3,3,1,2,1,1,0,0,0,0,0
7,595,3,3,0,2,1,1,0,0,0,0,2
8,597,3,3,0,1,2,1,0,0,0,0,2
9,596,4,4,1,1,3,1,0,0,0,0,2
10,594,6,6,2,3,3,1,1,0,0,0,2
11,593,7,7,1,3,4,1,2,0,0,0,2
12,592,7,7,0,3,4,1,2,0,0,0,3
13,592,8,8,1,3,5,1,3,0,0,0,3
14,592,7,8,0,2,5,0,3,1,0,1,3
15,592,7,8,0,1,6,1,3,1,0,1,3
16,590,9,10,2,2,7,2,3,1,0,1,3
17,589,9,10,0,2,7,2,4,1,0,1,4
18,589,9,11,1,3,6,3,3,2,1,1,4
19,588,9,12,1,3,6,3,2,3,1,2,4
20,588,9,12,0,2,7,3,2,3,1,2,4
21,584,12,16,4,6,6,3,2,4,2,2,4
22,583,13,17,1,6,7,4,2,4,2,2,4
23,581,14,19,2,5,9,3,2,5,2,3,4
24,577,16,22,3,8,8,3,2,6,2,4,5
25,575,18,25,3,8,10,4,3,7,2,5,5
26,574,18,26,1,8,10,3,3,8,3,5,5
27,573,18,26,0,4,14,5,4,8,3,5,6
28,571,20,28,2,3,17,5,5,8,3,5,7
29,571,20,29,1,3,17,8,5,9,3,6,7
30,567,23,33,4,6,17,10,5,10,4,6,7
31,567,23,33,0,5,18,11,5,10,4,6,7
32,561,27,38,5,10,17,10,6,11,4,7,8
33,560,25,40,2,8,17,9,4,14,4,10,9
34,558,28,43,3,10,18,9,4,14,4,10,9
35,556,27,45,2,10,17,9,5,17,5,12,9
36,555,27,46,1,7,20,9,5,18,6,12,9
37,555,24,46,0,1,23,8,5,21,6,15,9
38,551,25,50,4,5,20,8,6,24,7,17,9
39,549,25,51,1,6,19,12,7,25,7,18,10
40,549,25,52,1,4,21,12,6,26,8,18,10
41,546,27,55,3,5,22,11,6,27,8,19,10
42,543,30,58,3,6,24,14,6,27,8,19,10
43,541,28,60,2,8,20,13,5,31,10,21,10
44,539,29,62,2,8,21,14,5,32,11,21,10
45,536,30,65,3,8,22,13,4,34,12,22,10
46,534,27,67,2,8,19,9,5,38,16,22,11
47,531,25,70,3,9,16,8,4,43,20,23,12
48,531,26,71,1,7,19,10,4,43,20,23,12
49,528,29,74,3,8,21,12,4,43,20,23,12
50,525,29,77,3,8,21,11,5,46,21,25,12
51,523,29,79,2,6,23,12,4,48,22,26,12
52,519,30,82,3,7,23,13,4,50,22,28,13
53,518,32,84,2,6,26,16,5,50,22,28,13
54,517,31,85,1,5,26,16,5,52,22,30,13
55,513,32,89,4,7,25,15,6,55,24,31,13
56,512,31,90,1,7,24,15,6,57,24,33,13
57,510,31,92,2,7,24,15,6,59,26,33,13
58,508,29,94,2,6,23,12,6,62,26,36,14
59,506,29,96,2,7,22,12,6,64,27,37,15
60,504,28,98,2,6,22,13,5,67,28,39,16
61,502,27,101,3,7,20,11,4,71,30,41,16
62,500,27,103,2,7,20,14,2,73,31,42,16
63,498,25,104,1,6,19,14,1,76,33,43,18
64,497,26,107,3,6,20,13,2,78,34,44,18
65,497,24,107,0,4,20,13,2,79,35,44,19
66,495,26,110,3,5,21,15,2,80,35,45,19
67,493,24,110,0,4,20,14,3,82,36,46,21
68,493,23,112,2,4,19,13,3,85,37,48,22
69,493,22,112,0,4,18,13,3,86,38,48,23
70,492,20,113,1,2,18,12,3,89,38,51,24
71,493,18,113,0,2,16,10,3,91,38,53,24
72,490,19,116,3,4,15,11,3,92,38,54,25
73,490,18,117,1,4,14,9,3,94,39,55,25
74,489,16,118,1,3,13,8,2,97,39,58,25
75,489,14,118,0,2,12,8,1,99,40,59,25
76,488,14,119,1,2,12,9,1,100,40,60,25
77,487,13,120,1,2,11,8,1,101,40,61,26
78,488,11,120,0,2,9,7,1,103,42,61,26
79,488,11,120,0,0,11,8,1,103,42,61,26
80,488,8,120,0,0,8,6,0,106,45,61,26
81,488,8,120,0,0,8,7,1,106,45,61,26
82,488,8,120,0,0,8,7,1,106,45,61,26
83,487,8,121,1,1,7,6,1,107,45,62,26
84,486,7,122,1,2,5,4,1,109,47,62,26
85,485,6,122,0,2,4,3,1,110,48,62,27
86,486,5,122,0,2,3,2,1,111,48,63,27
87,486,4,122,0,0,4,1,1,112,49,63,27
88,486,4,122,0,0,4,1,1,112,49,63,27
89,486,2,122,0,0,2,1,1,114,50,64,27
90,486,2,122,0,0,2,1,1,114,50,64,27
91,486,2,122,0,0,2,1,1,114,50,64,27
92,485,3,123,1,1,2,1,1,114,50,64,27
93,485,3,123,0,1,2,1,1,114,50,64,27
94,485,3,123,0,1,2,1,1,114,50,64,27
95,484,4,124,1,1,3,1,1,114,50,64,27
96,484,4,124,0,1,3,1,1,114,50,64,27
97,484,2,124,0,1,1,1,0,116,50,66,27
98,484,2,124,0,1,1,1,0,116,50,66,27
99,484,2,124,0,0,2,1,0,116,50,66,27
100,483,3,125,1,1,2,1,0,116,50,66,27
101,483,3,125,0,1,2,1,1,116,50,66,27
102,483,3,125,0,0,3,1,1,116,50,66,27
103,483,3,125,0,0,3,1,1,116,50,66,27
104,483,3,125,0,0,3,1,2,116,50,66,27
105,482,3,126,1,1,2,0,2,117,51,66,27
106,482,3,126,0,1,2,0,2,117,51,66,27
107,481,3,126,0,0,3,0,2,117,51,66,28
108,482,3,126,0,0,3,0,2,117,51,66,28
109,482,2,126,0,0,2,1,1,118,52,66,28
110,481,3,127,1,1,2,1,1,118,52,66,28
111,480,3,127,0,1,2,1,1,118,52,66,29
112,481,2,127,0,1,1,1,0,119,52,67,29
113,481,2,127,0,1,1,1,0,119,52,67,29
114,481,2,127,0,0,2,1,0,119,52,67,29
115,479,2,127,0,0,2,1,0,119,52,67,31
116,479,2,127,0,0,2,1,1,119,52,67,33
117,481,1,127,0,0,1,0,1,120,53,67,33
118,481,1,127,0,0,1,0,1,120,53,67,33
119,481,1,127,0,0,1,0,1,120,53,67,33
120,481,1,127,0,0,1,0,1,120,53,67,33
121,481,1,127,0,0,1,0,1,120,53,67,33
122,481,1,127,0,0,1,0,1,120,53,67,33
123,481,1,127,0,0,1,0,1,120,53,67,33
124,480,1,128,1,1,0,0,0,121,53,68,33
125,480,1,128,0,1,0,0,0,121,53,68,33
126,480,1,128,0,1,0,0,0,121,53,68,33
127,480,1,128,0,0,1,0,0,121,53,68,33
128,480,1,128,0,0,1,0,0,121,53,68,33
129,480,1,128,0,0,1,1,0,121,53,68,33
130,480,1,128,0,0,1,1,0,121,53,68,33
131,479,1,128,0,0,1,1,0,121,53,68,34
132,480,1,128,0,0,1,1,0,121,53,68,34
133,480,1,128,0,0,1,1,0,121,53,68,34
134,480,1,128,0,0,1,1,0,121,53,68,34
135,479,1,128,0,0,1,1,0,121,53,68,35
136,478,2,129,1,1,1,1,0,121,53,68,36
137,479,1,129,0,1,0,0,0,122,54,68,36
138,479,1,129,0,1,0,0,0,122,54,68,36
139,479,1,129,0,1,0,0,0,122,54,68,36
140,479,1,129,0,0,1,0,0,122,54,68,36
141,479,1,129,0,0,1,0,0,122,54,68,36
142,479,1,129,0,0,1,1,0,122,54,68,36
143,479,1,129,0,0,1,1,0,122,54,68,36
144,479,1,129,0,0,1,1,0,122,54,68,36
145,479,1,129,0,0,1,1,0,122,54,68,36
146,479,1,129,0,0,1,1,0,122,54,68,36
147,478,2,130,1,1,1,1,0,122,54,68,36
148,478,2,130,0,1,1,1,0,122,54,68,36
149,478,2,130,0,1,1,1,0,122,54,68,36
150,477,1,130,0,1,0,0,0,123,54,69,37
151,477,1,130,0,0,1,0,0,123,54,69,38
152,478,1,130,0,0,1,0,0,123,54,69,38
153,478,1,130,0,0,1,1,0,123,54,69,38
154,478,1,130,0,0,1,1,0,123,54,69,38
155,478,1,130,0,0,1,1,0,123,54,69,38
156,478,1,130,0,0,1,1,0,123,54,69,38
157,477,1,130,0,0,1,1,0,123,54,69,39
158,477,1,130,0,0,1,1,0,123,54,69,40
159,477,1,130,0,0,1,1,0,123,54,69,41
160,477,1,130,0,0,1,1,0,123,54,69,42
161,478,0,130,0,0,0,0,0,124,54,70,42
162,477,0,130,0,0,0,0,0,124,54,70,43
