Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,597.65,1.97,1.97,1.97,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.38
1,597.68,1.97,1.97,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.73
2,597.66,1.97,1.97,0.0,1.48,0.49,0.0,0.0,0.0,0.0,0.0,1.1
3,597.65,2.07,2.07,0.1,0.78,1.29,0.0,0.0,0.0,0.0,0.0,1.38
4,597.46,2.28,2.28,0.21,0.31,1.97,0.28,0.21,0.0,0.0,0.0,1.64
5,597.05,2.63,2.63,0.35,0.65,1.98,0.77,0.52,0.0,0.0,0.0,1.96
6,596.67,2.97,2.97,0.34,0.9,2.07,1.21,0.76,0.0,0.0,0.0,2.32
7,596.5,3.26,3.26,0.29,0.93,2.33,1.22,0.76,0.0,0.0,0.0,2.56
8,595.94,3.65,3.65,0.39,1.13,2.52,1.29,0.78,0.0,0.0,0.0,2.97
9,595.5,4.17,4.17,0.52,1.25,2.92,1.49,0.84,0.0,0.0,0.0,3.3
10,595.03,4.7,4.7,0.53,1.49,3.21,1.65,0.87,0.0,0.0,0.0,3.57
11,594.44,5.22,5.24,0.54,1.65,3.57,1.91,0.99,0.0,0.0,0.0,3.91
12,593.91,5.35,5.86,0.62,1.73,3.62,1.82,0.88,0.49,0.0,0.49,4.16
13,593.3,5.11,6.42,0.56,1.78,3.33,1.55,0.73,1.29,0.0,1.29,4.46
14,592.88,4.9,6.9,0.48,1.57,3.33,1.44,0.69,1.97,0.0,1.97,4.71
15,592.37,5.31,7.35,0.45,1.41,3.9,1.73,0.87,1.98,0.01,1.97,5.05
16,591.94,5.75,7.9,0.55,1.55,4.2,2.13,1.05,2.06,0.05,2.01,5.3
17,591.41,6.03,8.45,0.55,1.64,4.39,2.3,1.22,2.31,0.19,2.12,5.55
18,590.74,6.46,9.12,0.67,1.73,4.73,2.35,1.34,2.49,0.3,2.19,5.86
19,590.1,6.8,9.84,0.72,1.95,4.85,2.39,1.38,2.85,0.5,2.35,6.11
20,589.33,7.21,10.55,0.71,2.07,5.14,2.51,1.54,3.11,0.6,2.51,6.46
21,588.66,7.49,11.24,0.69,2.07,5.42,2.68,1.46,3.47,0.78,2.69,6.84
22,588.13,7.69,11.95,0.71,2.17,5.52,2.68,1.54,3.97,1.08,2.89,7.05
23,587.17,8.1,12.85,0.9,2.4,5.7,2.86,1.56,4.44,1.29,3.15,7.34
24,586.24,8.38,13.76,0.91,2.57,5.81,2.83,1.57,5.07,1.61,3.46,7.65
25,585.41,8.67,14.66,0.9,2.76,5.91,2.97,1.49,5.66,1.91,3.75,7.91
26,584.65,8.9,15.34,0.68,2.57,6.33,3.15,1.6,6.07,2.13,3.94,8.29
27,583.82,9.42,16.3,0.96,2.58,6.84,3.42,1.6,6.49,2.29,4.2,8.56
28,582.84,9.71,17.22,0.92,2.69,7.02,3.62,1.65,7.07,2.5,4.57,8.94
29,581.99,10.16,18.19,0.97,2.7,7.46,3.87,1.83,7.56,2.67,4.89,9.23
30,580.81,10.65,19.3,1.11,3.02,7.63,4.09,1.8,8.13,2.84,5.29,9.64
31,579.81,10.97,20.3,1.0,3.15,7.82,4.25,1.92,8.77,3.09,5.68,10.09
32,579.02,11.34,21.27,0.97,3.21,8.13,4.36,1.99,9.34,3.29,6.05,10.39
33,577.92,11.7,22.31,1.04,3.09,8.61,4.5,2.04,9.98,3.51,6.47,10.8
34,576.83,12.22,23.57,1.26,3.34,8.88,4.67,2.05,10.67,3.82,6.85,11.09
35,575.7,12.66,24.71,1.14,3.45,9.21,4.97,2.21,11.32,4.02,7.3,11.42
36,574.53,13.09,26.0,1.29,3.84,9.25,5.13,2.19,12.18,4.43,7.75,11.63
37,573.36,13.25,27.16,1.16,3.78,9.47,5.01,2.34,13.09,4.77,8.32,11.95
38,572.31,13.54,28.28,1.12,3.57,9.97,5.05,2.37,13.89,5.06,8.83,12.23
39,570.96,13.83,29.55,1.27,3.58,10.25,5.31,2.35,14.8,5.47,9.33,12.66
40,569.86,14.32,30.82,1.27,3.74,10.58,5.61,2.6,15.55,5.84,9.71,12.95
41,568.59,14.78,32.13,1.31,3.83,10.95,5.74,2.88,16.37,6.25,10.12,13.24
42,567.41,15.07,33.36,1.23,3.75,11.32,5.87,2.92,17.25,6.59,10.66,13.54
43,566.1,15.13,34.58,1.22,3.75,11.38,5.94,2.91,18.33,7.03,11.3,14.01
44,564.98,15.45,35.88,1.3,3.93,11.52,6.16,3.02,19.28,7.39,11.89,14.33
45,563.62,15.79,37.28,1.4,4.14,11.65,6.38,2.96,20.29,7.8,12.49,14.66
46,562.48,16.01,38.49,1.21,3.99,12.02,6.44,3.03,21.14,8.16,12.98,15.08
47,561.21,16.25,39.92,1.43,4.06,12.19,6.4,3.07,22.29,8.65,13.64,15.4
48,559.74,16.34,41.35,1.43,4.08,12.26,6.57,2.92,23.56,9.13,14.43,15.84
49,558.33,16.62,42.92,1.57,4.44,12.18,6.77,2.81,24.76,9.59,15.17,16.23
50,557.27,16.65,44.06,1.14,4.08,12.57,7.03,2.86,25.79,10.02,15.77,16.62
51,556.03,16.75,45.4,1.34,4.03,12.72,6.96,2.88,26.95,10.55,16.4,17.0
52,555.04,16.55,46.47,1.07,3.7,12.85,7.23,2.84,28.15,11.02,17.13,17.37
53,553.85,16.56,47.75,1.28,3.75,12.81,7.32,2.86,29.33,11.54,17.79,17.77
54,552.71,16.69,49.03,1.28,3.8,12.89,7.45,2.98,30.42,11.95,18.47,18.12
55,551.33,16.83,50.41,1.38,3.94,12.89,7.38,3.04,31.54,12.44,19.1,18.62
56,550.04,17.0,51.85,1.44,4.19,12.81,7.32,3.06,32.79,12.98,19.81,19.01
57,548.67,17.13,53.35,1.5,4.33,12.8,7.18,3.07,34.08,13.6,20.48,19.35
58,547.48,16.97,54.59,1.24,4.33,12.64,6.96,3.08,35.38,14.14,21.24,19.75
59,546.3,17.06,55.88,1.29,4.13,12.93,7.06,3.14,36.5,14.66,21.84,20.14
60,545.32,16.64,56.98,1.1,3.84,12.8,6.77,3.15,37.94,15.27,22.67,20.5
61,544.1,16.54,58.32,1.34,3.86,12.68,6.68,3.29,39.27,15.78,23.49,20.86
62,543.16,16.26,59.43,1.11,3.72,12.54,6.78,3.2,40.57,16.38,24.19,21.15
63,541.97,16.21,60.57,1.14,3.62,12.59,6.94,3.17,41.72,16.97,24.75,21.55
64,541.01,16.2,61.78,1.21,3.72,12.48,6.9,3.24,42.87,17.36,25.51,21.79
65,539.84,16.12,62.87,1.09,3.54,12.58,6.94,3.27,43.98,17.82,26.16,22.19
66,538.96,16.01,63.94,1.07,3.38,12.63,6.9,3.23,45.12,18.26,26.86,22.44
67,537.65,15.95,65.24,1.3,3.53,12.42,6.78,3.26,46.42,18.83,27.59,22.77
68,536.67,15.78,66.28,1.04,3.48,12.3,6.69,3.37,47.58,19.21,28.37,23.12
69,535.49,15.54,67.5,1.22,3.58,11.96,6.58,3.17,49.02,19.85,29.17,23.49
70,534.54,15.14,68.52,1.02,3.45,11.69,6.36,3.07,50.34,20.37,29.97,23.9
71,533.51,14.99,69.7,1.18,3.56,11.43,6.22,3.0,51.6,20.83,30.77,24.28
72,532.53,14.74,70.74,1.04,3.37,11.37,6.26,2.82,52.8,21.38,31.42,24.73
73,531.72,14.53,71.76,1.02,3.24,11.29,6.22,2.7,53.98,21.87,32.11,25.03
74,530.86,14.3,72.66,0.9,3.02,11.28,6.3,2.71,55.03,22.27,32.76,25.39
75,530.19,13.79,73.41,0.75,2.65,11.14,6.17,2.74,56.26,22.8,33.46,25.71
76,529.29,13.47,74.32,0.91,2.54,10.93,6.2,2.6,57.43,23.29,34.14,26.11
77,528.6,13.2,75.21,0.89,2.68,10.52,6.08,2.67,58.53,23.8,34.73,26.38
78,527.77,12.92,76.06,0.85,2.66,10.26,5.91,2.73,59.57,24.31,35.26,26.75
79,526.99,12.76,76.92,0.86,2.59,10.17,5.74,2.63,60.57,24.8,35.77,27.08
80,526.09,12.42,77.77,0.85,2.49,9.93,5.4,2.65,61.68,25.36,36.32,27.55
81,525.58,12.01,78.43,0.66,2.36,9.65,5.35,2.56,62.71,25.88,36.83,27.95
82,524.96,11.55,79.15,0.72,2.25,9.3,5.21,2.47,63.84,26.35,37.49,28.31
83,524.39,11.14,79.85,0.7,2.18,8.96,5.16,2.2,64.92,26.86,38.06,28.59
84,523.82,10.73,80.56,0.71,2.0,8.73,4.92,2.15,66.01,27.34,38.67,28.78
85,522.97,10.33,81.3,0.74,2.15,8.18,4.68,2.02,67.05,27.81,39.24,29.19
