Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,199.614,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.116
1,199.62,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.209
2,199.612,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.063,0.0,0.0,0.0,0.0,0.0,0.312
3,199.594,0.29,0.023,0.013,0.01,0.023,0.013,0.01,0.106,0.184,0.0,0.0,0.0,0.0,0.0,0.428
4,199.583,0.322,0.052,0.029,0.023,0.029,0.016,0.013,0.058,0.264,0.05,0.035,0.0,0.0,0.0,0.523
5,199.48,0.412,0.106,0.062,0.044,0.054,0.033,0.021,0.107,0.305,0.146,0.087,0.0,0.0,0.0,0.631
6,199.412,0.475,0.162,0.098,0.064,0.056,0.036,0.02,0.159,0.316,0.167,0.12,0.0,0.0,0.0,0.744
7,199.373,0.516,0.217,0.128,0.089,0.055,0.03,0.025,0.182,0.334,0.154,0.125,0.0,0.0,0.0,0.855
8,199.321,0.601,0.266,0.162,0.104,0.049,0.034,0.015,0.184,0.417,0.185,0.131,0.0,0.0,0.0,0.933
9,199.205,0.673,0.339,0.202,0.137,0.073,0.04,0.033,0.195,0.478,0.209,0.141,0.0,0.0,0.0,1.055
10,199.138,0.765,0.437,0.263,0.174,0.098,0.061,0.037,0.228,0.537,0.234,0.155,0.0,0.0,0.0,1.152
11,199.003,0.895,0.54,0.313,0.227,0.103,0.05,0.053,0.295,0.6,0.299,0.165,0.0,0.0,0.0,1.254
12,198.852,0.956,0.658,0.371,0.287,0.118,0.058,0.06,0.36,0.596,0.312,0.154,0.092,0.0,0.092,1.354
13,198.703,1.02,0.759,0.416,0.343,0.101,0.045,0.056,0.415,0.605,0.286,0.148,0.199,0.0,0.199,1.461
14,198.646,0.986,0.848,0.452,0.396,0.089,0.036,0.053,0.397,0.589,0.263,0.11,0.371,0.0,0.371,1.559
15,198.507,1.084,0.945,0.487,0.458,0.097,0.035,0.062,0.337,0.747,0.34,0.125,0.381,0.009,0.372,1.67
16,198.382,1.21,1.078,0.529,0.549,0.133,0.042,0.091,0.374,0.836,0.398,0.16,0.399,0.017,0.382,1.766
