Day,Susceptible,Infected,Cumulative Infected,Cumulative Infected Residents,Cumulative Infected Staff,Daily Infected,Daily Infected Residents,Daily Infected Staff,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,196.874,3.041,3.012,0.0,3.012,3.012,0.0,3.012,3.041,0.0,0.0,0.0,0.0,0.0,0.0,0.085
1,196.815,3.08,3.012,0.0,3.012,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.19
2,196.833,3.084,3.012,0.0,3.012,0.0,0.0,0.0,2.033,1.051,0.0,0.0,0.0,0.0,0.0,0.273
3,196.644,3.273,3.23,0.126,3.104,0.218,0.126,0.092,1.31,1.963,0.0,0.0,0.0,0.0,0.0,0.356
4,196.223,3.668,3.629,0.364,3.265,0.399,0.238,0.161,0.604,3.064,0.641,0.431,0.0,0.0,0.0,0.465
5,195.666,4.245,4.242,0.76,3.482,0.613,0.396,0.217,1.123,3.122,1.192,0.791,0.0,0.0,0.0,0.554
6,195.068,4.841,4.822,1.086,3.736,0.58,0.326,0.254,1.497,3.344,1.845,1.21,0.0,0.0,0.0,0.645
7,194.439,5.469,5.497,1.458,4.039,0.675,0.372,0.303,1.731,3.738,1.922,1.205,0.0,0.0,0.0,0.737
8,193.72,6.175,6.19,1.836,4.354,0.693,0.378,0.315,1.879,4.296,2.078,1.284,0.0,0.0,0.0,0.842
9,192.951,6.949,6.969,2.275,4.694,0.779,0.439,0.34,2.049,4.9,2.376,1.389,0.0,0.0,0.0,0.942
10,192.193,7.715,7.802,2.684,5.118,0.833,0.409,0.424,2.224,5.491,2.776,1.501,0.0,0.0,0.0,1.034
11,191.261,8.623,8.717,3.156,5.561,0.915,0.472,0.443,2.432,6.191,3.196,1.691,0.0,0.0,0.0,1.15
12,190.398,8.443,9.673,3.602,6.071,0.956,0.446,0.51,2.602,5.841,2.965,1.432,1.045,0.0,1.045,1.264
13,189.496,8.406,10.542,3.997,6.545,0.869,0.395,0.474,2.645,5.761,2.908,1.259,1.951,0.0,1.951,1.403
14,188.762,8.033,11.354,4.336,7.018,0.812,0.339,0.473,2.549,5.484,2.757,1.049,3.016,0.0,3.016,1.561
15,188.072,8.664,12.112,4.595,7.517,0.758,0.259,0.499,2.42,6.244,3.271,1.251,3.097,0.06,3.037,1.665
16,187.227,9.295,12.961,4.914,8.047,0.849,0.319,0.53,2.381,6.914,3.721,1.429,3.278,0.152,3.126,1.799
17,186.357,9.811,13.912,5.248,8.664,0.951,0.334,0.617,2.536,7.275,4.016,1.588,3.649,0.389,3.26,1.942
18,185.312,10.336,14.989,5.682,9.307,1.077,0.434,0.643,2.837,7.499,4.194,1.769,4.162,0.681,3.481,2.072
19,184.331,10.775,16.067,6.109,9.958,1.078,0.427,0.651,3.043,7.732,4.269,1.851,4.71,1.002,3.708,2.23
20,183.331,11.203,17.096,6.527,10.569,1.029,0.418,0.611,3.098,8.105,4.354,1.928,5.28,1.308,3.972,2.377
21,182.303,11.597,18.245,7.025,11.22,1.149,0.498,0.651,3.199,8.398,4.398,2.027,5.933,1.666,4.267,2.496
22,181.085,12.059,19.472,7.574,11.898,1.227,0.549,0.678,3.37,8.689,4.515,2.132,6.654,2.023,4.631,2.628
23,179.898,12.457,20.691,8.123,12.568,1.219,0.549,0.67,3.493,8.964,4.59,2.242,7.435,2.418,5.017,2.772
24,178.705,12.88,21.957,8.653,13.304,1.266,0.53,0.736,3.625,9.255,4.714,2.321,8.25,2.808,5.442,2.909
25,177.416,13.325,23.298,9.246,14.052,1.341,0.593,0.748,3.717,9.608,4.872,2.397,9.082,3.188,5.894,3.038
26,176.169,13.747,24.629,9.841,14.788,1.331,0.595,0.736,3.86,9.887,5.062,2.427,9.94,3.55,6.39,3.17
27,174.795,14.348,26.019,10.471,15.548,1.39,0.63,0.76,3.961,10.387,5.392,2.525,10.687,3.842,6.845,3.325
28,173.53,14.913,27.406,11.102,16.304,1.387,0.631,0.756,4.016,10.897,5.673,2.637,11.422,4.1,7.322,3.46
29,172.063,15.53,28.887,11.791,17.096,1.481,0.689,0.792,4.154,11.376,6.012,2.721,12.245,4.347,7.898,3.608
30,170.571,16.066,30.416,12.47,17.946,1.529,0.679,0.85,4.355,11.711,6.235,2.811,13.174,4.671,8.503,3.784
31,169.202,16.519,31.88,13.124,18.756,1.464,0.654,0.81,4.376,12.143,6.503,2.882,14.126,5.033,9.093,3.954
32,167.712,17.014,33.463,13.817,19.646,1.583,0.693,0.89,4.48,12.534,6.665,2.965,15.139,5.406,9.733,4.091
33,166.24,17.469,35.019,14.496,20.523,1.556,0.679,0.877,4.567,12.902,6.889,3.085,16.188,5.824,10.364,4.234
34,164.754,17.863,36.539,15.169,21.37,1.52,0.673,0.847,4.54,13.323,7.137,3.172,17.253,6.26,10.993,4.403
35,163.288,18.165,38.103,15.892,22.211,1.564,0.723,0.841,4.532,13.633,7.268,3.265,18.403,6.73,11.673,4.58
36,161.776,18.577,39.705,16.611,23.094,1.602,0.719,0.883,4.588,13.989,7.505,3.397,19.53,7.2,12.33,4.739
37,160.207,18.962,41.363,17.399,23.964,1.658,0.788,0.87,4.779,14.183,7.685,3.489,20.75,7.714,13.036,4.873
38,158.636,19.272,42.992,18.088,24.904,1.629,0.689,0.94,4.834,14.438,7.826,3.58,21.99,8.215,13.775,5.043
39,157.116,19.524,44.61,18.812,25.798,1.618,0.724,0.894,4.82,14.704,7.878,3.641,23.267,8.749,14.518,5.215
40,155.566,19.824,46.266,19.553,26.713,1.656,0.741,0.915,4.853,14.971,8.013,3.716,24.542,9.302,15.24,5.378
41,153.949,20.085,47.96,20.375,27.585,1.694,0.822,0.872,4.955,15.13,8.13,3.785,25.895,9.867,16.028,5.551
42,152.37,20.278,49.655,21.173,28.482,1.695,0.798,0.897,5.0,15.278,8.217,3.84,27.289,10.47,16.819,5.719
43,150.787,20.474,51.314,21.967,29.347,1.659,0.794,0.865,4.986,15.488,8.285,3.894,28.682,11.078,17.604,5.893
44,149.202,20.607,52.986,22.721,30.265,1.672,0.754,0.918,4.929,15.678,8.338,3.935,30.146,11.68,18.466,6.069
45,147.634,20.73,54.679,23.457,31.222,1.693,0.736,0.957,4.948,15.782,8.429,3.97,31.616,12.255,19.361,6.233
46,146.042,20.859,56.342,24.214,32.128,1.663,0.757,0.906,4.948,15.911,8.588,4.002,33.079,12.882,20.197,6.411
