
Day,Susceptible,Infected,Cumulative Infected,Daily Infected,Incubating,Transmitting,Symptomatic,Asymptomatic,Recovered,Residents Recovered,Staff Recovered,Dead
0,594,6,6,6,6,0,0,0,0,0,0,0
1,593,7,7,1,7,0,0,0,0,0,0,0
2,592,8,8,1,5,3,0,0,0,0,0,0
3,587,13,13,5,10,3,0,0,0,0,0,0
4,585,14,14,1,8,6,2,1,0,0,0,1
5,586,14,14,0,6,8,2,1,0,0,0,1
6,585,15,15,1,4,11,4,2,0,0,0,1
7,581,18,18,3,5,13,4,4,0,0,0,2
8,576,24,24,6,9,15,7,4,0,0,0,2
9,571,29,29,5,13,16,8,5,0,0,0,2
10,568,32,32,3,14,18,10,5,0,0,0,2
11,562,38,38,6,17,21,10,6,0,0,0,2
12,557,39,42,4,14,25,10,5,3,0,3,3
13,553,42,45,3,12,30,11,7,3,0,3,5
14,550,44,50,5,13,31,14,8,6,0,6,5
15,546,46,54,4,13,33,17,8,8,0,8,5
16,542,46,57,3,12,34,16,10,11,1,10,6
17,539,47,60,3,9,38,18,10,13,2,11,7
18,536,49,64,4,10,39,19,11,15,3,12,7
19,525,59,75,11,18,41,22,13,16,4,12,7
20,522,60,78,3,18,42,22,14,18,4,14,7
21,514,65,86,8,19,46,23,13,21,5,16,7
22,500,72,100,14,27,45,19,13,28,7,21,7
23,490,77,110,10,32,45,20,14,33,8,25,7
24,481,82,119,9,33,49,24,12,37,10,27,7
25,470,89,130,11,29,60,25,12,41,11,30,7
26,455,100,145,15,34,66,27,14,45,12,33,7
27,448,99,151,6,32,67,31,18,51,14,37,9
28,439,108,162,11,34,74,36,21,53,15,38,9
29,432,111,169,7,25,86,41,20,56,15,41,10
30,419,122,183,14,28,94,44,23,59,15,44,10
31,409,125,193,10,31,94,49,27,66,16,50,10
32,390,138,212,19,44,94,49,32,72,18,54,10
33,378,145,224,12,45,100,51,32,77,21,56,10
34,370,145,232,8,36,109,52,29,85,22,63,10
35,358,142,244,12,35,107,49,28,99,29,70,11
36,346,145,257,13,31,114,52,32,109,30,79,11
37,340,143,263,6,33,110,55,34,117,35,82,11
38,332,142,271,8,28,114,57,40,126,40,86,11
39,321,138,282,11,30,108,51,35,141,49,92,11
40,308,140,295,13,32,108,52,36,152,54,98,11
41,303,136,300,5,28,108,49,39,159,58,101,13
42,301,132,304,4,18,114,51,40,165,62,103,15
43,294,130,313,9,21,109,49,40,176,66,110,15
44,286,122,321,8,19,103,51,36,192,73,119,15
45,274,123,333,12,28,95,48,34,203,79,124,15
46,265,116,342,9,30,86,48,28,219,82,137,15
47,258,118,349,7,27,91,48,26,223,84,139,16
48,250,114,358,9,23,91,46,22,236,90,146,16
49,242,113,366,8,26,87,51,18,245,93,152,16
50,238,106,370,4,21,85,52,19,256,97,159,16
51,230,105,378,8,22,83,50,17,265,101,164,16
52,222,99,386,8,25,74,46,16,278,109,169,17
53,217,96,391,5,20,76,44,17,284,112,172,20
54,214,93,397,6,19,74,43,14,293,116,177,20
55,207,96,404,7,20,76,45,18,295,117,178,22
56,203,96,410,6,20,76,45,19,301,118,183,22
57,198,92,415,5,19,73,40,21,310,123,187,22
